Report Date,Race,Number of Cases,Number of Hospitalizations,Number of Deaths,Health District Name,Scrape_Time
4/22/2020,Not Reported,508,6,0,Prince William,2020-04-22 20:26:02.510946
4/22/2020,Black,67,25,3,Peninsula,2020-04-22 20:26:02.510946
4/22/2020,Black,7,0,0,Lord Fairfax,2020-04-22 20:26:02.510946
4/22/2020,White,67,16,6,Chickahominy,2020-04-22 20:26:02.510946
4/22/2020,White,36,6,0,New River,2020-04-22 20:26:02.510946
4/22/2020,Other,13,0,0,Chesterfield,2020-04-22 20:26:02.510946
4/22/2020,Other,2,1,1,West Piedmont,2020-04-22 20:26:02.510946
4/22/2020,Not Reported,12,1,0,Hampton,2020-04-22 20:26:02.510946
4/22/2020,White,181,34,5,Virginia Beach,2020-04-22 20:26:02.510946
4/22/2020,White,10,1,0,Cumberland Plateau,2020-04-22 20:26:02.510946
4/22/2020,Not Reported,27,1,0,New River,2020-04-22 20:26:02.510946
4/22/2020,Not Reported,39,2,1,Three Rivers,2020-04-22 20:26:02.510946
4/22/2020,White,37,11,2,Norfolk,2020-04-22 20:26:02.510946
4/22/2020,Other,1,0,0,Piedmont,2020-04-22 20:26:02.510946
4/22/2020,Black,43,13,1,Eastern Shore,2020-04-22 20:26:02.510946
4/22/2020,Not Reported,62,1,0,Western Tidewater,2020-04-22 20:26:02.510946
4/22/2020,Not Reported,9,2,0,Pittsylvania-Danville,2020-04-22 20:26:02.510946
4/22/2020,Black,10,4,0,Pittsylvania-Danville,2020-04-22 20:26:02.510946
4/22/2020,Other,2,0,0,Eastern Shore,2020-04-22 20:26:02.510946
4/22/2020,Black,58,20,2,Chesapeake,2020-04-22 20:26:02.510946
4/22/2020,Not Reported,15,2,0,Alleghany,2020-04-22 20:26:02.510946
4/22/2020,Black,46,14,3,Rappahannock,2020-04-22 20:26:02.510946
4/22/2020,White,22,4,1,Central Virginia,2020-04-22 20:26:02.510946
4/22/2020,White,87,21,6,Arlington,2020-04-22 20:26:02.510946
4/22/2020,White,20,1,2,Piedmont,2020-04-22 20:26:02.510946
4/22/2020,White,22,9,1,Lenowisco,2020-04-22 20:26:02.510946
4/22/2020,Not Reported,41,1,0,Chesapeake,2020-04-22 20:26:02.510946
4/22/2020,Black,25,12,4,Chickahominy,2020-04-22 20:26:02.510946
4/22/2020,White,685,142,41,Fairfax,2020-04-22 20:26:02.510946
4/22/2020,White,183,61,15,Peninsula,2020-04-22 20:26:02.510946
4/22/2020,Other,11,0,0,Southside,2020-04-22 20:26:02.510946
4/22/2020,Other,708,162,10,Fairfax,2020-04-22 20:26:02.510946
4/22/2020,Not Reported,11,2,1,Portsmouth,2020-04-22 20:26:02.510946
4/22/2020,Black,295,55,37,Henrico,2020-04-22 20:26:02.510946
4/22/2020,White,57,5,0,Richmond,2020-04-22 20:26:02.510946
4/22/2020,Black,3,0,0,Central Virginia,2020-04-22 20:26:02.510946
4/22/2020,Other,1,0,0,Alleghany,2020-04-22 20:26:02.510946
4/22/2020,Not Reported,24,2,0,Piedmont,2020-04-22 20:26:02.510946
4/22/2020,Black,141,29,8,Prince William,2020-04-22 20:26:02.510946
4/22/2020,White,21,3,0,Eastern Shore,2020-04-22 20:26:02.510946
4/22/2020,White,15,2,0,Roanoke,2020-04-22 20:26:02.510946
4/22/2020,Not Reported,56,4,2,Crater,2020-04-22 20:26:02.510946
4/22/2020,Other,14,2,2,Chesapeake,2020-04-22 20:26:02.510946
4/22/2020,Black,8,0,0,Cumberland Plateau,2020-04-22 20:26:02.510946
4/22/2020,Not Reported,29,2,0,Richmond,2020-04-22 20:26:02.510946
4/22/2020,Other,14,9,0,Rappahannock,2020-04-22 20:26:02.510946
4/22/2020,White,263,36,42,Henrico,2020-04-22 20:26:02.510946
4/22/2020,Black,45,13,1,Piedmont,2020-04-22 20:26:02.510946
4/22/2020,White,250,50,7,Prince William,2020-04-22 20:26:02.510946
4/22/2020,Not Reported,203,0,1,Chesterfield,2020-04-22 20:26:02.510946
Central Virginia,4/23/2020,Other,1,0,0,2020-04-23 21:02:38.965008
New River,4/23/2020,White,37,6,0,2020-04-23 21:02:38.965008
Southside,4/23/2020,White,20,8,1,2020-04-23 21:02:38.965008
Prince William,4/23/2020,Black,147,29,8,2020-04-23 21:02:38.965008
Chickahominy,4/23/2020,White,71,18,6,2020-04-23 21:02:38.965008
Three Rivers,4/23/2020,Black,44,3,0,2020-04-23 21:02:38.965008
Rappahannock Rapidan,4/23/2020,Black,3,0,0,2020-04-23 21:02:38.965008
Arlington,4/23/2020,Black,36,12,7,2020-04-23 21:02:38.965008
Thomas Jefferson,4/23/2020,Black,79,31,3,2020-04-23 21:02:38.965008
Chesapeake,4/23/2020,Not Reported,41,1,0,2020-04-23 21:02:38.965008
Prince William,4/23/2020,Other,211,39,3,2020-04-23 21:02:38.965008
Thomas Jefferson,4/23/2020,White,125,15,7,2020-04-23 21:02:38.965008
Southside,4/23/2020,Not Reported,46,8,0,2020-04-23 21:02:38.965008
Central Virginia,4/23/2020,Black,5,0,0,2020-04-23 21:02:38.965008
Chesterfield,4/23/2020,Black,119,19,4,2020-04-23 21:02:38.965008
Three Rivers,4/23/2020,Other,6,1,0,2020-04-23 21:02:38.965008
Rappahannock,4/23/2020,Black,46,14,3,2020-04-23 21:02:38.965008
Fairfax,4/23/2020,Other,760,178,12,2020-04-23 21:02:38.965008
Southside,4/23/2020,Black,20,6,0,2020-04-23 21:02:38.965008
Eastern Shore,4/23/2020,Other,2,0,0,2020-04-23 21:02:38.965008
Rappahannock,4/23/2020,Not Reported,178,23,2,2020-04-23 21:02:38.965008
Loudoun,4/23/2020,Not Reported,137,4,0,2020-04-23 21:02:38.965008
Chesapeake,4/23/2020,Other,19,2,2,2020-04-23 21:02:38.965008
Thomas Jefferson,4/23/2020,Not Reported,18,0,0,2020-04-23 21:02:38.965008
Loudoun,4/23/2020,Black,34,4,0,2020-04-23 21:02:38.965008
Three Rivers,4/23/2020,White,32,5,0,2020-04-23 21:02:38.965008
Prince William,4/23/2020,White,278,57,9,2020-04-23 21:02:38.965008
Richmond,4/23/2020,White,58,5,1,2020-04-23 21:02:38.965008
Western Tidewater,4/23/2020,White,96,14,2,2020-04-23 21:02:38.965008
Western Tidewater,4/23/2020,Black,145,24,4,2020-04-23 21:02:38.965008
New River,4/23/2020,Not Reported,25,1,0,2020-04-23 21:02:38.965008
Alexandria,4/23/2020,Not Reported,186,11,3,2020-04-23 21:02:38.965008
Lenowisco,4/23/2020,White,24,11,1,2020-04-23 21:02:38.965008
Eastern Shore,4/23/2020,Black,60,14,2,2020-04-23 21:02:38.965008
Peninsula,4/23/2020,Other,11,6,1,2020-04-23 21:02:38.965008
Pittsylvania-Danville,4/23/2020,White,20,11,2,2020-04-23 21:02:38.965008
Chesterfield,4/23/2020,Not Reported,218,0,1,2020-04-23 21:02:38.965008
Western Tidewater,4/23/2020,Other,8,1,0,2020-04-23 21:02:38.965008
Crater,4/23/2020,Black,74,20,3,2020-04-23 21:02:38.965008
Virginia Beach,4/23/2020,Black,67,12,1,2020-04-23 21:02:38.965008
West Piedmont,4/23/2020,Other,2,1,1,2020-04-23 21:02:38.965008
Chesterfield,4/23/2020,White,99,15,4,2020-04-23 21:02:38.965008
West Piedmont,4/23/2020,White,24,3,0,2020-04-23 21:02:38.965008
Hampton,4/23/2020,Other,3,1,0,2020-04-23 21:02:38.965008
Norfolk,4/23/2020,White,41,12,2,2020-04-23 21:02:38.965008
Rappahannock Rapidan,4/23/2020,White,62,9,2,2020-04-23 21:02:38.965008
Cumberland Plateau,4/23/2020,Black,8,0,0,2020-04-23 21:02:38.965008
Thomas Jefferson,4/23/2020,Other,20,2,0,2020-04-23 21:02:38.965008
Rappahannock,4/23/2020,Other,15,9,0,2020-04-23 21:02:38.965008
Roanoke,4/23/2020,White,16,2,0,2020-04-23 21:02:38.965008
Fairfax,4/23/2020,Black,172,53,5,2020-04-23 21:02:38.965008
Loudoun,4/23/2020,Other,86,17,1,2020-04-23 21:02:38.965008
Central Shenandoah,4/23/2020,White,301,30,8,2020-04-23 21:02:38.965008
Mount Rogers,4/23/2020,Not Reported,3,1,0,2020-04-23 21:02:38.965008
Peninsula,4/23/2020,Black,68,25,3,2020-04-23 21:02:38.965008
Piedmont,4/23/2020,Other,2,0,0,2020-04-23 21:02:38.965008
Roanoke,4/23/2020,Black,5,3,0,2020-04-23 21:02:38.965008
Alleghany,4/23/2020,Not Reported,16,1,0,2020-04-23 21:02:38.965008
Arlington,4/23/2020,White,93,22,6,2020-04-23 21:02:38.965008
Lord Fairfax,4/23/2020,Not Reported,12,1,0,2020-04-23 21:02:38.965008
West Piedmont,4/23/2020,Not Reported,1,0,0,2020-04-23 21:02:38.965008
Lord Fairfax,4/23/2020,Black,10,2,0,2020-04-23 21:02:38.965008
Chickahominy,4/23/2020,Other,4,1,0,2020-04-23 21:02:38.965008
Portsmouth,4/23/2020,Not Reported,14,2,1,2020-04-23 21:02:38.965008
Loudoun,4/23/2020,White,241,39,9,2020-04-23 21:02:38.965008
West Piedmont,4/23/2020,Black,1,0,0,2020-04-23 21:02:38.965008
Virginia Beach,4/23/2020,White,187,34,5,2020-04-23 21:02:38.965008
Portsmouth,4/23/2020,Black,55,22,3,2020-04-23 21:02:38.965008
Alexandria,4/23/2020,White,174,29,8,2020-04-23 21:02:38.965008
Portsmouth,4/23/2020,Other,5,2,0,2020-04-23 21:02:38.965008
Henrico,4/23/2020,White,274,38,42,2020-04-23 21:02:38.965008
Alleghany,4/23/2020,Other,1,0,0,2020-04-23 21:02:38.965008
Central Shenandoah,4/23/2020,Black,29,2,1,2020-04-23 21:02:38.965008
Crater,4/23/2020,Other,1,0,0,2020-04-23 21:02:38.965008
Peninsula,4/23/2020,White,185,62,16,2020-04-23 21:02:38.965008
Crater,4/23/2020,White,25,9,4,2020-04-23 21:02:38.965008
Hampton,4/23/2020,Black,62,20,1,2020-04-23 21:02:38.965008
Central Virginia,4/23/2020,Not Reported,69,2,0,2020-04-23 21:02:38.965008
Central Virginia,4/23/2020,White,24,5,1,2020-04-23 21:02:38.965008
Central Shenandoah,4/23/2020,Other,93,4,0,2020-04-23 21:02:38.965008
Rappahannock Rapidan,4/23/2020,Not Reported,112,6,0,2020-04-23 21:02:38.965008
Rappahannock Rapidan,4/23/2020,Other,8,4,0,2020-04-23 21:02:38.965008
Norfolk,4/23/2020,Black,78,17,1,2020-04-23 21:02:38.965008
Alleghany,4/23/2020,White,55,12,3,2020-04-23 21:02:38.965008
Portsmouth,4/23/2020,White,24,4,0,2020-04-23 21:02:38.965008
Eastern Shore,4/23/2020,White,25,4,0,2020-04-23 21:02:38.965008
Arlington,4/23/2020,Other,70,36,6,2020-04-23 21:02:38.965008
Three Rivers,4/23/2020,Not Reported,40,2,1,2020-04-23 21:02:38.965008
Henrico,4/23/2020,Not Reported,111,3,2,2020-04-23 21:02:38.965008
Lenowisco,4/23/2020,Other,1,0,0,2020-04-23 21:02:38.965008
Roanoke,4/23/2020,Other,1,0,0,2020-04-23 21:02:38.965008
Norfolk,4/23/2020,Other,8,2,0,2020-04-23 21:02:38.965008
Hampton,4/23/2020,White,20,4,0,2020-04-23 21:02:38.965008
Richmond,4/23/2020,Black,156,35,12,2020-04-23 21:02:38.965008
Peninsula,4/23/2020,Not Reported,53,3,0,2020-04-23 21:02:38.965008
Arlington,4/23/2020,Not Reported,487,48,5,2020-04-23 21:02:38.965008
Henrico,4/23/2020,Black,302,56,37,2020-04-23 21:02:38.965008
Mount Rogers,4/23/2020,Other,2,1,0,2020-04-23 21:02:38.965008
New River,4/23/2020,Black,4,1,0,2020-04-23 21:02:38.965008
Virginia Beach,4/23/2020,Other,34,13,2,2020-04-23 21:02:38.965008
Hampton,4/23/2020,Not Reported,14,1,0,2020-04-23 21:02:38.965008
Virginia Beach,4/23/2020,Not Reported,40,2,0,2020-04-23 21:02:38.965008
Prince William,4/23/2020,Not Reported,556,7,0,2020-04-23 21:02:38.965008
Alleghany,4/23/2020,Black,4,0,0,2020-04-23 21:02:38.965008
Henrico,4/23/2020,Other,31,2,2,2020-04-23 21:02:38.965008
Chickahominy,4/23/2020,Black,26,13,4,2020-04-23 21:02:38.965008
Cumberland Plateau,4/23/2020,White,10,1,0,2020-04-23 21:02:38.965008
Alexandria,4/23/2020,Other,68,9,0,2020-04-23 21:02:38.965008
Central Shenandoah,4/23/2020,Not Reported,152,1,1,2020-04-23 21:02:38.965008
Mount Rogers,4/23/2020,White,54,13,4,2020-04-23 21:02:38.965008
Piedmont,4/23/2020,Not Reported,34,2,0,2020-04-23 21:02:38.965008
Rappahannock,4/23/2020,White,97,29,4,2020-04-23 21:02:38.965008
Richmond,4/23/2020,Not Reported,31,2,0,2020-04-23 21:02:38.965008
Southside,4/23/2020,Other,11,0,0,2020-04-23 21:02:38.965008
Lenowisco,4/23/2020,Not Reported,9,1,1,2020-04-23 21:02:38.965008
Piedmont,4/23/2020,White,22,2,2,2020-04-23 21:02:38.965008
Pittsylvania-Danville,4/23/2020,Black,14,4,0,2020-04-23 21:02:38.965008
Roanoke,4/23/2020,Not Reported,6,0,0,2020-04-23 21:02:38.965008
Chickahominy,4/23/2020,Not Reported,93,6,2,2020-04-23 21:02:38.965008
Chesapeake,4/23/2020,Black,59,21,2,2020-04-23 21:02:38.965008
Lord Fairfax,4/23/2020,White,191,22,0,2020-04-23 21:02:38.965008
Fairfax,4/23/2020,Not Reported,757,55,20,2020-04-23 21:02:38.965008
Crater,4/23/2020,Not Reported,64,3,2,2020-04-23 21:02:38.965008
Lord Fairfax,4/23/2020,Other,21,3,0,2020-04-23 21:02:38.965008
Richmond,4/23/2020,Other,14,3,0,2020-04-23 21:02:38.965008
Chesterfield,4/23/2020,Other,16,0,0,2020-04-23 21:02:38.965008
Piedmont,4/23/2020,Black,46,13,1,2020-04-23 21:02:38.965008
Eastern Shore,4/23/2020,Not Reported,1,0,0,2020-04-23 21:02:38.965008
Chesapeake,4/23/2020,White,67,16,1,2020-04-23 21:02:38.965008
Norfolk,4/23/2020,Not Reported,9,0,0,2020-04-23 21:02:38.965008
Alexandria,4/23/2020,Black,84,25,3,2020-04-23 21:02:38.965008
Western Tidewater,4/23/2020,Not Reported,64,1,0,2020-04-23 21:02:38.965008
Pittsylvania-Danville,4/23/2020,Not Reported,8,2,0,2020-04-23 21:02:38.965008
Fairfax,4/23/2020,White,724,150,43,2020-04-23 21:02:38.965008
Central Virginia,4/24/2020,Other,1,0,0,2020-04-24 20:41:10.285310
Crater,4/24/2020,Black or African American,77,24,4,2020-04-24 20:41:10.285310
New River,4/24/2020,White,37,6,0,2020-04-24 20:41:10.285310
Southside,4/24/2020,White,22,9,4,2020-04-24 20:41:10.285310
Chickahominy,4/24/2020,White,70,18,6,2020-04-24 20:41:10.285310
Chesapeake,4/24/2020,Not Reported,42,1,0,2020-04-24 20:41:10.285310
Prince William,4/24/2020,Other,230,41,3,2020-04-24 20:41:10.285310
Thomas Jefferson,4/24/2020,White,126,15,7,2020-04-24 20:41:10.285310
Fairfax,4/24/2020,Black or African American,188,54,5,2020-04-24 20:41:10.285310
Western Tidewater,4/24/2020,Black or African American,148,25,4,2020-04-24 20:41:10.285310
Chickahominy,4/24/2020,Black or African American,26,15,4,2020-04-24 20:41:10.285310
Alleghany,4/24/2020,Black or African American,4,1,0,2020-04-24 20:41:10.285310
Southside,4/24/2020,Not Reported,50,8,1,2020-04-24 20:41:10.285310
Three Rivers,4/24/2020,Other,6,1,0,2020-04-24 20:41:10.285310
Central Shenandoah,4/24/2020,Black or African American,31,2,1,2020-04-24 20:41:10.285310
Fairfax,4/24/2020,Other,838,191,13,2020-04-24 20:41:10.285310
Eastern Shore,4/24/2020,Other,4,0,0,2020-04-24 20:41:10.285310
Rappahannock,4/24/2020,Not Reported,188,23,2,2020-04-24 20:41:10.285310
Loudoun,4/24/2020,Not Reported,145,5,0,2020-04-24 20:41:10.285310
Norfolk,4/24/2020,Black or African American,83,17,1,2020-04-24 20:41:10.285310
Chesapeake,4/24/2020,Other,22,3,3,2020-04-24 20:41:10.285310
New River,4/24/2020,Black or African American,4,1,0,2020-04-24 20:41:10.285310
Thomas Jefferson,4/24/2020,Not Reported,16,0,0,2020-04-24 20:41:10.285310
Lord Fairfax,4/24/2020,Black or African American,10,2,0,2020-04-24 20:41:10.285310
Three Rivers,4/24/2020,White,32,5,0,2020-04-24 20:41:10.285310
Prince William,4/24/2020,White,295,59,9,2020-04-24 20:41:10.285310
Richmond,4/24/2020,White,62,7,1,2020-04-24 20:41:10.285310
Western Tidewater,4/24/2020,White,97,14,3,2020-04-24 20:41:10.285310
New River,4/24/2020,Not Reported,26,1,0,2020-04-24 20:41:10.285310
Alexandria,4/24/2020,Not Reported,193,13,3,2020-04-24 20:41:10.285310
Lenowisco,4/24/2020,White,25,11,1,2020-04-24 20:41:10.285310
Peninsula,4/24/2020,Other,11,6,1,2020-04-24 20:41:10.285310
Alexandria,4/24/2020,Black or African American,90,27,4,2020-04-24 20:41:10.285310
Pittsylvania-Danville,4/24/2020,White,20,11,2,2020-04-24 20:41:10.285310
Roanoke,4/24/2020,Black or African American,5,3,0,2020-04-24 20:41:10.285310
Chesterfield,4/24/2020,Not Reported,222,2,3,2020-04-24 20:41:10.285310
Pittsylvania-Danville,4/24/2020,Black or African American,14,4,0,2020-04-24 20:41:10.285310
Western Tidewater,4/24/2020,Other,10,1,0,2020-04-24 20:41:10.285310
Piedmont,4/24/2020,Black or African American,47,13,1,2020-04-24 20:41:10.285310
Rappahannock Rapidan,4/24/2020,Black or African American,3,0,0,2020-04-24 20:41:10.285310
West Piedmont,4/24/2020,Other,2,1,1,2020-04-24 20:41:10.285310
Chesterfield,4/24/2020,White,102,16,11,2020-04-24 20:41:10.285310
West Piedmont,4/24/2020,White,28,4,0,2020-04-24 20:41:10.285310
Portsmouth,4/24/2020,Black or African American,57,22,3,2020-04-24 20:41:10.285310
Three Rivers,4/24/2020,Black or African American,44,3,0,2020-04-24 20:41:10.285310
Hampton,4/24/2020,Other,4,1,0,2020-04-24 20:41:10.285310
Norfolk,4/24/2020,White,41,12,2,2020-04-24 20:41:10.285310
Rappahannock Rapidan,4/24/2020,White,67,10,2,2020-04-24 20:41:10.285310
Thomas Jefferson,4/24/2020,Other,21,2,0,2020-04-24 20:41:10.285310
Cumberland Plateau,4/24/2020,Black or African American,8,0,0,2020-04-24 20:41:10.285310
Rappahannock,4/24/2020,Other,17,10,0,2020-04-24 20:41:10.285310
Roanoke,4/24/2020,White,16,2,0,2020-04-24 20:41:10.285310
Loudoun,4/24/2020,Other,95,18,1,2020-04-24 20:41:10.285310
Central Shenandoah,4/24/2020,White,297,29,8,2020-04-24 20:41:10.285310
Mount Rogers,4/24/2020,Not Reported,3,1,0,2020-04-24 20:41:10.285310
Piedmont,4/24/2020,Other,2,0,0,2020-04-24 20:41:10.285310
Alleghany,4/24/2020,Not Reported,22,1,0,2020-04-24 20:41:10.285310
Arlington,4/24/2020,White,97,22,6,2020-04-24 20:41:10.285310
Lord Fairfax,4/24/2020,Not Reported,15,1,0,2020-04-24 20:41:10.285310
West Piedmont,4/24/2020,Not Reported,2,0,0,2020-04-24 20:41:10.285310
Chickahominy,4/24/2020,Other,4,1,0,2020-04-24 20:41:10.285310
Chesapeake,4/24/2020,Black or African American,64,23,2,2020-04-24 20:41:10.285310
Rappahannock,4/24/2020,Black or African American,47,14,3,2020-04-24 20:41:10.285310
Portsmouth,4/24/2020,Not Reported,14,2,1,2020-04-24 20:41:10.285310
Loudoun,4/24/2020,White,254,40,9,2020-04-24 20:41:10.285310
Eastern Shore,4/24/2020,Black or African American,77,14,2,2020-04-24 20:41:10.285310
Virginia Beach,4/24/2020,White,184,36,7,2020-04-24 20:41:10.285310
Alexandria,4/24/2020,White,189,30,8,2020-04-24 20:41:10.285310
Portsmouth,4/24/2020,Other,5,2,0,2020-04-24 20:41:10.285310
Henrico,4/24/2020,White,285,42,45,2020-04-24 20:41:10.285310
Alleghany,4/24/2020,Other,1,0,0,2020-04-24 20:41:10.285310
Hampton,4/24/2020,Black or African American,61,20,1,2020-04-24 20:41:10.285310
Richmond,4/24/2020,Black or African American,162,39,13,2020-04-24 20:41:10.285310
Arlington,4/24/2020,Black or African American,42,13,7,2020-04-24 20:41:10.285310
Crater,4/24/2020,Other,1,0,0,2020-04-24 20:41:10.285310
Peninsula,4/24/2020,White,186,62,16,2020-04-24 20:41:10.285310
Crater,4/24/2020,White,25,9,4,2020-04-24 20:41:10.285310
Central Virginia,4/24/2020,Not Reported,72,2,0,2020-04-24 20:41:10.285310
Central Virginia,4/24/2020,White,24,5,1,2020-04-24 20:41:10.285310
Central Shenandoah,4/24/2020,Other,116,7,1,2020-04-24 20:41:10.285310
Loudoun,4/24/2020,Black or African American,35,4,0,2020-04-24 20:41:10.285310
Rappahannock Rapidan,4/24/2020,Not Reported,122,7,1,2020-04-24 20:41:10.285310
Rappahannock Rapidan,4/24/2020,Other,8,4,0,2020-04-24 20:41:10.285310
Alleghany,4/24/2020,White,55,12,3,2020-04-24 20:41:10.285310
Prince William,4/24/2020,Black or African American,156,30,8,2020-04-24 20:41:10.285310
Portsmouth,4/24/2020,White,24,4,0,2020-04-24 20:41:10.285310
Eastern Shore,4/24/2020,White,29,4,1,2020-04-24 20:41:10.285310
Arlington,4/24/2020,Other,75,36,6,2020-04-24 20:41:10.285310
Central Virginia,4/24/2020,Black or African American,5,0,0,2020-04-24 20:41:10.285310
Three Rivers,4/24/2020,Not Reported,40,2,1,2020-04-24 20:41:10.285310
Henrico,4/24/2020,Not Reported,104,3,2,2020-04-24 20:41:10.285310
Lenowisco,4/24/2020,Other,1,0,0,2020-04-24 20:41:10.285310
Virginia Beach,4/24/2020,Black or African American,71,13,1,2020-04-24 20:41:10.285310
Roanoke,4/24/2020,Other,1,0,0,2020-04-24 20:41:10.285310
Norfolk,4/24/2020,Other,8,2,0,2020-04-24 20:41:10.285310
Hampton,4/24/2020,White,20,4,0,2020-04-24 20:41:10.285310
Peninsula,4/24/2020,Not Reported,52,3,0,2020-04-24 20:41:10.285310
Arlington,4/24/2020,Not Reported,508,49,5,2020-04-24 20:41:10.285310
Mount Rogers,4/24/2020,Other,2,1,0,2020-04-24 20:41:10.285310
West Piedmont,4/24/2020,Black or African American,1,0,0,2020-04-24 20:41:10.285310
Virginia Beach,4/24/2020,Other,37,14,2,2020-04-24 20:41:10.285310
Hampton,4/24/2020,Not Reported,14,1,0,2020-04-24 20:41:10.285310
Virginia Beach,4/24/2020,Not Reported,39,2,0,2020-04-24 20:41:10.285310
Thomas Jefferson,4/24/2020,Black or African American,81,32,4,2020-04-24 20:41:10.285310
Henrico,4/24/2020,Black or African American,310,60,37,2020-04-24 20:41:10.285310
Prince William,4/24/2020,Not Reported,610,8,0,2020-04-24 20:41:10.285310
Henrico,4/24/2020,Other,30,2,2,2020-04-24 20:41:10.285310
Peninsula,4/24/2020,Black or African American,71,25,3,2020-04-24 20:41:10.285310
Cumberland Plateau,4/24/2020,White,10,1,0,2020-04-24 20:41:10.285310
Chesterfield,4/24/2020,Black or African American,126,20,6,2020-04-24 20:41:10.285310
Alexandria,4/24/2020,Other,75,11,0,2020-04-24 20:41:10.285310
Central Shenandoah,4/24/2020,Not Reported,155,1,1,2020-04-24 20:41:10.285310
Mount Rogers,4/24/2020,White,54,13,4,2020-04-24 20:41:10.285310
Piedmont,4/24/2020,Not Reported,39,2,0,2020-04-24 20:41:10.285310
Rappahannock,4/24/2020,White,103,28,4,2020-04-24 20:41:10.285310
Southside,4/24/2020,Black or African American,18,6,1,2020-04-24 20:41:10.285310
Richmond,4/24/2020,Not Reported,29,2,0,2020-04-24 20:41:10.285310
Southside,4/24/2020,Other,14,0,1,2020-04-24 20:41:10.285310
Lenowisco,4/24/2020,Not Reported,9,1,1,2020-04-24 20:41:10.285310
Piedmont,4/24/2020,White,23,2,2,2020-04-24 20:41:10.285310
Roanoke,4/24/2020,Not Reported,11,0,0,2020-04-24 20:41:10.285310
Chickahominy,4/24/2020,Not Reported,101,6,2,2020-04-24 20:41:10.285310
Lord Fairfax,4/24/2020,White,207,25,0,2020-04-24 20:41:10.285310
Fairfax,4/24/2020,Not Reported,774,55,23,2020-04-24 20:41:10.285310
Crater,4/24/2020,Not Reported,64,2,1,2020-04-24 20:41:10.285310
Lord Fairfax,4/24/2020,Other,24,3,0,2020-04-24 20:41:10.285310
Richmond,4/24/2020,Other,14,3,0,2020-04-24 20:41:10.285310
Chesterfield,4/24/2020,Other,23,0,0,2020-04-24 20:41:10.285310
Eastern Shore,4/24/2020,Not Reported,5,0,0,2020-04-24 20:41:10.285310
Chesapeake,4/24/2020,White,69,16,0,2020-04-24 20:41:10.285310
Norfolk,4/24/2020,Not Reported,9,0,0,2020-04-24 20:41:10.285310
Western Tidewater,4/24/2020,Not Reported,64,1,0,2020-04-24 20:41:10.285310
Pittsylvania-Danville,4/24/2020,Not Reported,8,2,0,2020-04-24 20:41:10.285310
