Health District Name,Report Date,Sex,Number of Cases,Number of Hospitalizations,Number of Deaths,Scrape_Time
Rappahannock Rapidan,7/13/2020,Male,796,68,14,2020-07-13 20:19:52.196057
Henrico,7/13/2020,Not Reported,12,0,0,2020-07-13 20:19:52.196057
Cumberland Plateau,7/13/2020,Female,52,1,0,2020-07-13 20:19:52.196057
West Piedmont,7/13/2020,Male,281,26,4,2020-07-13 20:19:52.196057
Hampton,7/13/2020,Not Reported,4,0,0,2020-07-13 20:19:52.196057
Alexandria,7/13/2020,Not Reported,7,0,0,2020-07-13 20:19:52.196057
Western Tidewater,7/13/2020,Not Reported,1,0,0,2020-07-13 20:19:52.196057
Cumberland Plateau,7/13/2020,Not Reported,0,0,0,2020-07-13 20:19:52.196057
Virginia Beach,7/13/2020,Male,926,72,17,2020-07-13 20:19:52.196057
Alleghany,7/13/2020,Female,346,10,10,2020-07-13 20:19:52.196057
Lenowisco,7/13/2020,Female,45,9,1,2020-07-13 20:19:52.196057
Virginia Beach,7/13/2020,Not Reported,11,0,0,2020-07-13 20:19:52.196057
Western Tidewater,7/13/2020,Female,557,41,30,2020-07-13 20:19:52.196057
Mount Rogers,7/13/2020,Male,387,54,20,2020-07-13 20:19:52.196057
Lord Fairfax,7/13/2020,Female,1149,90,39,2020-07-13 20:19:52.196057
Piedmont,7/13/2020,Not Reported,4,0,0,2020-07-13 20:19:52.196057
Alexandria,7/13/2020,Male,1184,133,27,2020-07-13 20:19:52.196057
Pittsylvania-Danville,7/13/2020,Not Reported,2,0,0,2020-07-13 20:19:52.196057
West Piedmont,7/13/2020,Not Reported,7,0,0,2020-07-13 20:19:52.196057
Loudoun,7/13/2020,Female,2223,128,61,2020-07-13 20:19:52.196057
Hampton,7/13/2020,Female,307,14,1,2020-07-13 20:19:52.196057
Henrico,7/13/2020,Female,1557,126,91,2020-07-13 20:19:52.196057
Prince William,7/13/2020,Not Reported,68,1,0,2020-07-13 20:19:52.196057
Chickahominy,7/13/2020,Male,328,56,20,2020-07-13 20:19:52.196057
Rappahannock Rapidan,7/13/2020,Not Reported,7,1,1,2020-07-13 20:19:52.196057
Peninsula,7/13/2020,Female,775,64,21,2020-07-13 20:19:52.196057
Lenowisco,7/13/2020,Not Reported,0,0,0,2020-07-13 20:19:52.196057
Crater,7/13/2020,Not Reported,15,1,0,2020-07-13 20:19:52.196057
Chickahominy,7/13/2020,Not Reported,4,0,0,2020-07-13 20:19:52.196057
Portsmouth,7/13/2020,Male,344,37,8,2020-07-13 20:19:52.196057
New River,7/13/2020,Female,141,8,1,2020-07-13 20:19:52.196057
Rappahannock,7/13/2020,Female,1410,115,18,2020-07-13 20:19:52.196057
Central Virginia,7/13/2020,Female,255,7,2,2020-07-13 20:19:52.196057
Roanoke,7/13/2020,Not Reported,7,0,0,2020-07-13 20:19:52.196057
West Piedmont,7/13/2020,Female,328,31,4,2020-07-13 20:19:52.196057
Mount Rogers,7/13/2020,Female,451,26,15,2020-07-13 20:19:52.196057
Piedmont,7/13/2020,Male,785,62,13,2020-07-13 20:19:52.196057
Chesterfield,7/13/2020,Female,1685,82,42,2020-07-13 20:19:52.196057
Fairfax,7/13/2020,Male,7129,978,261,2020-07-13 20:19:52.196057
Crater,7/13/2020,Male,963,81,20,2020-07-13 20:19:52.196057
Central Virginia,7/13/2020,Not Reported,0,0,0,2020-07-13 20:19:52.196057
Prince William,7/13/2020,Female,4872,378,78,2020-07-13 20:19:52.196057
Virginia Beach,7/13/2020,Female,1041,68,15,2020-07-13 20:19:52.196057
Norfolk,7/13/2020,Female,850,64,5,2020-07-13 20:19:52.196057
Three Rivers,7/13/2020,Female,236,34,9,2020-07-13 20:19:52.196057
Arlington,7/13/2020,Male,1331,233,69,2020-07-13 20:19:52.196057
Central Shenandoah,7/13/2020,Female,1232,92,23,2020-07-13 20:19:52.196057
Southside,7/13/2020,Female,273,29,18,2020-07-13 20:19:52.196057
Southside,7/14/2020,Not Reported,4,0,0,2020-07-14 20:15:45.877157
Chesapeake,7/14/2020,Female,789,87,11,2020-07-14 20:15:45.877157
Richmond,7/14/2020,Female,1192,109,9,2020-07-14 20:15:45.877157
Roanoke,7/14/2020,Male,280,8,3,2020-07-14 20:15:45.877157
Fairfax,7/14/2020,Not Reported,97,3,2,2020-07-14 20:15:45.877157
Thomas Jefferson,7/14/2020,Female,684,54,14,2020-07-14 20:15:45.877157
Chesapeake,7/14/2020,Not Reported,1,0,0,2020-07-14 20:15:45.877157
Cumberland Plateau,7/14/2020,Male,56,5,0,2020-07-14 20:15:45.877157
Eastern Shore,7/14/2020,Female,662,59,23,2020-07-14 20:15:45.877157
Lord Fairfax,7/14/2020,Not Reported,8,0,0,2020-07-14 20:15:45.877157
Rappahannock,7/14/2020,Not Reported,7,1,0,2020-07-14 20:15:45.877157
Central Shenandoah,7/14/2020,Not Reported,3,0,0,2020-07-14 20:15:45.877157
Peninsula,7/14/2020,Male,699,67,14,2020-07-14 20:15:45.877157
Norfolk,7/14/2020,Male,749,66,11,2020-07-14 20:15:45.877157
Alexandria,7/14/2020,Female,1270,117,30,2020-07-14 20:15:45.877157
Lenowisco,7/14/2020,Male,40,9,3,2020-07-14 20:15:45.877157
Pittsylvania-Danville,7/14/2020,Female,179,25,3,2020-07-14 20:15:45.877157
New River,7/14/2020,Not Reported,3,0,0,2020-07-14 20:15:45.877157
Chesterfield,7/14/2020,Not Reported,89,0,2,2020-07-14 20:15:45.877157
Loudoun,7/14/2020,Male,2196,168,38,2020-07-14 20:15:45.877157
Rappahannock Rapidan,7/14/2020,Female,796,51,10,2020-07-14 20:15:45.877157
Piedmont,7/14/2020,Female,341,46,5,2020-07-14 20:15:45.877157
Richmond,7/14/2020,Male,1223,129,25,2020-07-14 20:15:45.877157
Crater,7/14/2020,Female,752,87,29,2020-07-14 20:15:45.877157
Portsmouth,7/14/2020,Female,389,51,11,2020-07-14 20:15:45.877157
Arlington,7/14/2020,Not Reported,4,0,0,2020-07-14 20:15:45.877157
Mount Rogers,7/14/2020,Not Reported,2,0,0,2020-07-14 20:15:45.877157
Thomas Jefferson,7/14/2020,Not Reported,0,0,0,2020-07-14 20:15:45.877157
Three Rivers,7/14/2020,Not Reported,20,0,0,2020-07-14 20:15:45.877157
Hampton,7/14/2020,Male,242,27,3,2020-07-14 20:15:45.877157
Alleghany,7/14/2020,Male,307,22,5,2020-07-14 20:15:45.877157
Roanoke,7/14/2020,Female,319,7,7,2020-07-14 20:15:45.877157
Loudoun,7/14/2020,Not Reported,27,0,0,2020-07-14 20:15:45.877157
Fairfax,7/14/2020,Female,7457,751,251,2020-07-14 20:15:45.877157
Western Tidewater,7/14/2020,Male,527,58,35,2020-07-14 20:15:45.877157
Peninsula,7/14/2020,Not Reported,4,0,0,2020-07-14 20:15:45.877157
New River,7/14/2020,Male,167,15,5,2020-07-14 20:15:45.877157
Central Shenandoah,7/14/2020,Male,1071,90,20,2020-07-14 20:15:45.877157
Southside,7/14/2020,Male,214,28,13,2020-07-14 20:15:45.877157
Chesterfield,7/14/2020,Male,1730,92,41,2020-07-14 20:15:45.877157
Arlington,7/14/2020,Female,1301,189,65,2020-07-14 20:15:45.877157
Rappahannock,7/14/2020,Male,1272,132,27,2020-07-14 20:15:45.877157
Central Virginia,7/14/2020,Male,264,9,4,2020-07-14 20:15:45.877157
Alleghany,7/14/2020,Not Reported,7,0,0,2020-07-14 20:15:45.877157
Henrico,7/14/2020,Male,1337,144,82,2020-07-14 20:15:45.877157
Thomas Jefferson,7/14/2020,Male,593,51,15,2020-07-14 20:15:45.877157
Lord Fairfax,7/14/2020,Male,1047,101,36,2020-07-14 20:15:45.877157
Three Rivers,7/14/2020,Male,549,23,3,2020-07-14 20:15:45.877157
Richmond,7/14/2020,Not Reported,42,2,2,2020-07-14 20:15:45.877157
Pittsylvania-Danville,7/14/2020,Male,132,21,1,2020-07-14 20:15:45.877157
Portsmouth,7/14/2020,Not Reported,3,0,0,2020-07-14 20:15:45.877157
Norfolk,7/14/2020,Not Reported,0,0,0,2020-07-14 20:15:45.877157
Chesapeake,7/14/2020,Male,589,72,12,2020-07-14 20:15:45.877157
Chickahominy,7/14/2020,Female,399,59,21,2020-07-14 20:15:45.877157
Prince William,7/14/2020,Male,4885,483,104,2020-07-14 20:15:45.877157
Eastern Shore,7/14/2020,Not Reported,9,0,0,2020-07-14 20:15:45.877157
Eastern Shore,7/14/2020,Male,648,54,19,2020-07-14 20:15:45.877157
Rappahannock Rapidan,7/14/2020,Male,803,71,14,2020-07-14 20:15:45.877157
Henrico,7/14/2020,Not Reported,13,0,0,2020-07-14 20:15:45.877157
Cumberland Plateau,7/14/2020,Female,55,1,0,2020-07-14 20:15:45.877157
West Piedmont,7/14/2020,Male,294,28,4,2020-07-14 20:15:45.877157
Hampton,7/14/2020,Not Reported,4,0,0,2020-07-14 20:15:45.877157
Alexandria,7/14/2020,Not Reported,7,0,0,2020-07-14 20:15:45.877157
Western Tidewater,7/14/2020,Not Reported,1,0,0,2020-07-14 20:15:45.877157
Cumberland Plateau,7/14/2020,Not Reported,0,0,0,2020-07-14 20:15:45.877157
Virginia Beach,7/14/2020,Male,938,72,17,2020-07-14 20:15:45.877157
Alleghany,7/14/2020,Female,354,10,10,2020-07-14 20:15:45.877157
Lenowisco,7/14/2020,Female,49,9,1,2020-07-14 20:15:45.877157
Virginia Beach,7/14/2020,Not Reported,11,0,0,2020-07-14 20:15:45.877157
Western Tidewater,7/14/2020,Female,585,41,30,2020-07-14 20:15:45.877157
Mount Rogers,7/14/2020,Male,391,55,20,2020-07-14 20:15:45.877157
Lord Fairfax,7/14/2020,Female,1154,90,39,2020-07-14 20:15:45.877157
Piedmont,7/14/2020,Not Reported,4,0,0,2020-07-14 20:15:45.877157
Alexandria,7/14/2020,Male,1188,133,27,2020-07-14 20:15:45.877157
Pittsylvania-Danville,7/14/2020,Not Reported,2,0,0,2020-07-14 20:15:45.877157
West Piedmont,7/14/2020,Not Reported,7,0,0,2020-07-14 20:15:45.877157
Loudoun,7/14/2020,Female,2235,128,61,2020-07-14 20:15:45.877157
Hampton,7/14/2020,Female,322,15,1,2020-07-14 20:15:45.877157
Henrico,7/14/2020,Female,1575,126,91,2020-07-14 20:15:45.877157
Prince William,7/14/2020,Not Reported,68,1,0,2020-07-14 20:15:45.877157
Chickahominy,7/14/2020,Male,331,56,20,2020-07-14 20:15:45.877157
Rappahannock Rapidan,7/14/2020,Not Reported,7,1,1,2020-07-14 20:15:45.877157
Peninsula,7/14/2020,Female,815,64,21,2020-07-14 20:15:45.877157
Lenowisco,7/14/2020,Not Reported,0,0,0,2020-07-14 20:15:45.877157
Crater,7/14/2020,Not Reported,15,1,0,2020-07-14 20:15:45.877157
Chickahominy,7/14/2020,Not Reported,4,0,0,2020-07-14 20:15:45.877157
Portsmouth,7/14/2020,Male,369,37,8,2020-07-14 20:15:45.877157
New River,7/14/2020,Female,145,8,1,2020-07-14 20:15:45.877157
Rappahannock,7/14/2020,Female,1420,117,19,2020-07-14 20:15:45.877157
Central Virginia,7/14/2020,Female,257,7,2,2020-07-14 20:15:45.877157
Roanoke,7/14/2020,Not Reported,12,0,0,2020-07-14 20:15:45.877157
West Piedmont,7/14/2020,Female,345,31,4,2020-07-14 20:15:45.877157
Mount Rogers,7/14/2020,Female,455,27,16,2020-07-14 20:15:45.877157
Piedmont,7/14/2020,Male,788,63,13,2020-07-14 20:15:45.877157
Chesterfield,7/14/2020,Female,1717,84,43,2020-07-14 20:15:45.877157
Fairfax,7/14/2020,Male,7147,985,261,2020-07-14 20:15:45.877157
Crater,7/14/2020,Male,971,82,20,2020-07-14 20:15:45.877157
Central Virginia,7/14/2020,Not Reported,0,0,0,2020-07-14 20:15:45.877157
Prince William,7/14/2020,Female,4892,380,78,2020-07-14 20:15:45.877157
Virginia Beach,7/14/2020,Female,1044,68,15,2020-07-14 20:15:45.877157
Norfolk,7/14/2020,Female,857,66,5,2020-07-14 20:15:45.877157
Three Rivers,7/14/2020,Female,247,34,9,2020-07-14 20:15:45.877157
Arlington,7/14/2020,Male,1355,233,69,2020-07-14 20:15:45.877157
Central Shenandoah,7/14/2020,Female,1236,92,25,2020-07-14 20:15:45.877157
Southside,7/14/2020,Female,277,29,18,2020-07-14 20:15:45.877157
Southside,7/15/2020,Not Reported,4,0,0,2020-07-15 20:17:32.634902
Chesapeake,7/15/2020,Female,822,87,11,2020-07-15 20:17:32.634902
Richmond,7/15/2020,Female,1201,111,10,2020-07-15 20:17:32.634902
Roanoke,7/15/2020,Male,280,8,3,2020-07-15 20:17:32.634902
Fairfax,7/15/2020,Not Reported,96,3,2,2020-07-15 20:17:32.634902
Thomas Jefferson,7/15/2020,Female,694,58,14,2020-07-15 20:17:32.634902
Chesapeake,7/15/2020,Not Reported,1,0,0,2020-07-15 20:17:32.634902
Cumberland Plateau,7/15/2020,Male,57,5,0,2020-07-15 20:17:32.634902
Eastern Shore,7/15/2020,Female,662,59,23,2020-07-15 20:17:32.634902
Lord Fairfax,7/15/2020,Not Reported,8,0,0,2020-07-15 20:17:32.634902
Rappahannock,7/15/2020,Not Reported,7,1,0,2020-07-15 20:17:32.634902
Central Shenandoah,7/15/2020,Not Reported,3,0,0,2020-07-15 20:17:32.634902
Peninsula,7/15/2020,Male,726,68,14,2020-07-15 20:17:32.634902
Norfolk,7/15/2020,Male,807,66,11,2020-07-15 20:17:32.634902
Alexandria,7/15/2020,Female,1283,118,30,2020-07-15 20:17:32.634902
Lenowisco,7/15/2020,Male,42,10,3,2020-07-15 20:17:32.634902
Pittsylvania-Danville,7/15/2020,Female,191,25,3,2020-07-15 20:17:32.634902
New River,7/15/2020,Not Reported,3,0,0,2020-07-15 20:17:32.634902
Chesterfield,7/15/2020,Not Reported,90,0,2,2020-07-15 20:17:32.634902
Loudoun,7/15/2020,Male,2233,172,39,2020-07-15 20:17:32.634902
Rappahannock Rapidan,7/15/2020,Female,800,51,10,2020-07-15 20:17:32.634902
Piedmont,7/15/2020,Female,346,47,5,2020-07-15 20:17:32.634902
Richmond,7/15/2020,Male,1230,132,24,2020-07-15 20:17:32.634902
Crater,7/15/2020,Female,765,88,29,2020-07-15 20:17:32.634902
Portsmouth,7/15/2020,Female,404,52,11,2020-07-15 20:17:32.634902
Arlington,7/15/2020,Not Reported,2,0,0,2020-07-15 20:17:32.634902
Mount Rogers,7/15/2020,Not Reported,2,0,0,2020-07-15 20:17:32.634902
Thomas Jefferson,7/15/2020,Not Reported,0,0,0,2020-07-15 20:17:32.634902
Three Rivers,7/15/2020,Not Reported,20,0,0,2020-07-15 20:17:32.634902
Hampton,7/15/2020,Male,249,27,3,2020-07-15 20:17:32.634902
Alleghany,7/15/2020,Male,310,22,5,2020-07-15 20:17:32.634902
Roanoke,7/15/2020,Female,320,7,7,2020-07-15 20:17:32.634902
Loudoun,7/15/2020,Not Reported,23,0,0,2020-07-15 20:17:32.634902
Fairfax,7/15/2020,Female,7504,765,253,2020-07-15 20:17:32.634902
Western Tidewater,7/15/2020,Male,538,59,35,2020-07-15 20:17:32.634902
Peninsula,7/15/2020,Not Reported,4,0,0,2020-07-15 20:17:32.634902
New River,7/15/2020,Male,168,15,5,2020-07-15 20:17:32.634902
Central Shenandoah,7/15/2020,Male,1092,92,21,2020-07-15 20:17:32.634902
Southside,7/15/2020,Male,216,28,13,2020-07-15 20:17:32.634902
Chesterfield,7/15/2020,Male,1758,92,41,2020-07-15 20:17:32.634902
Arlington,7/15/2020,Female,1314,189,65,2020-07-15 20:17:32.634902
Rappahannock,7/15/2020,Male,1280,133,27,2020-07-15 20:17:32.634902
Central Virginia,7/15/2020,Male,273,9,4,2020-07-15 20:17:32.634902
Alleghany,7/15/2020,Not Reported,7,0,0,2020-07-15 20:17:32.634902
Henrico,7/15/2020,Male,1346,146,83,2020-07-15 20:17:32.634902
Thomas Jefferson,7/15/2020,Male,604,51,15,2020-07-15 20:17:32.634902
Lord Fairfax,7/15/2020,Male,1059,103,36,2020-07-15 20:17:32.634902
Three Rivers,7/15/2020,Male,552,23,3,2020-07-15 20:17:32.634902
Richmond,7/15/2020,Not Reported,42,2,2,2020-07-15 20:17:32.634902
Pittsylvania-Danville,7/15/2020,Male,142,21,1,2020-07-15 20:17:32.634902
Portsmouth,7/15/2020,Not Reported,3,0,0,2020-07-15 20:17:32.634902
Norfolk,7/15/2020,Not Reported,1,0,0,2020-07-15 20:17:32.634902
Chesapeake,7/15/2020,Male,618,73,12,2020-07-15 20:17:32.634902
Chickahominy,7/15/2020,Female,403,58,20,2020-07-15 20:17:32.634902
Prince William,7/15/2020,Male,4911,486,105,2020-07-15 20:17:32.634902
Eastern Shore,7/15/2020,Not Reported,9,0,0,2020-07-15 20:17:32.634902
Eastern Shore,7/15/2020,Male,649,54,19,2020-07-15 20:17:32.634902
Rappahannock Rapidan,7/15/2020,Male,811,71,14,2020-07-15 20:17:32.634902
Henrico,7/15/2020,Not Reported,13,0,0,2020-07-15 20:17:32.634902
Cumberland Plateau,7/15/2020,Female,58,1,0,2020-07-15 20:17:32.634902
West Piedmont,7/15/2020,Male,302,30,4,2020-07-15 20:17:32.634902
Hampton,7/15/2020,Not Reported,4,0,0,2020-07-15 20:17:32.634902
Alexandria,7/15/2020,Not Reported,7,0,0,2020-07-15 20:17:32.634902
Western Tidewater,7/15/2020,Not Reported,1,0,0,2020-07-15 20:17:32.634902
Cumberland Plateau,7/15/2020,Not Reported,0,0,0,2020-07-15 20:17:32.634902
Virginia Beach,7/15/2020,Male,994,72,18,2020-07-15 20:17:32.634902
Alleghany,7/15/2020,Female,353,10,10,2020-07-15 20:17:32.634902
Lenowisco,7/15/2020,Female,53,9,1,2020-07-15 20:17:32.634902
Virginia Beach,7/15/2020,Not Reported,11,0,0,2020-07-15 20:17:32.634902
Western Tidewater,7/15/2020,Female,600,43,30,2020-07-15 20:17:32.634902
Mount Rogers,7/15/2020,Male,400,56,20,2020-07-15 20:17:32.634902
Lord Fairfax,7/15/2020,Female,1166,91,41,2020-07-15 20:17:32.634902
Piedmont,7/15/2020,Not Reported,4,0,0,2020-07-15 20:17:32.634902
Alexandria,7/15/2020,Male,1196,135,27,2020-07-15 20:17:32.634902
Pittsylvania-Danville,7/15/2020,Not Reported,2,0,0,2020-07-15 20:17:32.634902
West Piedmont,7/15/2020,Not Reported,7,0,0,2020-07-15 20:17:32.634902
Loudoun,7/15/2020,Female,2263,129,62,2020-07-15 20:17:32.634902
Hampton,7/15/2020,Female,339,15,1,2020-07-15 20:17:32.634902
Henrico,7/15/2020,Female,1588,127,92,2020-07-15 20:17:32.634902
Prince William,7/15/2020,Not Reported,69,1,0,2020-07-15 20:17:32.634902
Chickahominy,7/15/2020,Male,337,56,20,2020-07-15 20:17:32.634902
Rappahannock Rapidan,7/15/2020,Not Reported,7,1,1,2020-07-15 20:17:32.634902
Peninsula,7/15/2020,Female,848,66,21,2020-07-15 20:17:32.634902
Lenowisco,7/15/2020,Not Reported,0,0,0,2020-07-15 20:17:32.634902
Crater,7/15/2020,Not Reported,15,1,0,2020-07-15 20:17:32.634902
Chickahominy,7/15/2020,Not Reported,4,0,0,2020-07-15 20:17:32.634902
Portsmouth,7/15/2020,Male,387,37,8,2020-07-15 20:17:32.634902
New River,7/15/2020,Female,146,8,1,2020-07-15 20:17:32.634902
Rappahannock,7/15/2020,Female,1432,118,19,2020-07-15 20:17:32.634902
Central Virginia,7/15/2020,Female,262,7,2,2020-07-15 20:17:32.634902
Roanoke,7/15/2020,Not Reported,12,0,0,2020-07-15 20:17:32.634902
West Piedmont,7/15/2020,Female,362,34,4,2020-07-15 20:17:32.634902
Mount Rogers,7/15/2020,Female,463,27,16,2020-07-15 20:17:32.634902
Piedmont,7/15/2020,Male,796,63,13,2020-07-15 20:17:32.634902
Chesterfield,7/15/2020,Female,1739,85,43,2020-07-15 20:17:32.634902
Fairfax,7/15/2020,Male,7181,1001,261,2020-07-15 20:17:32.634902
Crater,7/15/2020,Male,988,86,21,2020-07-15 20:17:32.634902
Central Virginia,7/15/2020,Not Reported,0,0,0,2020-07-15 20:17:32.634902
Prince William,7/15/2020,Female,4927,382,80,2020-07-15 20:17:32.634902
Virginia Beach,7/15/2020,Female,1132,70,16,2020-07-15 20:17:32.634902
Norfolk,7/15/2020,Female,934,67,7,2020-07-15 20:17:32.634902
Three Rivers,7/15/2020,Female,252,35,8,2020-07-15 20:17:32.634902
Arlington,7/15/2020,Male,1361,233,69,2020-07-15 20:17:32.634902
Central Shenandoah,7/15/2020,Female,1248,92,25,2020-07-15 20:17:32.634902
Southside,7/15/2020,Female,279,30,18,2020-07-15 20:17:32.634902
Southside,7/16/2020,Not Reported,4,0,0,2020-07-16 20:22:32.477028
Chesapeake,7/16/2020,Female,861,87,12,2020-07-16 20:22:32.477028
Richmond,7/16/2020,Female,1220,114,10,2020-07-16 20:22:32.477028
Roanoke,7/16/2020,Male,283,8,3,2020-07-16 20:22:32.477028
Fairfax,7/16/2020,Not Reported,93,2,2,2020-07-16 20:22:32.477028
Thomas Jefferson,7/16/2020,Female,694,60,14,2020-07-16 20:22:32.477028
Chesapeake,7/16/2020,Not Reported,1,0,0,2020-07-16 20:22:32.477028
Cumberland Plateau,7/16/2020,Male,60,5,0,2020-07-16 20:22:32.477028
Eastern Shore,7/16/2020,Female,663,60,23,2020-07-16 20:22:32.477028
Lord Fairfax,7/16/2020,Not Reported,8,0,0,2020-07-16 20:22:32.477028
Rappahannock,7/16/2020,Not Reported,8,1,0,2020-07-16 20:22:32.477028
Central Shenandoah,7/16/2020,Not Reported,2,0,0,2020-07-16 20:22:32.477028
Peninsula,7/16/2020,Male,740,68,14,2020-07-16 20:22:32.477028
Norfolk,7/16/2020,Male,883,67,11,2020-07-16 20:22:32.477028
Alexandria,7/16/2020,Female,1295,118,30,2020-07-16 20:22:32.477028
Lenowisco,7/16/2020,Male,44,10,4,2020-07-16 20:22:32.477028
Pittsylvania-Danville,7/16/2020,Female,196,27,3,2020-07-16 20:22:32.477028
New River,7/16/2020,Not Reported,3,0,0,2020-07-16 20:22:32.477028
Chesterfield,7/16/2020,Not Reported,93,0,2,2020-07-16 20:22:32.477028
Loudoun,7/16/2020,Male,2254,175,39,2020-07-16 20:22:32.477028
Rappahannock Rapidan,7/16/2020,Female,807,51,10,2020-07-16 20:22:32.477028
Piedmont,7/16/2020,Female,347,47,5,2020-07-16 20:22:32.477028
Richmond,7/16/2020,Male,1236,133,24,2020-07-16 20:22:32.477028
Crater,7/16/2020,Female,774,94,29,2020-07-16 20:22:32.477028
Portsmouth,7/16/2020,Female,422,55,11,2020-07-16 20:22:32.477028
Arlington,7/16/2020,Not Reported,2,0,0,2020-07-16 20:22:32.477028
Mount Rogers,7/16/2020,Not Reported,2,0,0,2020-07-16 20:22:32.477028
Thomas Jefferson,7/16/2020,Not Reported,0,0,0,2020-07-16 20:22:32.477028
Three Rivers,7/16/2020,Not Reported,20,0,0,2020-07-16 20:22:32.477028
Hampton,7/16/2020,Male,259,27,3,2020-07-16 20:22:32.477028
Alleghany,7/16/2020,Male,318,24,5,2020-07-16 20:22:32.477028
Roanoke,7/16/2020,Female,322,7,7,2020-07-16 20:22:32.477028
Loudoun,7/16/2020,Not Reported,26,0,0,2020-07-16 20:22:32.477028
Fairfax,7/16/2020,Female,7524,767,256,2020-07-16 20:22:32.477028
Western Tidewater,7/16/2020,Male,548,60,38,2020-07-16 20:22:32.477028
Peninsula,7/16/2020,Not Reported,5,0,0,2020-07-16 20:22:32.477028
New River,7/16/2020,Male,170,16,5,2020-07-16 20:22:32.477028
Central Shenandoah,7/16/2020,Male,1100,93,21,2020-07-16 20:22:32.477028
Southside,7/16/2020,Male,221,28,13,2020-07-16 20:22:32.477028
Chesterfield,7/16/2020,Male,1766,97,41,2020-07-16 20:22:32.477028
Arlington,7/16/2020,Female,1321,190,65,2020-07-16 20:22:32.477028
Rappahannock,7/16/2020,Male,1294,134,27,2020-07-16 20:22:32.477028
Central Virginia,7/16/2020,Male,277,10,4,2020-07-16 20:22:32.477028
Alleghany,7/16/2020,Not Reported,7,0,0,2020-07-16 20:22:32.477028
Henrico,7/16/2020,Male,1353,149,83,2020-07-16 20:22:32.477028
Thomas Jefferson,7/16/2020,Male,604,53,15,2020-07-16 20:22:32.477028
Lord Fairfax,7/16/2020,Male,1065,106,36,2020-07-16 20:22:32.477028
Three Rivers,7/16/2020,Male,556,24,3,2020-07-16 20:22:32.477028
Richmond,7/16/2020,Not Reported,42,2,2,2020-07-16 20:22:32.477028
Pittsylvania-Danville,7/16/2020,Male,143,21,1,2020-07-16 20:22:32.477028
Portsmouth,7/16/2020,Not Reported,3,0,0,2020-07-16 20:22:32.477028
Norfolk,7/16/2020,Not Reported,1,0,0,2020-07-16 20:22:32.477028
Chesapeake,7/16/2020,Male,647,74,12,2020-07-16 20:22:32.477028
Chickahominy,7/16/2020,Female,410,58,20,2020-07-16 20:22:32.477028
Prince William,7/16/2020,Male,4926,489,105,2020-07-16 20:22:32.477028
Eastern Shore,7/16/2020,Not Reported,9,0,0,2020-07-16 20:22:32.477028
Eastern Shore,7/16/2020,Male,649,54,19,2020-07-16 20:22:32.477028
Rappahannock Rapidan,7/16/2020,Male,812,72,14,2020-07-16 20:22:32.477028
Henrico,7/16/2020,Not Reported,13,0,0,2020-07-16 20:22:32.477028
Cumberland Plateau,7/16/2020,Female,61,1,0,2020-07-16 20:22:32.477028
West Piedmont,7/16/2020,Male,311,35,4,2020-07-16 20:22:32.477028
