Report Date,Health District,Ethnicity,Number of Cases,Number of Hospitalizations,Number of Deaths,Scrape_Time
5/17/2020,Lord Fairfax,Not Hispanic or Latino,424,48,21,2020-05-17 19:56:32.395010
5/17/2020,Eastern Shore,Hispanic or Latino,138,5,3,2020-05-17 19:56:32.395010
5/17/2020,Mount Rogers,Not Reported,20,2,0,2020-05-17 19:56:32.395010
5/17/2020,Three Rivers,Not Hispanic or Latino,261,20,3,2020-05-17 19:56:32.395010
5/17/2020,Thomas Jefferson,Not Reported,38,0,0,2020-05-17 19:56:32.395010
5/17/2020,Three Rivers,Not Reported,136,10,3,2020-05-17 19:56:32.395010
5/17/2020,Arlington,Not Hispanic or Latino,409,117,52,2020-05-17 19:56:32.395010
5/17/2020,Alleghany,Not Hispanic or Latino,103,17,5,2020-05-17 19:56:32.395010
5/17/2020,Loudoun,Not Reported,538,7,7,2020-05-17 19:56:32.395010
5/17/2020,Fairfax,Hispanic or Latino,3642,465,29,2020-05-17 19:56:32.395010
5/17/2020,Peninsula,Not Reported,86,3,2,2020-05-17 19:56:32.395010
5/17/2020,Crater,Hispanic or Latino,18,1,0,2020-05-17 19:56:32.395010
5/17/2020,Piedmont,Not Hispanic or Latino,244,27,3,2020-05-17 19:56:32.395010
5/17/2020,Henrico,Hispanic or Latino,83,14,3,2020-05-17 19:56:32.395010
5/17/2020,Alexandria,Not Hispanic or Latino,476,83,26,2020-05-17 19:56:32.395010
5/17/2020,Central Virginia,Hispanic or Latino,15,2,1,2020-05-17 19:56:32.395010
5/17/2020,Alleghany,Not Reported,47,2,1,2020-05-17 19:56:32.395010
5/17/2020,Cumberland Plateau,Hispanic or Latino,0,0,0,2020-05-17 19:56:32.395010
5/17/2020,Western Tidewater,Hispanic or Latino,3,0,0,2020-05-17 19:56:32.395010
5/17/2020,Chesterfield,Not Hispanic or Latino,281,51,18,2020-05-17 19:56:32.395010
5/17/2020,Pittsylvania-Danville,Not Hispanic or Latino,47,17,2,2020-05-17 19:56:32.395010
5/17/2020,Mount Rogers,Hispanic or Latino,101,0,0,2020-05-17 19:56:32.395010
5/17/2020,Richmond,Not Reported,227,14,1,2020-05-17 19:56:32.395010
5/17/2020,Peninsula,Not Hispanic or Latino,366,100,28,2020-05-17 19:56:32.395010
5/17/2020,Chesapeake,Hispanic or Latino,18,5,1,2020-05-17 19:56:32.395010
5/17/2020,Southside,Hispanic or Latino,2,1,0,2020-05-17 19:56:32.395010
5/17/2020,Thomas Jefferson,Not Hispanic or Latino,310,64,13,2020-05-17 19:56:32.395010
5/17/2020,Norfolk,Not Hispanic or Latino,242,50,5,2020-05-17 19:56:32.395010
5/17/2020,Portsmouth,Not Reported,116,8,2,2020-05-17 19:56:32.395010
5/17/2020,Norfolk,Not Reported,71,1,0,2020-05-17 19:56:32.395010
5/17/2020,Three Rivers,Hispanic or Latino,28,0,0,2020-05-17 19:56:32.395010
5/17/2020,Eastern Shore,Not Reported,109,0,0,2020-05-17 19:56:32.395010
5/17/2020,Alleghany,Hispanic or Latino,11,4,0,2020-05-17 19:56:32.395010
5/17/2020,Henrico,Not Reported,503,26,23,2020-05-17 19:56:32.395010
5/17/2020,Henrico,Not Hispanic or Latino,666,131,87,2020-05-17 19:56:32.395010
5/17/2020,Loudoun,Not Hispanic or Latino,487,86,38,2020-05-17 19:56:32.395010
5/17/2020,Hampton,Not Reported,34,1,0,2020-05-17 19:56:32.395010
5/17/2020,Rappahannock Rapidan,Not Hispanic or Latino,143,20,7,2020-05-17 19:56:32.395010
5/17/2020,Alexandria,Not Reported,313,6,4,2020-05-17 19:56:32.395010
5/17/2020,Rappahannock,Not Hispanic or Latino,312,60,12,2020-05-17 19:56:32.395010
5/17/2020,Western Tidewater,Not Reported,223,2,1,2020-05-17 19:56:32.395010
5/17/2020,Cumberland Plateau,Not Reported,14,0,0,2020-05-17 19:56:32.395010
5/17/2020,Alexandria,Hispanic or Latino,687,70,4,2020-05-17 19:56:32.395010
5/17/2020,Virginia Beach,Not Hispanic or Latino,402,74,17,2020-05-17 19:56:32.395010
5/17/2020,Prince William,Hispanic or Latino,1611,246,17,2020-05-17 19:56:32.395010
5/17/2020,Virginia Beach,Not Reported,109,7,1,2020-05-17 19:56:32.395010
5/17/2020,Central Shenandoah,Hispanic or Latino,512,31,2,2020-05-17 19:56:32.395010
5/17/2020,Pittsylvania-Danville,Hispanic or Latino,5,1,0,2020-05-17 19:56:32.395010
5/17/2020,Mount Rogers,Not Hispanic or Latino,111,15,4,2020-05-17 19:56:32.395010
5/17/2020,Piedmont,Not Reported,300,11,2,2020-05-17 19:56:32.395010
5/17/2020,Southside,Not Hispanic or Latino,69,10,6,2020-05-17 19:56:32.395010
5/17/2020,Thomas Jefferson,Hispanic or Latino,32,1,0,2020-05-17 19:56:32.395010
5/17/2020,Pittsylvania-Danville,Not Reported,16,5,0,2020-05-17 19:56:32.395010
5/17/2020,Norfolk,Hispanic or Latino,37,5,0,2020-05-17 19:56:32.395010
5/17/2020,Portsmouth,Not Hispanic or Latino,103,29,8,2020-05-17 19:56:32.395010
5/17/2020,West Piedmont,Not Reported,17,4,0,2020-05-17 19:56:32.395010
5/17/2020,Richmond,Not Hispanic or Latino,307,72,16,2020-05-17 19:56:32.395010
5/17/2020,West Piedmont,Hispanic or Latino,5,0,0,2020-05-17 19:56:32.395010
5/17/2020,Prince William,Not Reported,2080,16,4,2020-05-17 19:56:32.395010
5/17/2020,Rappahannock Rapidan,Not Reported,220,8,1,2020-05-17 19:56:32.395010
5/17/2020,Chickahominy,Hispanic or Latino,14,2,0,2020-05-17 19:56:32.395010
5/17/2020,Lenowisco,Not Reported,19,4,2,2020-05-17 19:56:32.395010
5/17/2020,New River,Hispanic or Latino,3,0,0,2020-05-17 19:56:32.395010
5/17/2020,Crater,Not Reported,167,29,7,2020-05-17 19:56:32.395010
5/17/2020,Chickahominy,Not Reported,173,15,4,2020-05-17 19:56:32.395010
5/17/2020,Loudoun,Hispanic or Latino,421,46,3,2020-05-17 19:56:32.395010
5/17/2020,Rappahannock Rapidan,Hispanic or Latino,316,28,3,2020-05-17 19:56:32.395010
5/17/2020,Roanoke,Not Reported,32,0,1,2020-05-17 19:56:32.395010
5/17/2020,Rappahannock,Hispanic or Latino,306,43,1,2020-05-17 19:56:32.395010
5/17/2020,Lenowisco,Hispanic or Latino,0,0,0,2020-05-17 19:56:32.395010
5/17/2020,Virginia Beach,Hispanic or Latino,37,5,1,2020-05-17 19:56:32.395010
5/17/2020,Prince William,Not Hispanic or Latino,756,155,57,2020-05-17 19:56:32.395010
5/17/2020,Central Virginia,Not Reported,97,3,0,2020-05-17 19:56:32.395010
5/17/2020,Central Shenandoah,Not Hispanic or Latino,473,53,17,2020-05-17 19:56:32.395010
5/17/2020,Hampton,Hispanic or Latino,10,0,0,2020-05-17 19:56:32.395010
5/17/2020,Roanoke,Hispanic or Latino,18,0,0,2020-05-17 19:56:32.395010
5/18/2020,Southside,Not Reported,144,23,11,2020-05-18 20:20:09.175888
5/18/2020,Lord Fairfax,Hispanic or Latino,201,17,4,2020-05-18 20:20:09.175888
5/18/2020,Eastern Shore,Not Hispanic or Latino,640,39,15,2020-05-18 20:20:09.175888
5/18/2020,Portsmouth,Hispanic or Latino,6,2,0,2020-05-18 20:20:09.175888
5/18/2020,Fairfax,Not Reported,2042,98,89,2020-05-18 20:20:09.175888
5/18/2020,Richmond,Hispanic or Latino,227,25,1,2020-05-18 20:20:09.175888
5/18/2020,Chesapeake,Not Reported,96,6,0,2020-05-18 20:20:09.175888
5/18/2020,Arlington,Hispanic or Latino,456,125,8,2020-05-18 20:20:09.175888
5/18/2020,West Piedmont,Not Hispanic or Latino,57,9,3,2020-05-18 20:20:09.175888
5/18/2020,Fairfax,Not Hispanic or Latino,2160,541,173,2020-05-18 20:20:09.175888
5/18/2020,Piedmont,Hispanic or Latino,15,0,0,2020-05-18 20:20:09.175888
5/18/2020,Crater,Not Hispanic or Latino,208,47,7,2020-05-18 20:20:09.175888
5/18/2020,Chickahominy,Not Hispanic or Latino,168,57,22,2020-05-18 20:20:09.175888
5/18/2020,New River,Not Hispanic or Latino,55,12,1,2020-05-18 20:20:09.175888
5/18/2020,Lord Fairfax,Not Reported,270,12,8,2020-05-18 20:20:09.175888
5/18/2020,Rappahannock,Not Reported,353,20,1,2020-05-18 20:20:09.175888
5/18/2020,Central Shenandoah,Not Reported,207,4,5,2020-05-18 20:20:09.175888
5/18/2020,Central Virginia,Not Hispanic or Latino,62,11,2,2020-05-18 20:20:09.175888
5/18/2020,Lenowisco,Not Hispanic or Latino,23,11,2,2020-05-18 20:20:09.175888
5/18/2020,Cumberland Plateau,Not Hispanic or Latino,16,2,0,2020-05-18 20:20:09.175888
5/18/2020,Western Tidewater,Not Hispanic or Latino,323,55,27,2020-05-18 20:20:09.175888
5/18/2020,New River,Not Reported,30,0,0,2020-05-18 20:20:09.175888
5/18/2020,Chesterfield,Not Reported,670,17,18,2020-05-18 20:20:09.175888
5/18/2020,Chesterfield,Hispanic or Latino,150,4,0,2020-05-18 20:20:09.175888
5/18/2020,Hampton,Not Hispanic or Latino,120,29,3,2020-05-18 20:20:09.175888
5/18/2020,Chesapeake,Not Hispanic or Latino,273,67,9,2020-05-18 20:20:09.175888
5/18/2020,Peninsula,Hispanic or Latino,41,9,1,2020-05-18 20:20:09.175888
5/18/2020,Arlington,Not Reported,753,79,16,2020-05-18 20:20:09.175888
5/18/2020,Roanoke,Not Hispanic or Latino,70,7,7,2020-05-18 20:20:09.175888
5/18/2020,Lord Fairfax,Not Hispanic or Latino,427,51,22,2020-05-18 20:20:09.175888
5/18/2020,Eastern Shore,Hispanic or Latino,139,5,3,2020-05-18 20:20:09.175888
5/18/2020,Mount Rogers,Not Reported,22,2,0,2020-05-18 20:20:09.175888
5/18/2020,Three Rivers,Not Hispanic or Latino,262,20,3,2020-05-18 20:20:09.175888
5/18/2020,Thomas Jefferson,Not Reported,39,0,0,2020-05-18 20:20:09.175888
5/18/2020,Three Rivers,Not Reported,138,10,3,2020-05-18 20:20:09.175888
5/18/2020,Arlington,Not Hispanic or Latino,429,119,53,2020-05-18 20:20:09.175888
5/18/2020,Alleghany,Not Hispanic or Latino,103,17,5,2020-05-18 20:20:09.175888
5/18/2020,Loudoun,Not Reported,562,7,7,2020-05-18 20:20:09.175888
5/18/2020,Fairfax,Hispanic or Latino,3732,476,29,2020-05-18 20:20:09.175888
5/18/2020,Peninsula,Not Reported,99,3,2,2020-05-18 20:20:09.175888
5/18/2020,Crater,Hispanic or Latino,21,1,0,2020-05-18 20:20:09.175888
5/18/2020,Piedmont,Not Hispanic or Latino,252,27,3,2020-05-18 20:20:09.175888
5/18/2020,Henrico,Hispanic or Latino,83,14,3,2020-05-18 20:20:09.175888
5/18/2020,Alexandria,Not Hispanic or Latino,485,86,26,2020-05-18 20:20:09.175888
5/18/2020,Central Virginia,Hispanic or Latino,15,2,1,2020-05-18 20:20:09.175888
5/18/2020,Alleghany,Not Reported,49,2,1,2020-05-18 20:20:09.175888
5/18/2020,Cumberland Plateau,Hispanic or Latino,0,0,0,2020-05-18 20:20:09.175888
5/18/2020,Western Tidewater,Hispanic or Latino,3,0,0,2020-05-18 20:20:09.175888
5/18/2020,Chesterfield,Not Hispanic or Latino,282,51,18,2020-05-18 20:20:09.175888
5/18/2020,Pittsylvania-Danville,Not Hispanic or Latino,47,17,2,2020-05-18 20:20:09.175888
5/18/2020,Mount Rogers,Hispanic or Latino,102,0,0,2020-05-18 20:20:09.175888
5/18/2020,Richmond,Not Reported,241,16,1,2020-05-18 20:20:09.175888
5/18/2020,Peninsula,Not Hispanic or Latino,366,100,28,2020-05-18 20:20:09.175888
5/18/2020,Chesapeake,Hispanic or Latino,18,5,1,2020-05-18 20:20:09.175888
5/18/2020,Southside,Hispanic or Latino,2,1,0,2020-05-18 20:20:09.175888
5/18/2020,Thomas Jefferson,Not Hispanic or Latino,311,65,13,2020-05-18 20:20:09.175888
5/18/2020,Norfolk,Not Hispanic or Latino,243,50,5,2020-05-18 20:20:09.175888
5/18/2020,Portsmouth,Not Reported,119,8,2,2020-05-18 20:20:09.175888
5/18/2020,Norfolk,Not Reported,79,1,0,2020-05-18 20:20:09.175888
5/18/2020,Three Rivers,Hispanic or Latino,28,0,0,2020-05-18 20:20:09.175888
5/18/2020,Eastern Shore,Not Reported,109,0,0,2020-05-18 20:20:09.175888
5/18/2020,Alleghany,Hispanic or Latino,12,4,0,2020-05-18 20:20:09.175888
5/18/2020,Henrico,Not Reported,522,26,23,2020-05-18 20:20:09.175888
5/18/2020,Henrico,Not Hispanic or Latino,667,131,87,2020-05-18 20:20:09.175888
5/18/2020,Loudoun,Not Hispanic or Latino,493,86,38,2020-05-18 20:20:09.175888
5/18/2020,Hampton,Not Reported,33,1,0,2020-05-18 20:20:09.175888
5/18/2020,Rappahannock Rapidan,Not Hispanic or Latino,146,20,7,2020-05-18 20:20:09.175888
5/18/2020,Alexandria,Not Reported,323,6,4,2020-05-18 20:20:09.175888
5/18/2020,Rappahannock,Not Hispanic or Latino,322,61,12,2020-05-18 20:20:09.175888
5/18/2020,Western Tidewater,Not Reported,231,2,1,2020-05-18 20:20:09.175888
5/18/2020,Cumberland Plateau,Not Reported,14,0,0,2020-05-18 20:20:09.175888
5/18/2020,Alexandria,Hispanic or Latino,702,70,4,2020-05-18 20:20:09.175888
5/18/2020,Virginia Beach,Not Hispanic or Latino,404,74,17,2020-05-18 20:20:09.175888
5/18/2020,Prince William,Hispanic or Latino,1652,252,17,2020-05-18 20:20:09.175888
5/18/2020,Virginia Beach,Not Reported,112,7,1,2020-05-18 20:20:09.175888
5/18/2020,Central Shenandoah,Hispanic or Latino,513,31,2,2020-05-18 20:20:09.175888
5/18/2020,Pittsylvania-Danville,Hispanic or Latino,5,1,0,2020-05-18 20:20:09.175888
5/18/2020,Mount Rogers,Not Hispanic or Latino,111,15,4,2020-05-18 20:20:09.175888
5/18/2020,Piedmont,Not Reported,309,11,2,2020-05-18 20:20:09.175888
5/18/2020,Southside,Not Hispanic or Latino,70,10,6,2020-05-18 20:20:09.175888
5/18/2020,Thomas Jefferson,Hispanic or Latino,34,1,0,2020-05-18 20:20:09.175888
5/18/2020,Pittsylvania-Danville,Not Reported,16,5,0,2020-05-18 20:20:09.175888
5/18/2020,Norfolk,Hispanic or Latino,39,5,0,2020-05-18 20:20:09.175888
5/18/2020,Portsmouth,Not Hispanic or Latino,103,29,8,2020-05-18 20:20:09.175888
5/18/2020,West Piedmont,Not Reported,24,4,0,2020-05-18 20:20:09.175888
5/18/2020,Richmond,Not Hispanic or Latino,311,74,16,2020-05-18 20:20:09.175888
5/18/2020,West Piedmont,Hispanic or Latino,8,0,0,2020-05-18 20:20:09.175888
5/18/2020,Prince William,Not Reported,2155,16,4,2020-05-18 20:20:09.175888
5/18/2020,Rappahannock Rapidan,Not Reported,228,8,1,2020-05-18 20:20:09.175888
5/18/2020,Chickahominy,Hispanic or Latino,16,2,0,2020-05-18 20:20:09.175888
5/18/2020,Lenowisco,Not Reported,19,4,2,2020-05-18 20:20:09.175888
5/18/2020,New River,Hispanic or Latino,3,0,0,2020-05-18 20:20:09.175888
5/18/2020,Crater,Not Reported,176,29,7,2020-05-18 20:20:09.175888
5/18/2020,Chickahominy,Not Reported,178,15,4,2020-05-18 20:20:09.175888
5/18/2020,Loudoun,Hispanic or Latino,431,46,3,2020-05-18 20:20:09.175888
5/18/2020,Rappahannock Rapidan,Hispanic or Latino,333,28,3,2020-05-18 20:20:09.175888
5/18/2020,Roanoke,Not Reported,36,0,1,2020-05-18 20:20:09.175888
5/18/2020,Rappahannock,Hispanic or Latino,314,43,1,2020-05-18 20:20:09.175888
5/18/2020,Lenowisco,Hispanic or Latino,0,0,0,2020-05-18 20:20:09.175888
5/18/2020,Virginia Beach,Hispanic or Latino,41,5,1,2020-05-18 20:20:09.175888
5/18/2020,Prince William,Not Hispanic or Latino,778,159,57,2020-05-18 20:20:09.175888
5/18/2020,Central Virginia,Not Reported,101,3,0,2020-05-18 20:20:09.175888
5/18/2020,Central Shenandoah,Not Hispanic or Latino,480,54,17,2020-05-18 20:20:09.175888
5/18/2020,Hampton,Hispanic or Latino,10,0,0,2020-05-18 20:20:09.175888
5/18/2020,Roanoke,Hispanic or Latino,22,0,0,2020-05-18 20:20:09.175888
5/19/2020,Southside,Not Reported,148,23,12,2020-05-19 20:00:52.828849
5/19/2020,Lord Fairfax,Hispanic or Latino,214,20,4,2020-05-19 20:00:52.828849
5/19/2020,Eastern Shore,Not Hispanic or Latino,656,46,17,2020-05-19 20:00:52.828849
5/19/2020,Portsmouth,Hispanic or Latino,6,2,0,2020-05-19 20:00:52.828849
5/19/2020,Fairfax,Not Reported,2069,99,92,2020-05-19 20:00:52.828849
5/19/2020,Richmond,Hispanic or Latino,238,26,1,2020-05-19 20:00:52.828849
5/19/2020,Chesapeake,Not Reported,98,6,0,2020-05-19 20:00:52.828849
5/19/2020,Arlington,Hispanic or Latino,461,125,8,2020-05-19 20:00:52.828849
5/19/2020,West Piedmont,Not Hispanic or Latino,61,9,3,2020-05-19 20:00:52.828849
5/19/2020,Fairfax,Not Hispanic or Latino,2209,547,177,2020-05-19 20:00:52.828849
5/19/2020,Piedmont,Hispanic or Latino,15,0,0,2020-05-19 20:00:52.828849
5/19/2020,Crater,Not Hispanic or Latino,230,50,7,2020-05-19 20:00:52.828849
5/19/2020,Chickahominy,Not Hispanic or Latino,169,57,22,2020-05-19 20:00:52.828849
5/19/2020,New River,Not Hispanic or Latino,55,12,1,2020-05-19 20:00:52.828849
5/19/2020,Lord Fairfax,Not Reported,279,14,8,2020-05-19 20:00:52.828849
5/19/2020,Rappahannock,Not Reported,369,20,1,2020-05-19 20:00:52.828849
5/19/2020,Central Shenandoah,Not Reported,202,4,5,2020-05-19 20:00:52.828849
5/19/2020,Central Virginia,Not Hispanic or Latino,63,11,2,2020-05-19 20:00:52.828849
5/19/2020,Lenowisco,Not Hispanic or Latino,23,11,2,2020-05-19 20:00:52.828849
5/19/2020,Cumberland Plateau,Not Hispanic or Latino,18,2,0,2020-05-19 20:00:52.828849
5/19/2020,Western Tidewater,Not Hispanic or Latino,323,55,30,2020-05-19 20:00:52.828849
5/19/2020,New River,Not Reported,30,0,0,2020-05-19 20:00:52.828849
5/19/2020,Chesterfield,Not Reported,703,17,18,2020-05-19 20:00:52.828849
5/19/2020,Chesterfield,Hispanic or Latino,158,4,0,2020-05-19 20:00:52.828849
5/19/2020,Hampton,Not Hispanic or Latino,120,29,3,2020-05-19 20:00:52.828849
5/19/2020,Chesapeake,Not Hispanic or Latino,280,67,9,2020-05-19 20:00:52.828849
5/19/2020,Peninsula,Hispanic or Latino,41,9,1,2020-05-19 20:00:52.828849
5/19/2020,Arlington,Not Reported,785,84,17,2020-05-19 20:00:52.828849
5/19/2020,Roanoke,Not Hispanic or Latino,72,7,7,2020-05-19 20:00:52.828849
5/19/2020,Lord Fairfax,Not Hispanic or Latino,442,54,23,2020-05-19 20:00:52.828849
5/19/2020,Eastern Shore,Hispanic or Latino,142,5,3,2020-05-19 20:00:52.828849
5/19/2020,Mount Rogers,Not Reported,21,2,0,2020-05-19 20:00:52.828849
5/19/2020,Three Rivers,Not Hispanic or Latino,263,20,3,2020-05-19 20:00:52.828849
5/19/2020,Thomas Jefferson,Not Reported,39,0,0,2020-05-19 20:00:52.828849
5/19/2020,Three Rivers,Not Reported,146,10,3,2020-05-19 20:00:52.828849
5/19/2020,Arlington,Not Hispanic or Latino,442,122,54,2020-05-19 20:00:52.828849
5/19/2020,Alleghany,Not Hispanic or Latino,106,17,5,2020-05-19 20:00:52.828849
5/19/2020,Loudoun,Not Reported,580,7,7,2020-05-19 20:00:52.828849
5/19/2020,Fairfax,Hispanic or Latino,3833,482,30,2020-05-19 20:00:52.828849
5/19/2020,Peninsula,Not Reported,104,3,2,2020-05-19 20:00:52.828849
5/19/2020,Crater,Hispanic or Latino,23,1,0,2020-05-19 20:00:52.828849
5/19/2020,Piedmont,Not Hispanic or Latino,257,27,3,2020-05-19 20:00:52.828849
5/19/2020,Henrico,Hispanic or Latino,86,14,3,2020-05-19 20:00:52.828849
5/19/2020,Alexandria,Not Hispanic or Latino,494,89,26,2020-05-19 20:00:52.828849
5/19/2020,Central Virginia,Hispanic or Latino,15,2,1,2020-05-19 20:00:52.828849
5/19/2020,Alleghany,Not Reported,49,2,1,2020-05-19 20:00:52.828849
5/19/2020,Cumberland Plateau,Hispanic or Latino,0,0,0,2020-05-19 20:00:52.828849
5/19/2020,Western Tidewater,Hispanic or Latino,3,0,0,2020-05-19 20:00:52.828849
5/19/2020,Chesterfield,Not Hispanic or Latino,284,51,18,2020-05-19 20:00:52.828849
5/19/2020,Pittsylvania-Danville,Not Hispanic or Latino,49,17,2,2020-05-19 20:00:52.828849
5/19/2020,Mount Rogers,Hispanic or Latino,102,0,0,2020-05-19 20:00:52.828849
5/19/2020,Richmond,Not Reported,260,17,1,2020-05-19 20:00:52.828849
5/19/2020,Peninsula,Not Hispanic or Latino,366,100,28,2020-05-19 20:00:52.828849
5/19/2020,Chesapeake,Hispanic or Latino,18,5,1,2020-05-19 20:00:52.828849
5/19/2020,Southside,Hispanic or Latino,2,1,0,2020-05-19 20:00:52.828849
5/19/2020,Thomas Jefferson,Not Hispanic or Latino,313,65,13,2020-05-19 20:00:52.828849
5/19/2020,Norfolk,Not Hispanic or Latino,251,51,6,2020-05-19 20:00:52.828849
5/19/2020,Portsmouth,Not Reported,127,8,2,2020-05-19 20:00:52.828849
5/19/2020,Norfolk,Not Reported,70,1,0,2020-05-19 20:00:52.828849
5/19/2020,Three Rivers,Hispanic or Latino,28,0,0,2020-05-19 20:00:52.828849
5/19/2020,Eastern Shore,Not Reported,107,0,0,2020-05-19 20:00:52.828849
5/19/2020,Alleghany,Hispanic or Latino,12,4,0,2020-05-19 20:00:52.828849
5/19/2020,Henrico,Not Reported,539,26,23,2020-05-19 20:00:52.828849
5/19/2020,Henrico,Not Hispanic or Latino,674,131,88,2020-05-19 20:00:52.828849
5/19/2020,Loudoun,Not Hispanic or Latino,499,87,38,2020-05-19 20:00:52.828849
5/19/2020,Hampton,Not Reported,34,1,0,2020-05-19 20:00:52.828849
5/19/2020,Rappahannock Rapidan,Not Hispanic or Latino,152,20,7,2020-05-19 20:00:52.828849
5/19/2020,Alexandria,Not Reported,335,5,4,2020-05-19 20:00:52.828849
5/19/2020,Rappahannock,Not Hispanic or Latino,332,61,12,2020-05-19 20:00:52.828849
5/19/2020,Western Tidewater,Not Reported,231,2,1,2020-05-19 20:00:52.828849
5/19/2020,Cumberland Plateau,Not Reported,14,0,0,2020-05-19 20:00:52.828849
5/19/2020,Alexandria,Hispanic or Latino,715,74,4,2020-05-19 20:00:52.828849
5/19/2020,Virginia Beach,Not Hispanic or Latino,411,75,17,2020-05-19 20:00:52.828849
5/19/2020,Prince William,Hispanic or Latino,1774,266,18,2020-05-19 20:00:52.828849
5/19/2020,Virginia Beach,Not Reported,105,7,1,2020-05-19 20:00:52.828849
5/19/2020,Central Shenandoah,Hispanic or Latino,527,32,2,2020-05-19 20:00:52.828849
5/19/2020,Pittsylvania-Danville,Hispanic or Latino,5,1,0,2020-05-19 20:00:52.828849
5/19/2020,Mount Rogers,Not Hispanic or Latino,114,16,5,2020-05-19 20:00:52.828849
5/19/2020,Piedmont,Not Reported,314,12,2,2020-05-19 20:00:52.828849
5/19/2020,Southside,Not Hispanic or Latino,78,10,6,2020-05-19 20:00:52.828849
5/19/2020,Thomas Jefferson,Hispanic or Latino,35,1,0,2020-05-19 20:00:52.828849
5/19/2020,Pittsylvania-Danville,Not Reported,16,5,0,2020-05-19 20:00:52.828849
5/19/2020,Norfolk,Hispanic or Latino,49,5,0,2020-05-19 20:00:52.828849
5/19/2020,Portsmouth,Not Hispanic or Latino,104,29,8,2020-05-19 20:00:52.828849
5/19/2020,West Piedmont,Not Reported,26,4,0,2020-05-19 20:00:52.828849
5/19/2020,Richmond,Not Hispanic or Latino,313,75,17,2020-05-19 20:00:52.828849
5/19/2020,West Piedmont,Hispanic or Latino,14,0,0,2020-05-19 20:00:52.828849
5/19/2020,Prince William,Not Reported,2232,16,4,2020-05-19 20:00:52.828849
5/19/2020,Rappahannock Rapidan,Not Reported,272,11,1,2020-05-19 20:00:52.828849
5/19/2020,Chickahominy,Hispanic or Latino,16,2,0,2020-05-19 20:00:52.828849
5/19/2020,Lenowisco,Not Reported,19,4,2,2020-05-19 20:00:52.828849
5/19/2020,New River,Hispanic or Latino,3,0,0,2020-05-19 20:00:52.828849
5/19/2020,Crater,Not Reported,197,29,7,2020-05-19 20:00:52.828849
5/19/2020,Chickahominy,Not Reported,186,15,4,2020-05-19 20:00:52.828849
5/19/2020,Loudoun,Hispanic or Latino,448,46,3,2020-05-19 20:00:52.828849
