Health District Name,Report Date,Age Group,Number of Cases,Number of Hospitalizations,Number of Deaths,Scrape_Time
Loudoun,6/13/2020,70-79,127,36,12,2020-06-13 20:44:52.913687
Central Virginia,6/13/2020,40-49,40,0,0,2020-06-13 20:44:52.913687
New River,6/13/2020,Missing,0,0,0,2020-06-13 20:44:52.913687
Chickahominy,6/13/2020,20-29,67,0,0,2020-06-13 20:44:52.913687
New River,6/13/2020,0-9,3,0,0,2020-06-13 20:44:52.913687
Cumberland Plateau,6/13/2020,0-9,0,0,0,2020-06-13 20:44:52.913687
Three Rivers,6/13/2020,70-79,27,6,4,2020-06-13 20:44:52.913687
Rappahannock Rapidan,6/13/2020,40-49,272,16,2,2020-06-13 20:44:52.913687
Hampton,6/13/2020,0-9,8,0,0,2020-06-13 20:44:52.913687
Piedmont,6/13/2020,50-59,167,17,0,2020-06-13 20:44:52.913687
Rappahannock,6/13/2020,20-29,346,9,0,2020-06-13 20:44:52.913687
Chickahominy,6/13/2020,40-49,75,11,1,2020-06-13 20:44:52.913687
Three Rivers,6/13/2020,80+,27,5,3,2020-06-13 20:44:52.913687
Rappahannock,6/13/2020,30-39,424,20,0,2020-06-13 20:44:52.913687
Lord Fairfax,6/13/2020,60-69,197,41,10,2020-06-13 20:44:52.913687
Western Tidewater,6/13/2020,0-9,5,0,0,2020-06-13 20:44:52.913687
Rappahannock,6/13/2020,70-79,70,22,9,2020-06-13 20:44:52.913687
Prince William,6/13/2020,80+,194,69,56,2020-06-13 20:44:52.913687
Hampton,6/13/2020,80+,5,3,2,2020-06-13 20:44:52.913687
Alexandria,6/13/2020,80+,82,27,21,2020-06-13 20:44:52.913687
Mount Rogers,6/13/2020,60-69,61,5,0,2020-06-13 20:44:52.913687
Eastern Shore,6/13/2020,60-69,168,22,8,2020-06-13 20:44:52.913687
Lord Fairfax,6/13/2020,70-79,108,30,13,2020-06-13 20:44:52.913687
New River,6/13/2020,30-39,19,1,0,2020-06-13 20:44:52.913687
Chesapeake,6/13/2020,10-19,26,1,0,2020-06-13 20:44:52.913687
Hampton,6/13/2020,40-49,35,3,0,2020-06-13 20:44:52.913687
Peninsula,6/13/2020,Missing,6,0,0,2020-06-13 20:44:52.913687
Henrico,6/13/2020,70-79,194,43,33,2020-06-13 20:44:52.913687
Western Tidewater,6/13/2020,20-29,57,2,0,2020-06-13 20:44:52.913687
Peninsula,6/13/2020,0-9,27,0,0,2020-06-13 20:44:52.913687
Loudoun,6/13/2020,40-49,704,29,0,2020-06-13 20:44:52.913687
Pittsylvania-Danville,6/13/2020,30-39,14,0,0,2020-06-13 20:44:52.913687
Loudoun,6/13/2020,20-29,532,6,0,2020-06-13 20:44:52.913687
Crater,6/13/2020,60-69,175,32,10,2020-06-13 20:44:52.913687
Loudoun,6/13/2020,80+,177,43,54,2020-06-13 20:44:52.913687
Arlington,6/13/2020,80+,197,77,65,2020-06-13 20:44:52.913687
Virginia Beach,6/13/2020,10-19,35,0,0,2020-06-13 20:44:52.913687
Mount Rogers,6/13/2020,80+,64,23,12,2020-06-13 20:44:52.913687
Eastern Shore,6/13/2020,80+,47,18,17,2020-06-13 20:44:52.913687
Crater,6/13/2020,10-19,39,0,0,2020-06-13 20:44:52.913687
Lenowisco,6/13/2020,30-39,3,1,1,2020-06-13 20:44:52.913687
Norfolk,6/13/2020,Missing,6,1,0,2020-06-13 20:44:52.913687
Henrico,6/13/2020,Missing,32,1,1,2020-06-13 20:44:52.913687
New River,6/13/2020,40-49,21,1,0,2020-06-13 20:44:52.913687
Central Virginia,6/13/2020,0-9,5,0,0,2020-06-13 20:44:52.913687
New River,6/13/2020,70-79,12,8,3,2020-06-13 20:44:52.913687
Loudoun,6/13/2020,0-9,124,2,0,2020-06-13 20:44:52.913687
Central Virginia,6/13/2020,70-79,20,4,2,2020-06-13 20:44:52.913687
Southside,6/13/2020,0-9,1,0,0,2020-06-13 20:44:52.913687
Three Rivers,6/13/2020,40-49,123,11,2,2020-06-13 20:44:52.913687
Chickahominy,6/13/2020,30-39,71,0,0,2020-06-13 20:44:52.913687
Central Shenandoah,6/13/2020,60-69,222,38,8,2020-06-13 20:44:52.913687
Western Tidewater,6/13/2020,60-69,111,13,5,2020-06-13 20:44:52.913687
