age_group,health_district,number_of_cases,number_of_deaths,number_of_hospitalizations,report_date
40-49,Peninsula,792,2,22,2020-11-14 00:00:00
50-59,Peninsula,742,5,39,2020-11-14 00:00:00
60-69,Peninsula,477,11,49,2020-11-14 00:00:00
70-79,Peninsula,288,33,62,2020-11-14 00:00:00
80+,Peninsula,160,40,41,2020-11-14 00:00:00
Missing,Peninsula,62,0,0,2020-11-14 00:00:00
0-9,Piedmont,86,0,1,2020-11-14 00:00:00
10-19,Piedmont,206,0,3,2020-11-14 00:00:00
20-29,Piedmont,506,0,4,2020-11-14 00:00:00
30-39,Piedmont,460,0,7,2020-11-14 00:00:00
40-49,Piedmont,425,1,17,2020-11-14 00:00:00
50-59,Piedmont,427,4,34,2020-11-14 00:00:00
60-69,Piedmont,340,13,39,2020-11-14 00:00:00
70-79,Piedmont,187,18,46,2020-11-14 00:00:00
80+,Piedmont,138,25,36,2020-11-14 00:00:00
Missing,Piedmont,4,0,0,2020-11-14 00:00:00
0-9,Pittsylvania-Danville,86,0,0,2020-11-14 00:00:00
10-19,Pittsylvania-Danville,245,0,2,2020-11-14 00:00:00
20-29,Pittsylvania-Danville,441,0,4,2020-11-14 00:00:00
30-39,Pittsylvania-Danville,406,1,5,2020-11-14 00:00:00
40-49,Pittsylvania-Danville,437,3,21,2020-11-14 00:00:00
50-59,Pittsylvania-Danville,499,3,44,2020-11-14 00:00:00
60-69,Pittsylvania-Danville,381,12,53,2020-11-14 00:00:00
70-79,Pittsylvania-Danville,212,10,50,2020-11-14 00:00:00
80+,Pittsylvania-Danville,195,36,47,2020-11-14 00:00:00
Missing,Pittsylvania-Danville,2,0,0,2020-11-14 00:00:00
0-9,Portsmouth,89,0,6,2020-11-14 00:00:00
10-19,Portsmouth,227,0,6,2020-11-14 00:00:00
20-29,Portsmouth,617,0,21,2020-11-14 00:00:00
30-39,Portsmouth,529,1,34,2020-11-14 00:00:00
40-49,Portsmouth,445,2,38,2020-11-14 00:00:00
50-59,Portsmouth,413,8,67,2020-11-14 00:00:00
60-69,Portsmouth,358,18,73,2020-11-14 00:00:00
70-79,Portsmouth,172,20,62,2020-11-14 00:00:00
80+,Portsmouth,102,21,35,2020-11-14 00:00:00
Missing,Portsmouth,25,0,1,2020-11-14 00:00:00
0-9,Prince William,890,0,13,2020-11-14 00:00:00
10-19,Prince William,1797,0,15,2020-11-14 00:00:00
20-29,Prince William,3590,1,76,2020-11-14 00:00:00
30-39,Prince William,3416,4,139,2020-11-14 00:00:00
40-49,Prince William,3587,8,216,2020-11-14 00:00:00
50-59,Prince William,2677,25,269,2020-11-14 00:00:00
60-69,Prince William,1403,65,230,2020-11-14 00:00:00
70-79,Prince William,586,66,162,2020-11-14 00:00:00
80+,Prince William,358,94,112,2020-11-14 00:00:00
Missing,Prince William,225,2,4,2020-11-14 00:00:00
0-9,Rappahannock,307,0,2,2020-11-14 00:00:00
10-19,Rappahannock,764,0,6,2020-11-14 00:00:00
20-29,Rappahannock,1342,0,23,2020-11-14 00:00:00
30-39,Rappahannock,1161,0,35,2020-11-14 00:00:00
40-49,Rappahannock,1123,4,65,2020-11-14 00:00:00
50-59,Rappahannock,1041,8,85,2020-11-14 00:00:00
60-69,Rappahannock,529,12,78,2020-11-14 00:00:00
70-79,Rappahannock,291,24,69,2020-11-14 00:00:00
80+,Rappahannock,277,47,98,2020-11-14 00:00:00
Missing,Rappahannock,59,0,2,2020-11-14 00:00:00
0-9,Rappahannock Rapidan,153,0,2,2020-11-14 00:00:00
10-19,Rappahannock Rapidan,333,0,4,2020-11-14 00:00:00
20-29,Rappahannock Rapidan,636,0,6,2020-11-14 00:00:00
30-39,Rappahannock Rapidan,661,2,23,2020-11-14 00:00:00
40-49,Rappahannock Rapidan,623,3,30,2020-11-14 00:00:00
50-59,Rappahannock Rapidan,602,3,46,2020-11-14 00:00:00
60-69,Rappahannock Rapidan,353,6,40,2020-11-14 00:00:00
70-79,Rappahannock Rapidan,146,13,32,2020-11-14 00:00:00
80+,Rappahannock Rapidan,115,28,27,2020-11-14 00:00:00
Missing,Rappahannock Rapidan,20,2,0,2020-11-14 00:00:00
0-9,Richmond,218,0,8,2020-11-14 00:00:00
10-19,Richmond,548,0,6,2020-11-14 00:00:00
20-29,Richmond,1716,0,25,2020-11-14 00:00:00
30-39,Richmond,1184,2,59,2020-11-14 00:00:00
40-49,Richmond,757,5,50,2020-11-14 00:00:00
50-59,Richmond,618,5,86,2020-11-14 00:00:00
60-69,Richmond,475,11,106,2020-11-14 00:00:00
70-79,Richmond,237,28,82,2020-11-14 00:00:00
80+,Richmond,154,27,54,2020-11-14 00:00:00
Missing,Richmond,40,0,1,2020-11-14 00:00:00
0-9,Roanoke,117,0,0,2020-11-14 00:00:00
10-19,Roanoke,305,0,1,2020-11-14 00:00:00
20-29,Roanoke,725,0,8,2020-11-14 00:00:00
30-39,Roanoke,581,0,13,2020-11-14 00:00:00
40-49,Roanoke,457,1,14,2020-11-14 00:00:00
50-59,Roanoke,428,0,19,2020-11-14 00:00:00
60-69,Roanoke,293,1,20,2020-11-14 00:00:00
70-79,Roanoke,204,15,24,2020-11-14 00:00:00
80+,Roanoke,305,36,21,2020-11-14 00:00:00
Missing,Roanoke,6,0,0,2020-11-14 00:00:00
0-9,Southside,44,0,0,2020-11-14 00:00:00
10-19,Southside,105,1,2,2020-11-14 00:00:00
20-29,Southside,263,0,2,2020-11-14 00:00:00
30-39,Southside,343,2,6,2020-11-14 00:00:00
40-49,Southside,307,0,6,2020-11-14 00:00:00
50-59,Southside,328,3,17,2020-11-14 00:00:00
60-69,Southside,303,10,23,2020-11-14 00:00:00
70-79,Southside,206,18,23,2020-11-14 00:00:00
80+,Southside,193,17,17,2020-11-14 00:00:00
Missing,Southside,4,0,0,2020-11-14 00:00:00
0-9,Thomas Jefferson,176,0,1,2020-11-14 00:00:00
10-19,Thomas Jefferson,919,0,5,2020-11-14 00:00:00
20-29,Thomas Jefferson,1163,0,8,2020-11-14 00:00:00
30-39,Thomas Jefferson,643,0,17,2020-11-14 00:00:00
40-49,Thomas Jefferson,582,0,32,2020-11-14 00:00:00
50-59,Thomas Jefferson,459,5,40,2020-11-14 00:00:00
60-69,Thomas Jefferson,363,9,54,2020-11-14 00:00:00
70-79,Thomas Jefferson,234,19,50,2020-11-14 00:00:00
80+,Thomas Jefferson,242,47,52,2020-11-14 00:00:00
Missing,Thomas Jefferson,7,0,0,2020-11-14 00:00:00
0-9,Three Rivers,94,0,1,2020-11-14 00:00:00
10-19,Three Rivers,182,0,1,2020-11-14 00:00:00
20-29,Three Rivers,418,0,10,2020-11-14 00:00:00
30-39,Three Rivers,403,0,10,2020-11-14 00:00:00
40-49,Three Rivers,354,2,19,2020-11-14 00:00:00
50-59,Three Rivers,399,1,23,2020-11-14 00:00:00
60-69,Three Rivers,290,5,31,2020-11-14 00:00:00
70-79,Three Rivers,151,14,30,2020-11-14 00:00:00
80+,Three Rivers,120,19,22,2020-11-14 00:00:00
Missing,Three Rivers,26,0,1,2020-11-14 00:00:00
0-9,Virginia Beach,338,0,1,2020-11-14 00:00:00
10-19,Virginia Beach,754,0,2,2020-11-14 00:00:00
20-29,Virginia Beach,2269,1,20,2020-11-14 00:00:00
30-39,Virginia Beach,1717,1,37,2020-11-14 00:00:00
40-49,Virginia Beach,1241,3,49,2020-11-14 00:00:00
50-59,Virginia Beach,1115,10,77,2020-11-14 00:00:00
60-69,Virginia Beach,777,11,96,2020-11-14 00:00:00
70-79,Virginia Beach,383,30,101,2020-11-14 00:00:00
80+,Virginia Beach,302,56,93,2020-11-14 00:00:00
Missing,Virginia Beach,198,0,0,2020-11-14 00:00:00
0-9,Western Tidewater,152,0,1,2020-11-14 00:00:00
10-19,Western Tidewater,328,0,0,2020-11-14 00:00:00
20-29,Western Tidewater,655,0,6,2020-11-14 00:00:00
30-39,Western Tidewater,702,2,24,2020-11-14 00:00:00
40-49,Western Tidewater,706,5,16,2020-11-14 00:00:00
50-59,Western Tidewater,972,13,40,2020-11-14 00:00:00
60-69,Western Tidewater,687,26,59,2020-11-14 00:00:00
70-79,Western Tidewater,347,41,53,2020-11-14 00:00:00
80+,Western Tidewater,309,73,57,2020-11-14 00:00:00
Missing,Western Tidewater,29,0,0,2020-11-14 00:00:00
0-9,West Piedmont,95,0,2,2020-11-14 00:00:00
10-19,West Piedmont,340,0,4,2020-11-14 00:00:00
20-29,West Piedmont,546,0,7,2020-11-14 00:00:00
30-39,West Piedmont,500,2,15,2020-11-14 00:00:00
40-49,West Piedmont,555,5,30,2020-11-14 00:00:00
50-59,West Piedmont,625,5,64,2020-11-14 00:00:00
60-69,West Piedmont,497,10,61,2020-11-14 00:00:00
70-79,West Piedmont,344,28,77,2020-11-14 00:00:00
80+,West Piedmont,255,47,76,2020-11-14 00:00:00
Missing,West Piedmont,1,0,0,2020-11-14 00:00:00
0-9,Alexandria,329,0,3,2020-11-15 00:00:00
10-19,Alexandria,322,0,6,2020-11-15 00:00:00
20-29,Alexandria,916,1,9,2020-11-15 00:00:00
30-39,Alexandria,1059,1,36,2020-11-15 00:00:00
40-49,Alexandria,796,1,55,2020-11-15 00:00:00
50-59,Alexandria,573,14,69,2020-11-15 00:00:00
60-69,Alexandria,344,5,65,2020-11-15 00:00:00
70-79,Alexandria,153,21,55,2020-11-15 00:00:00
80+,Alexandria,131,33,38,2020-11-15 00:00:00
Missing,Alexandria,12,0,0,2020-11-15 00:00:00
0-9,Alleghany,96,0,0,2020-11-15 00:00:00
10-19,Alleghany,380,0,2,2020-11-15 00:00:00
20-29,Alleghany,655,0,2,2020-11-15 00:00:00
30-39,Alleghany,541,0,8,2020-11-15 00:00:00
40-49,Alleghany,558,0,12,2020-11-15 00:00:00
50-59,Alleghany,581,2,15,2020-11-15 00:00:00
60-69,Alleghany,403,4,31,2020-11-15 00:00:00
70-79,Alleghany,315,27,38,2020-11-15 00:00:00
80+,Alleghany,282,26,30,2020-11-15 00:00:00
Missing,Alleghany,9,0,0,2020-11-15 00:00:00
0-9,Arlington,162,0,2,2020-11-15 00:00:00
10-19,Arlington,351,0,7,2020-11-15 00:00:00
20-29,Arlington,1295,0,26,2020-11-15 00:00:00
30-39,Arlington,1030,0,57,2020-11-15 00:00:00
40-49,Arlington,828,9,74,2020-11-15 00:00:00
50-59,Arlington,655,9,93,2020-11-15 00:00:00
60-69,Arlington,453,23,111,2020-11-15 00:00:00
70-79,Arlington,246,39,90,2020-11-15 00:00:00
80+,Arlington,249,77,100,2020-11-15 00:00:00
Missing,Arlington,29,0,1,2020-11-15 00:00:00
0-9,Central Shenandoah,194,0,0,2020-11-15 00:00:00
10-19,Central Shenandoah,1478,0,2,2020-11-15 00:00:00
20-29,Central Shenandoah,2155,0,15,2020-11-15 00:00:00
30-39,Central Shenandoah,818,2,12,2020-11-15 00:00:00
40-49,Central Shenandoah,858,0,30,2020-11-15 00:00:00
50-59,Central Shenandoah,853,7,54,2020-11-15 00:00:00
60-69,Central Shenandoah,665,17,69,2020-11-15 00:00:00
70-79,Central Shenandoah,361,26,79,2020-11-15 00:00:00
80+,Central Shenandoah,314,42,65,2020-11-15 00:00:00
Missing,Central Shenandoah,20,0,0,2020-11-15 00:00:00
0-9,Central Virginia,164,0,0,2020-11-15 00:00:00
10-19,Central Virginia,752,0,3,2020-11-15 00:00:00
20-29,Central Virginia,1353,0,9,2020-11-15 00:00:00
30-39,Central Virginia,726,0,18,2020-11-15 00:00:00
40-49,Central Virginia,727,1,12,2020-11-15 00:00:00
50-59,Central Virginia,812,5,27,2020-11-15 00:00:00
60-69,Central Virginia,578,9,46,2020-11-15 00:00:00
70-79,Central Virginia,390,14,56,2020-11-15 00:00:00
80+,Central Virginia,234,38,48,2020-11-15 00:00:00
Missing,Central Virginia,6,0,0,2020-11-15 00:00:00
0-9,Chesapeake,207,0,3,2020-11-15 00:00:00
10-19,Chesapeake,475,0,4,2020-11-15 00:00:00
20-29,Chesapeake,1008,0,12,2020-11-15 00:00:00
30-39,Chesapeake,1025,0,29,2020-11-15 00:00:00
40-49,Chesapeake,845,1,59,2020-11-15 00:00:00
50-59,Chesapeake,796,8,95,2020-11-15 00:00:00
60-69,Chesapeake,600,18,118,2020-11-15 00:00:00
70-79,Chesapeake,293,16,99,2020-11-15 00:00:00
80+,Chesapeake,217,37,83,2020-11-15 00:00:00
Missing,Chesapeake,40,0,1,2020-11-15 00:00:00
0-9,Chesterfield,363,0,6,2020-11-15 00:00:00
10-19,Chesterfield,888,0,2,2020-11-15 00:00:00
20-29,Chesterfield,1596,0,21,2020-11-15 00:00:00
30-39,Chesterfield,1625,2,50,2020-11-15 00:00:00
40-49,Chesterfield,1430,5,64,2020-11-15 00:00:00
50-59,Chesterfield,1210,8,107,2020-11-15 00:00:00
60-69,Chesterfield,779,29,109,2020-11-15 00:00:00
70-79,Chesterfield,381,44,84,2020-11-15 00:00:00
80+,Chesterfield,299,65,62,2020-11-15 00:00:00
Missing,Chesterfield,185,0,2,2020-11-15 00:00:00
0-9,Chickahominy,78,0,1,2020-11-15 00:00:00
10-19,Chickahominy,318,0,0,2020-11-15 00:00:00
20-29,Chickahominy,452,0,4,2020-11-15 00:00:00
30-39,Chickahominy,393,0,8,2020-11-15 00:00:00
40-49,Chickahominy,372,1,19,2020-11-15 00:00:00
50-59,Chickahominy,481,1,38,2020-11-15 00:00:00
60-69,Chickahominy,305,11,46,2020-11-15 00:00:00
70-79,Chickahominy,206,12,41,2020-11-15 00:00:00
80+,Chickahominy,150,38,59,2020-11-15 00:00:00
Missing,Chickahominy,29,1,0,2020-11-15 00:00:00
0-9,Crater,139,0,2,2020-11-15 00:00:00
10-19,Crater,357,0,2,2020-11-15 00:00:00
20-29,Crater,922,0,10,2020-11-15 00:00:00
30-39,Crater,1037,1,15,2020-11-15 00:00:00
40-49,Crater,842,1,30,2020-11-15 00:00:00
50-59,Crater,936,10,66,2020-11-15 00:00:00
60-69,Crater,635,26,86,2020-11-15 00:00:00
70-79,Crater,350,34,65,2020-11-15 00:00:00
80+,Crater,227,46,48,2020-11-15 00:00:00
Missing,Crater,45,0,0,2020-11-15 00:00:00
0-9,Cumberland Plateau,72,0,1,2020-11-15 00:00:00
10-19,Cumberland Plateau,249,0,2,2020-11-15 00:00:00
20-29,Cumberland Plateau,289,0,0,2020-11-15 00:00:00
30-39,Cumberland Plateau,244,0,2,2020-11-15 00:00:00
40-49,Cumberland Plateau,283,1,10,2020-11-15 00:00:00
50-59,Cumberland Plateau,306,2,27,2020-11-15 00:00:00
60-69,Cumberland Plateau,259,4,28,2020-11-15 00:00:00
70-79,Cumberland Plateau,173,4,24,2020-11-15 00:00:00
80+,Cumberland Plateau,73,6,23,2020-11-15 00:00:00
Missing,Cumberland Plateau,1,0,0,2020-11-15 00:00:00
0-9,Eastern Shore,33,0,2,2020-11-15 00:00:00
10-19,Eastern Shore,87,0,1,2020-11-15 00:00:00
20-29,Eastern Shore,225,0,6,2020-11-15 00:00:00
30-39,Eastern Shore,285,0,11,2020-11-15 00:00:00
40-49,Eastern Shore,285,2,13,2020-11-15 00:00:00
50-59,Eastern Shore,315,8,30,2020-11-15 00:00:00
60-69,Eastern Shore,214,8,34,2020-11-15 00:00:00
70-79,Eastern Shore,76,13,27,2020-11-15 00:00:00
80+,Eastern Shore,59,21,27,2020-11-15 00:00:00
Missing,Eastern Shore,6,0,0,2020-11-15 00:00:00
0-9,Fairfax,1244,0,33,2020-11-15 00:00:00
10-19,Fairfax,2337,0,34,2020-11-15 00:00:00
20-29,Fairfax,4880,3,123,2020-11-15 00:00:00
30-39,Fairfax,5013,10,250,2020-11-15 00:00:00
40-49,Fairfax,4535,16,369,2020-11-15 00:00:00
50-59,Fairfax,3970,47,443,2020-11-15 00:00:00
60-69,Fairfax,2437,88,449,2020-11-15 00:00:00
70-79,Fairfax,1028,130,332,2020-11-15 00:00:00
80+,Fairfax,1061,331,393,2020-11-15 00:00:00
Missing,Fairfax,190,0,7,2020-11-15 00:00:00
0-9,Hampton,68,0,0,2020-11-15 00:00:00
10-19,Hampton,162,0,0,2020-11-15 00:00:00
20-29,Hampton,598,1,4,2020-11-15 00:00:00
30-39,Hampton,420,0,4,2020-11-15 00:00:00
40-49,Hampton,325,1,19,2020-11-15 00:00:00
50-59,Hampton,325,5,20,2020-11-15 00:00:00
60-69,Hampton,233,15,24,2020-11-15 00:00:00
70-79,Hampton,132,6,22,2020-11-15 00:00:00
80+,Hampton,77,6,13,2020-11-15 00:00:00
Missing,Hampton,36,0,0,2020-11-15 00:00:00
0-9,Henrico,282,0,6,2020-11-15 00:00:00
10-19,Henrico,656,0,7,2020-11-15 00:00:00
20-29,Henrico,1293,1,22,2020-11-15 00:00:00
30-39,Henrico,1250,0,31,2020-11-15 00:00:00
40-49,Henrico,1052,4,58,2020-11-15 00:00:00
50-59,Henrico,969,15,89,2020-11-15 00:00:00
60-69,Henrico,649,42,95,2020-11-15 00:00:00
70-79,Henrico,433,58,99,2020-11-15 00:00:00
80+,Henrico,552,122,132,2020-11-15 00:00:00
Missing,Henrico,64,1,2,2020-11-15 00:00:00
0-9,Lenowisco,95,0,0,2020-11-15 00:00:00
10-19,Lenowisco,199,0,1,2020-11-15 00:00:00
20-29,Lenowisco,286,0,0,2020-11-15 00:00:00
30-39,Lenowisco,351,1,6,2020-11-15 00:00:00
40-49,Lenowisco,362,1,13,2020-11-15 00:00:00
50-59,Lenowisco,339,2,21,2020-11-15 00:00:00
60-69,Lenowisco,325,5,27,2020-11-15 00:00:00
70-79,Lenowisco,266,13,37,2020-11-15 00:00:00
80+,Lenowisco,207,14,33,2020-11-15 00:00:00
Missing,Lenowisco,3,0,0,2020-11-15 00:00:00
0-9,Lord Fairfax,176,0,4,2020-11-15 00:00:00
10-19,Lord Fairfax,462,0,6,2020-11-15 00:00:00
20-29,Lord Fairfax,805,0,9,2020-11-15 00:00:00
30-39,Lord Fairfax,770,1,23,2020-11-15 00:00:00
40-49,Lord Fairfax,691,2,38,2020-11-15 00:00:00
50-59,Lord Fairfax,753,6,68,2020-11-15 00:00:00
60-69,Lord Fairfax,493,21,81,2020-11-15 00:00:00
70-79,Lord Fairfax,309,32,85,2020-11-15 00:00:00
80+,Lord Fairfax,329,77,75,2020-11-15 00:00:00
Missing,Lord Fairfax,4,0,0,2020-11-15 00:00:00
0-9,Loudoun,389,0,5,2020-11-15 00:00:00
10-19,Loudoun,1204,0,4,2020-11-15 00:00:00
20-29,Loudoun,1554,0,21,2020-11-15 00:00:00
30-39,Loudoun,1486,0,49,2020-11-15 00:00:00
40-49,Loudoun,1650,1,92,2020-11-15 00:00:00
50-59,Loudoun,1324,4,99,2020-11-15 00:00:00
60-69,Loudoun,572,14,103,2020-11-15 00:00:00
70-79,Loudoun,282,22,71,2020-11-15 00:00:00
80+,Loudoun,275,93,72,2020-11-15 00:00:00
Missing,Loudoun,74,1,0,2020-11-15 00:00:00
0-9,Mount Rogers,160,0,3,2020-11-15 00:00:00
10-19,Mount Rogers,440,0,2,2020-11-15 00:00:00
20-29,Mount Rogers,708,0,2,2020-11-15 00:00:00
30-39,Mount Rogers,571,0,17,2020-11-15 00:00:00
40-49,Mount Rogers,673,2,16,2020-11-15 00:00:00
50-59,Mount Rogers,780,6,50,2020-11-15 00:00:00
60-69,Mount Rogers,642,13,61,2020-11-15 00:00:00
70-79,Mount Rogers,526,46,112,2020-11-15 00:00:00
80+,Mount Rogers,450,86,108,2020-11-15 00:00:00
Missing,Mount Rogers,1,0,0,2020-11-15 00:00:00
0-9,New River,63,0,2,2020-11-15 00:00:00
10-19,New River,1479,0,0,2020-11-15 00:00:00
20-29,New River,2221,0,4,2020-11-15 00:00:00
30-39,New River,316,0,5,2020-11-15 00:00:00
40-49,New River,321,0,9,2020-11-15 00:00:00
50-59,New River,320,1,12,2020-11-15 00:00:00
60-69,New River,236,4,28,2020-11-15 00:00:00
70-79,New River,175,12,30,2020-11-15 00:00:00
80+,New River,161,15,22,2020-11-15 00:00:00
Missing,New River,21,0,0,2020-11-15 00:00:00
0-9,Norfolk,207,0,4,2020-11-15 00:00:00
10-19,Norfolk,466,0,4,2020-11-15 00:00:00
20-29,Norfolk,1956,1,20,2020-11-15 00:00:00
30-39,Norfolk,1036,2,44,2020-11-15 00:00:00
40-49,Norfolk,653,2,44,2020-11-15 00:00:00
50-59,Norfolk,637,8,77,2020-11-15 00:00:00
60-69,Norfolk,513,23,103,2020-11-15 00:00:00
70-79,Norfolk,235,23,86,2020-11-15 00:00:00
80+,Norfolk,120,28,42,2020-11-15 00:00:00
Missing,Norfolk,49,0,1,2020-11-15 00:00:00
0-9,Peninsula,211,0,1,2020-11-15 00:00:00
10-19,Peninsula,447,0,1,2020-11-15 00:00:00
20-29,Peninsula,1439,0,4,2020-11-15 00:00:00
30-39,Peninsula,1034,3,20,2020-11-15 00:00:00
40-49,Peninsula,792,2,22,2020-11-15 00:00:00
50-59,Peninsula,742,5,39,2020-11-15 00:00:00
60-69,Peninsula,478,11,49,2020-11-15 00:00:00
70-79,Peninsula,290,33,62,2020-11-15 00:00:00
80+,Peninsula,161,40,41,2020-11-15 00:00:00
Missing,Peninsula,64,0,1,2020-11-15 00:00:00
0-9,Piedmont,87,0,1,2020-11-15 00:00:00
10-19,Piedmont,207,0,3,2020-11-15 00:00:00
20-29,Piedmont,508,0,4,2020-11-15 00:00:00
30-39,Piedmont,461,0,7,2020-11-15 00:00:00
40-49,Piedmont,428,1,17,2020-11-15 00:00:00
50-59,Piedmont,427,4,34,2020-11-15 00:00:00
60-69,Piedmont,340,13,39,2020-11-15 00:00:00
70-79,Piedmont,187,18,46,2020-11-15 00:00:00
80+,Piedmont,138,25,36,2020-11-15 00:00:00
Missing,Piedmont,4,0,0,2020-11-15 00:00:00
0-9,Pittsylvania-Danville,86,0,0,2020-11-15 00:00:00
10-19,Pittsylvania-Danville,247,0,2,2020-11-15 00:00:00
20-29,Pittsylvania-Danville,443,0,4,2020-11-15 00:00:00
30-39,Pittsylvania-Danville,406,1,5,2020-11-15 00:00:00
40-49,Pittsylvania-Danville,437,3,21,2020-11-15 00:00:00
50-59,Pittsylvania-Danville,500,3,44,2020-11-15 00:00:00
60-69,Pittsylvania-Danville,382,12,53,2020-11-15 00:00:00
70-79,Pittsylvania-Danville,212,10,50,2020-11-15 00:00:00
80+,Pittsylvania-Danville,195,36,47,2020-11-15 00:00:00
Missing,Pittsylvania-Danville,2,0,0,2020-11-15 00:00:00
0-9,Portsmouth,90,0,6,2020-11-15 00:00:00
10-19,Portsmouth,227,0,6,2020-11-15 00:00:00
20-29,Portsmouth,622,0,21,2020-11-15 00:00:00
30-39,Portsmouth,531,1,34,2020-11-15 00:00:00
40-49,Portsmouth,447,2,38,2020-11-15 00:00:00
50-59,Portsmouth,413,8,67,2020-11-15 00:00:00
60-69,Portsmouth,360,18,73,2020-11-15 00:00:00
70-79,Portsmouth,173,20,62,2020-11-15 00:00:00
80+,Portsmouth,104,21,35,2020-11-15 00:00:00
Missing,Portsmouth,30,0,1,2020-11-15 00:00:00
0-9,Prince William,896,0,13,2020-11-15 00:00:00
10-19,Prince William,1804,0,15,2020-11-15 00:00:00
20-29,Prince William,3601,1,76,2020-11-15 00:00:00
30-39,Prince William,3426,4,139,2020-11-15 00:00:00
40-49,Prince William,3597,8,216,2020-11-15 00:00:00
50-59,Prince William,2691,25,269,2020-11-15 00:00:00
60-69,Prince William,1406,65,230,2020-11-15 00:00:00
70-79,Prince William,588,66,162,2020-11-15 00:00:00
80+,Prince William,358,94,112,2020-11-15 00:00:00
Missing,Prince William,227,2,4,2020-11-15 00:00:00
0-9,Rappahannock,308,0,2,2020-11-15 00:00:00
10-19,Rappahannock,769,0,6,2020-11-15 00:00:00
20-29,Rappahannock,1351,0,23,2020-11-15 00:00:00
30-39,Rappahannock,1164,0,35,2020-11-15 00:00:00
40-49,Rappahannock,1128,4,65,2020-11-15 00:00:00
50-59,Rappahannock,1047,8,85,2020-11-15 00:00:00
60-69,Rappahannock,530,12,78,2020-11-15 00:00:00
70-79,Rappahannock,292,24,69,2020-11-15 00:00:00
80+,Rappahannock,277,47,98,2020-11-15 00:00:00
Missing,Rappahannock,59,0,2,2020-11-15 00:00:00
0-9,Rappahannock Rapidan,157,0,2,2020-11-15 00:00:00
10-19,Rappahannock Rapidan,338,0,4,2020-11-15 00:00:00
20-29,Rappahannock Rapidan,649,0,6,2020-11-15 00:00:00
30-39,Rappahannock Rapidan,674,2,23,2020-11-15 00:00:00
40-49,Rappahannock Rapidan,631,3,30,2020-11-15 00:00:00
50-59,Rappahannock Rapidan,609,3,46,2020-11-15 00:00:00
60-69,Rappahannock Rapidan,354,6,40,2020-11-15 00:00:00
70-79,Rappahannock Rapidan,147,13,32,2020-11-15 00:00:00
80+,Rappahannock Rapidan,116,28,27,2020-11-15 00:00:00
Missing,Rappahannock Rapidan,20,2,0,2020-11-15 00:00:00
0-9,Richmond,218,0,8,2020-11-15 00:00:00
10-19,Richmond,549,0,6,2020-11-15 00:00:00
20-29,Richmond,1720,0,25,2020-11-15 00:00:00
30-39,Richmond,1187,2,59,2020-11-15 00:00:00
40-49,Richmond,761,5,50,2020-11-15 00:00:00
50-59,Richmond,621,5,86,2020-11-15 00:00:00
60-69,Richmond,476,11,106,2020-11-15 00:00:00
70-79,Richmond,237,28,82,2020-11-15 00:00:00
80+,Richmond,154,27,54,2020-11-15 00:00:00
Missing,Richmond,40,0,1,2020-11-15 00:00:00
0-9,Roanoke,117,0,0,2020-11-15 00:00:00
10-19,Roanoke,305,0,1,2020-11-15 00:00:00
20-29,Roanoke,732,0,8,2020-11-15 00:00:00
30-39,Roanoke,585,0,13,2020-11-15 00:00:00
40-49,Roanoke,459,1,14,2020-11-15 00:00:00
50-59,Roanoke,428,0,19,2020-11-15 00:00:00
60-69,Roanoke,294,1,20,2020-11-15 00:00:00
70-79,Roanoke,205,15,24,2020-11-15 00:00:00
80+,Roanoke,310,36,21,2020-11-15 00:00:00
Missing,Roanoke,6,0,0,2020-11-15 00:00:00
0-9,Southside,45,0,0,2020-11-15 00:00:00
10-19,Southside,106,1,2,2020-11-15 00:00:00
20-29,Southside,265,0,2,2020-11-15 00:00:00
30-39,Southside,345,2,6,2020-11-15 00:00:00
40-49,Southside,307,0,6,2020-11-15 00:00:00
50-59,Southside,330,3,17,2020-11-15 00:00:00
60-69,Southside,303,10,23,2020-11-15 00:00:00
70-79,Southside,207,18,23,2020-11-15 00:00:00
80+,Southside,193,17,17,2020-11-15 00:00:00
Missing,Southside,4,0,0,2020-11-15 00:00:00
0-9,Thomas Jefferson,177,0,1,2020-11-15 00:00:00
10-19,Thomas Jefferson,920,0,5,2020-11-15 00:00:00
20-29,Thomas Jefferson,1171,0,8,2020-11-15 00:00:00
30-39,Thomas Jefferson,648,0,17,2020-11-15 00:00:00
40-49,Thomas Jefferson,589,0,32,2020-11-15 00:00:00
50-59,Thomas Jefferson,461,5,40,2020-11-15 00:00:00
60-69,Thomas Jefferson,366,9,54,2020-11-15 00:00:00
70-79,Thomas Jefferson,238,19,50,2020-11-15 00:00:00
80+,Thomas Jefferson,242,47,52,2020-11-15 00:00:00
Missing,Thomas Jefferson,7,0,0,2020-11-15 00:00:00
0-9,Three Rivers,94,0,1,2020-11-15 00:00:00
10-19,Three Rivers,183,0,1,2020-11-15 00:00:00
20-29,Three Rivers,418,0,10,2020-11-15 00:00:00
30-39,Three Rivers,407,0,10,2020-11-15 00:00:00
40-49,Three Rivers,357,2,19,2020-11-15 00:00:00
50-59,Three Rivers,403,1,23,2020-11-15 00:00:00
60-69,Three Rivers,291,5,31,2020-11-15 00:00:00
70-79,Three Rivers,152,14,30,2020-11-15 00:00:00
