Report Date,Health District,Number of Cases,Number of Hospitalizations,Number of Deaths,Scrape_Time
4/28/2020,Pittsylvania-Danville,44,18,2,2020-04-28 20:39:40.942298
4/28/2020,Peninsula,336,98,21,2020-04-28 20:39:40.942298
4/28/2020,Eastern Shore,258,21,4,2020-04-28 20:39:40.942298
4/28/2020,Lenowisco,40,13,2,2020-04-28 20:39:40.942298
4/28/2020,Cumberland Plateau,24,1,0,2020-04-28 20:39:40.942298
4/28/2020,Piedmont,144,18,3,2020-04-28 20:39:40.942298
4/28/2020,Southside,130,23,9,2020-04-28 20:39:40.942298
4/28/2020,Alexandria,653,82,20,2020-04-28 20:39:40.942298
4/28/2020,Henrico,835,120,95,2020-04-28 20:39:40.942298
4/28/2020,Hampton,108,28,1,2020-04-28 20:39:40.942298
4/28/2020,Alleghany,88,15,3,2020-04-28 20:39:40.942298
4/28/2020,Richmond,312,60,14,2020-04-28 20:39:40.942298
4/28/2020,Chesapeake,220,50,6,2020-04-28 20:39:40.942298
4/28/2020,Crater,190,51,12,2020-04-28 20:39:40.942298
4/28/2020,Roanoke,35,5,0,2020-04-28 20:39:40.942298
4/28/2020,Portsmouth,149,32,5,2020-04-28 20:39:40.942298
4/28/2020,Central Shenandoah,698,42,11,2020-04-28 20:39:40.942298
4/28/2020,New River,71,8,1,2020-04-28 20:39:40.942298
4/28/2020,Loudoun,688,84,12,2020-04-28 20:39:40.942298
4/28/2020,Central Virginia,113,7,1,2020-04-28 20:39:40.942298
4/28/2020,Chickahominy,217,46,14,2020-04-28 20:39:40.942298
4/28/2020,Rappahannock Rapidan,275,24,4,2020-04-28 20:39:40.942298
4/28/2020,Norfolk,188,38,3,2020-04-28 20:39:40.942298
4/28/2020,Arlington,865,157,32,2020-04-28 20:39:40.942298
4/28/2020,Prince William,1677,183,23,2020-04-28 20:39:40.942298
4/28/2020,Thomas Jefferson,261,59,12,2020-04-28 20:39:40.942298
4/28/2020,Rappahannock,426,88,9,2020-04-28 20:39:40.942298
4/28/2020,Three Rivers,214,15,1,2020-04-28 20:39:40.942298
4/28/2020,Chesterfield,546,40,23,2020-04-28 20:39:40.942298
4/28/2020,Lord Fairfax,355,36,3,2020-04-28 20:39:40.942298
4/28/2020,Fairfax,3331,562,118,2020-04-28 20:39:40.942298
4/28/2020,Virginia Beach,359,76,12,2020-04-28 20:39:40.942298
4/28/2020,Mount Rogers,68,15,4,2020-04-28 20:39:40.942298
4/28/2020,West Piedmont,40,5,1,2020-04-28 20:39:40.942298
4/28/2020,Western Tidewater,381,45,11,2020-04-28 20:39:40.942298
4/29/2020,Pittsylvania-Danville,46,19,2,2020-04-29 19:59:19.685928
4/29/2020,Peninsula,338,98,21,2020-04-29 19:59:19.685928
4/29/2020,Eastern Shore,265,21,4,2020-04-29 19:59:19.685928
4/29/2020,Lenowisco,40,14,2,2020-04-29 19:59:19.685928
4/29/2020,Cumberland Plateau,25,1,0,2020-04-29 19:59:19.685928
4/29/2020,Piedmont,150,19,3,2020-04-29 19:59:19.685928
4/29/2020,Southside,131,24,10,2020-04-29 19:59:19.685928
4/29/2020,Alexandria,700,92,21,2020-04-29 19:59:19.685928
4/29/2020,Henrico,846,122,98,2020-04-29 19:59:19.685928
4/29/2020,Hampton,109,28,1,2020-04-29 19:59:19.685928
4/29/2020,Alleghany,99,16,3,2020-04-29 19:59:19.685928
4/29/2020,Richmond,323,62,14,2020-04-29 19:59:19.685928
4/29/2020,Chesapeake,232,56,6,2020-04-29 19:59:19.685928
4/29/2020,Crater,197,53,12,2020-04-29 19:59:19.685928
4/29/2020,Roanoke,57,5,0,2020-04-29 19:59:19.685928
4/29/2020,Portsmouth,150,33,5,2020-04-29 19:59:19.685928
4/29/2020,Central Shenandoah,710,43,13,2020-04-29 19:59:19.685928
4/29/2020,New River,73,8,1,2020-04-29 19:59:19.685928
4/29/2020,Loudoun,727,87,14,2020-04-29 19:59:19.685928
4/29/2020,Central Virginia,120,7,1,2020-04-29 19:59:19.685928
4/29/2020,Chickahominy,223,49,15,2020-04-29 19:59:19.685928
4/29/2020,Rappahannock Rapidan,282,25,5,2020-04-29 19:59:19.685928
4/29/2020,Norfolk,192,39,3,2020-04-29 19:59:19.685928
4/29/2020,Arlington,912,163,32,2020-04-29 19:59:19.685928
4/29/2020,Prince William,1783,195,26,2020-04-29 19:59:19.685928
4/29/2020,Thomas Jefferson,264,59,12,2020-04-29 19:59:19.685928
4/29/2020,Rappahannock,439,91,9,2020-04-29 19:59:19.685928
4/29/2020,Three Rivers,218,16,2,2020-04-29 19:59:19.685928
4/29/2020,Chesterfield,562,42,23,2020-04-29 19:59:19.685928
4/29/2020,Lord Fairfax,382,37,4,2020-04-29 19:59:19.685928
4/29/2020,Fairfax,3501,592,128,2020-04-29 19:59:19.685928
4/29/2020,Virginia Beach,365,76,12,2020-04-29 19:59:19.685928
4/29/2020,Mount Rogers,75,16,4,2020-04-29 19:59:19.685928
4/29/2020,West Piedmont,41,5,1,2020-04-29 19:59:19.685928
4/29/2020,Western Tidewater,384,46,15,2020-04-29 19:59:19.685928
4/30/2020,Pittsylvania-Danville,48,19,2,2020-04-30 20:58:36.318086
4/30/2020,Peninsula,346,98,21,2020-04-30 20:58:36.318086
4/30/2020,Eastern Shore,328,21,4,2020-04-30 20:58:36.318086
4/30/2020,Lenowisco,40,14,2,2020-04-30 20:58:36.318086
4/30/2020,Cumberland Plateau,25,1,0,2020-04-30 20:58:36.318086
4/30/2020,Piedmont,158,21,3,2020-04-30 20:58:36.318086
4/30/2020,Southside,132,24,10,2020-04-30 20:58:36.318086
4/30/2020,Alexandria,754,97,21,2020-04-30 20:58:36.318086
4/30/2020,Henrico,876,126,100,2020-04-30 20:58:36.318086
4/30/2020,Hampton,115,28,1,2020-04-30 20:58:36.318086
4/30/2020,Alleghany,114,16,3,2020-04-30 20:58:36.318086
4/30/2020,Richmond,339,63,15,2020-04-30 20:58:36.318086
4/30/2020,Chesapeake,242,57,6,2020-04-30 20:58:36.318086
4/30/2020,Crater,201,54,12,2020-04-30 20:58:36.318086
4/30/2020,Roanoke,73,5,0,2020-04-30 20:58:36.318086
4/30/2020,Portsmouth,158,33,5,2020-04-30 20:58:36.318086
4/30/2020,Central Shenandoah,749,44,13,2020-04-30 20:58:36.318086
4/30/2020,New River,74,8,1,2020-04-30 20:58:36.318086
4/30/2020,Loudoun,746,90,15,2020-04-30 20:58:36.318086
4/30/2020,Central Virginia,127,7,1,2020-04-30 20:58:36.318086
4/30/2020,Chickahominy,230,49,15,2020-04-30 20:58:36.318086
4/30/2020,Rappahannock Rapidan,302,25,5,2020-04-30 20:58:36.318086
4/30/2020,Norfolk,198,40,3,2020-04-30 20:58:36.318086
4/30/2020,Arlington,967,167,41,2020-04-30 20:58:36.318086
4/30/2020,Prince William,1922,205,27,2020-04-30 20:58:36.318086
4/30/2020,Thomas Jefferson,293,59,13,2020-04-30 20:58:36.318086
4/30/2020,Rappahannock,475,91,10,2020-04-30 20:58:36.318086
4/30/2020,Three Rivers,225,16,2,2020-04-30 20:58:36.318086
4/30/2020,Chesterfield,598,45,25,2020-04-30 20:58:36.318086
4/30/2020,Lord Fairfax,410,41,4,2020-04-30 20:58:36.318086
4/30/2020,Fairfax,3664,613,138,2020-04-30 20:58:36.318086
4/30/2020,Virginia Beach,385,77,14,2020-04-30 20:58:36.318086
4/30/2020,Mount Rogers,78,16,4,2020-04-30 20:58:36.318086
4/30/2020,West Piedmont,41,6,1,2020-04-30 20:58:36.318086
4/30/2020,Western Tidewater,413,46,15,2020-04-30 20:58:36.318086
5/1/2020,Southside,135,24,10,2020-05-01 20:27:57.069329
5/1/2020,Chesapeake,256,60,7,2020-05-01 20:27:57.069329
5/1/2020,Thomas Jefferson,298,60,13,2020-05-01 20:27:57.069329
5/1/2020,Roanoke,80,5,0,2020-05-01 20:27:57.069329
5/1/2020,Eastern Shore,385,22,5,2020-05-01 20:27:57.069329
5/1/2020,Mount Rogers,86,16,4,2020-05-01 20:27:57.069329
5/1/2020,Chickahominy,246,51,18,2020-05-01 20:27:57.069329
5/1/2020,New River,75,10,1,2020-05-01 20:27:57.069329
5/1/2020,Central Virginia,136,7,1,2020-05-01 20:27:57.069329
5/1/2020,Piedmont,199,21,3,2020-05-01 20:27:57.069329
5/1/2020,Lord Fairfax,446,42,4,2020-05-01 20:27:57.069329
5/1/2020,Crater,205,55,12,2020-05-01 20:27:57.069329
5/1/2020,Hampton,119,28,1,2020-05-01 20:27:57.069329
5/1/2020,Alexandria,802,104,24,2020-05-01 20:27:57.069329
5/1/2020,Fairfax,3952,650,141,2020-05-01 20:27:57.069329
5/1/2020,Richmond,364,66,15,2020-05-01 20:27:57.069329
5/1/2020,Arlington,1004,169,42,2020-05-01 20:27:57.069329
5/1/2020,Rappahannock Rapidan,345,26,5,2020-05-01 20:27:57.069329
5/1/2020,Rappahannock,506,91,11,2020-05-01 20:27:57.069329
5/1/2020,Pittsylvania-Danville,48,19,2,2020-05-01 20:27:57.069329
5/1/2020,Prince William,2071,212,31,2020-05-01 20:27:57.069329
5/1/2020,Cumberland Plateau,26,1,0,2020-05-01 20:27:57.069329
5/1/2020,Portsmouth,170,33,7,2020-05-01 20:27:57.069329
5/1/2020,Virginia Beach,396,81,14,2020-05-01 20:27:57.069329
5/1/2020,West Piedmont,41,6,1,2020-05-01 20:27:57.069329
5/1/2020,Three Rivers,227,22,2,2020-05-01 20:27:57.069329
5/1/2020,Alleghany,116,16,3,2020-05-01 20:27:57.069329
5/1/2020,Lenowisco,41,14,2,2020-05-01 20:27:57.069329
5/1/2020,Norfolk,204,42,3,2020-05-01 20:27:57.069329
5/1/2020,Western Tidewater,422,47,17,2020-05-01 20:27:57.069329
5/1/2020,Henrico,898,129,102,2020-05-01 20:27:57.069329
5/1/2020,Central Shenandoah,793,44,13,2020-05-01 20:27:57.069329
5/1/2020,Loudoun,832,93,15,2020-05-01 20:27:57.069329
5/1/2020,Chesterfield,625,52,29,2020-05-01 20:27:57.069329
5/1/2020,Peninsula,352,98,23,2020-05-01 20:27:57.069329
5/2/2020,Southside,138,25,10,2020-05-02 22:38:05.890661
5/2/2020,Chesapeake,263,61,7,2020-05-02 22:38:05.890661
5/2/2020,Thomas Jefferson,303,60,13,2020-05-02 22:38:05.890661
5/2/2020,Roanoke,80,5,0,2020-05-02 22:38:05.890661
5/2/2020,Eastern Shore,447,22,5,2020-05-02 22:38:05.890661
5/2/2020,Mount Rogers,89,16,4,2020-05-02 22:38:05.890661
5/2/2020,Chickahominy,247,51,17,2020-05-02 22:38:05.890661
5/2/2020,New River,75,10,1,2020-05-02 22:38:05.890661
5/2/2020,Central Virginia,142,8,1,2020-05-02 22:38:05.890661
5/2/2020,Piedmont,246,23,3,2020-05-02 22:38:05.890661
5/2/2020,Lord Fairfax,473,42,5,2020-05-02 22:38:05.890661
5/2/2020,Crater,212,56,12,2020-05-02 22:38:05.890661
5/2/2020,Hampton,122,28,1,2020-05-02 22:38:05.890661
5/2/2020,Alexandria,848,108,26,2020-05-02 22:38:05.890661
5/2/2020,Fairfax,4101,693,157,2020-05-02 22:38:05.890661
5/2/2020,Richmond,382,66,16,2020-05-02 22:38:05.890661
5/2/2020,Arlington,1044,191,46,2020-05-02 22:38:05.890661
5/2/2020,Rappahannock Rapidan,363,28,5,2020-05-02 22:38:05.890661
5/2/2020,Rappahannock,535,95,11,2020-05-02 22:38:05.890661
5/2/2020,Pittsylvania-Danville,51,20,2,2020-05-02 22:38:05.890661
5/2/2020,Prince William,2234,219,32,2020-05-02 22:38:05.890661
5/2/2020,Cumberland Plateau,27,2,0,2020-05-02 22:38:05.890661
5/2/2020,Portsmouth,173,34,8,2020-05-02 22:38:05.890661
5/2/2020,Virginia Beach,413,81,15,2020-05-02 22:38:05.890661
5/2/2020,West Piedmont,45,6,1,2020-05-02 22:38:05.890661
5/2/2020,Three Rivers,235,22,2,2020-05-02 22:38:05.890661
5/2/2020,Alleghany,117,16,3,2020-05-02 22:38:05.890661
5/2/2020,Lenowisco,41,14,2,2020-05-02 22:38:05.890661
5/2/2020,Norfolk,211,42,3,2020-05-02 22:38:05.890661
5/2/2020,Western Tidewater,425,47,17,2020-05-02 22:38:05.890661
5/2/2020,Henrico,926,135,104,2020-05-02 22:38:05.890661
5/2/2020,Central Shenandoah,821,46,17,2020-05-02 22:38:05.890661
5/2/2020,Loudoun,881,95,16,2020-05-02 22:38:05.890661
5/2/2020,Chesterfield,664,53,29,2020-05-02 22:38:05.890661
5/2/2020,Peninsula,357,99,25,2020-05-02 22:38:05.890661
5/2/2020,Southside,138,25,10,2020-05-03 20:34:10.546837
5/2/2020,Chesapeake,263,61,7,2020-05-03 20:34:10.546837
5/2/2020,Thomas Jefferson,303,60,13,2020-05-03 20:34:10.546837
5/2/2020,Roanoke,80,5,0,2020-05-03 20:34:10.546837
5/2/2020,Eastern Shore,447,22,5,2020-05-03 20:34:10.546837
5/2/2020,Mount Rogers,89,16,4,2020-05-03 20:34:10.546837
5/2/2020,Chickahominy,247,51,17,2020-05-03 20:34:10.546837
5/2/2020,New River,75,10,1,2020-05-03 20:34:10.546837
5/2/2020,Central Virginia,142,8,1,2020-05-03 20:34:10.546837
5/2/2020,Piedmont,246,23,3,2020-05-03 20:34:10.546837
5/2/2020,Lord Fairfax,473,42,5,2020-05-03 20:34:10.546837
5/2/2020,Crater,212,56,12,2020-05-03 20:34:10.546837
5/2/2020,Hampton,122,28,1,2020-05-03 20:34:10.546837
5/2/2020,Alexandria,848,108,26,2020-05-03 20:34:10.546837
5/2/2020,Fairfax,4101,693,157,2020-05-03 20:34:10.546837
5/2/2020,Richmond,382,66,16,2020-05-03 20:34:10.546837
5/2/2020,Arlington,1044,191,46,2020-05-03 20:34:10.546837
5/2/2020,Rappahannock Rapidan,363,28,5,2020-05-03 20:34:10.546837
5/2/2020,Rappahannock,535,95,11,2020-05-03 20:34:10.546837
5/2/2020,Pittsylvania-Danville,51,20,2,2020-05-03 20:34:10.546837
5/2/2020,Prince William,2234,219,32,2020-05-03 20:34:10.546837
5/2/2020,Cumberland Plateau,27,2,0,2020-05-03 20:34:10.546837
5/2/2020,Portsmouth,173,34,8,2020-05-03 20:34:10.546837
5/2/2020,Virginia Beach,413,81,15,2020-05-03 20:34:10.546837
5/2/2020,West Piedmont,45,6,1,2020-05-03 20:34:10.546837
5/2/2020,Three Rivers,235,22,2,2020-05-03 20:34:10.546837
5/2/2020,Alleghany,117,16,3,2020-05-03 20:34:10.546837
5/2/2020,Lenowisco,41,14,2,2020-05-03 20:34:10.546837
5/2/2020,Norfolk,211,42,3,2020-05-03 20:34:10.546837
5/2/2020,Western Tidewater,425,47,17,2020-05-03 20:34:10.546837
5/2/2020,Henrico,926,135,104,2020-05-03 20:34:10.546837
5/2/2020,Central Shenandoah,821,46,17,2020-05-03 20:34:10.546837
5/2/2020,Loudoun,881,95,16,2020-05-03 20:34:10.546837
5/2/2020,Chesterfield,664,53,29,2020-05-03 20:34:10.546837
5/2/2020,Peninsula,357,99,25,2020-05-03 20:34:10.546837
5/4/2020,Southside,140,25,10,2020-05-04 19:46:59.762938
5/4/2020,Chesapeake,284,63,9,2020-05-04 19:46:59.762938
5/4/2020,Thomas Jefferson,319,60,13,2020-05-04 19:46:59.762938
5/4/2020,Roanoke,81,5,0,2020-05-04 19:46:59.762938
5/4/2020,Eastern Shore,564,26,7,2020-05-04 19:46:59.762938
5/4/2020,Mount Rogers,114,16,4,2020-05-04 19:46:59.762938
5/4/2020,Chickahominy,264,53,19,2020-05-04 19:46:59.762938
5/4/2020,New River,78,10,1,2020-05-04 19:46:59.762938
5/4/2020,Central Virginia,147,8,1,2020-05-04 19:46:59.762938
5/4/2020,Piedmont,248,23,3,2020-05-04 19:46:59.762938
5/4/2020,Lord Fairfax,511,42,5,2020-05-04 19:46:59.762938
5/4/2020,Crater,256,59,14,2020-05-04 19:46:59.762938
5/4/2020,Hampton,128,28,1,2020-05-04 19:46:59.762938
5/4/2020,Alexandria,940,110,26,2020-05-04 19:46:59.762938
5/4/2020,Fairfax,4684,784,204,2020-05-04 19:46:59.762938
5/4/2020,Richmond,419,72,16,2020-05-04 19:46:59.762938
5/4/2020,Arlington,1139,194,47,2020-05-04 19:46:59.762938
5/4/2020,Rappahannock Rapidan,397,32,7,2020-05-04 19:46:59.762938
5/4/2020,Rappahannock,595,96,11,2020-05-04 19:46:59.762938
5/4/2020,Pittsylvania-Danville,52,20,2,2020-05-04 19:46:59.762938
5/4/2020,Prince William,2507,266,35,2020-05-04 19:46:59.762938
5/4/2020,Cumberland Plateau,27,2,0,2020-05-04 19:46:59.762938
5/4/2020,Portsmouth,183,35,8,2020-05-04 19:46:59.762938
5/4/2020,Virginia Beach,439,83,15,2020-05-04 19:46:59.762938
5/4/2020,West Piedmont,46,6,1,2020-05-04 19:46:59.762938
5/4/2020,Three Rivers,256,23,2,2020-05-04 19:46:59.762938
5/4/2020,Alleghany,121,16,3,2020-05-04 19:46:59.762938
5/4/2020,Lenowisco,41,14,2,2020-05-04 19:46:59.762938
5/4/2020,Norfolk,239,45,4,2020-05-04 19:46:59.762938
5/4/2020,Western Tidewater,439,50,18,2020-05-04 19:46:59.762938
5/4/2020,Henrico,964,137,105,2020-05-04 19:46:59.762938
5/4/2020,Central Shenandoah,861,46,18,2020-05-04 19:46:59.762938
5/4/2020,Loudoun,961,96,18,2020-05-04 19:46:59.762938
5/4/2020,Chesterfield,673,53,30,2020-05-04 19:46:59.762938
5/4/2020,Peninsula,375,102,25,2020-05-04 19:46:59.762938
5/5/2020,Southside,139,25,10,2020-05-05 20:20:37.017953
5/5/2020,Chesapeake,293,65,9,2020-05-05 20:20:37.017953
5/5/2020,Thomas Jefferson,322,61,13,2020-05-05 20:20:37.017953
5/5/2020,Roanoke,82,5,0,2020-05-05 20:20:37.017953
5/5/2020,Eastern Shore,569,26,8,2020-05-05 20:20:37.017953
5/5/2020,Mount Rogers,116,16,4,2020-05-05 20:20:37.017953
5/5/2020,Chickahominy,268,58,20,2020-05-05 20:20:37.017953
5/5/2020,New River,80,12,1,2020-05-05 20:20:37.017953
5/5/2020,Central Virginia,150,8,1,2020-05-05 20:20:37.017953
5/5/2020,Piedmont,288,24,3,2020-05-05 20:20:37.017953
5/5/2020,Lord Fairfax,546,44,9,2020-05-05 20:20:37.017953
5/5/2020,Crater,259,59,14,2020-05-05 20:20:37.017953
5/5/2020,Hampton,128,28,3,2020-05-05 20:20:37.017953
5/5/2020,Alexandria,983,120,26,2020-05-05 20:20:37.017953
5/5/2020,Fairfax,4903,800,207,2020-05-05 20:20:37.017953
5/5/2020,Richmond,438,76,16,2020-05-05 20:20:37.017953
5/5/2020,Arlington,1169,196,49,2020-05-05 20:20:37.017953
5/5/2020,Rappahannock Rapidan,412,34,7,2020-05-05 20:20:37.017953
5/5/2020,Rappahannock,629,99,11,2020-05-05 20:20:37.017953
5/5/2020,Pittsylvania-Danville,53,20,2,2020-05-05 20:20:37.017953
5/5/2020,Prince William,2608,269,36,2020-05-05 20:20:37.017953
5/5/2020,Cumberland Plateau,27,2,0,2020-05-05 20:20:37.017953
5/5/2020,Portsmouth,187,36,8,2020-05-05 20:20:37.017953
5/5/2020,Virginia Beach,445,83,15,2020-05-05 20:20:37.017953
5/5/2020,West Piedmont,46,6,1,2020-05-05 20:20:37.017953
5/5/2020,Three Rivers,254,24,3,2020-05-05 20:20:37.017953
5/5/2020,Alleghany,127,16,3,2020-05-05 20:20:37.017953
5/5/2020,Lenowisco,41,14,2,2020-05-05 20:20:37.017953
5/5/2020,Norfolk,251,46,4,2020-05-05 20:20:37.017953
5/5/2020,Western Tidewater,456,52,20,2020-05-05 20:20:37.017953
5/5/2020,Henrico,985,139,106,2020-05-05 20:20:37.017953
5/5/2020,Central Shenandoah,904,50,21,2020-05-05 20:20:37.017953
5/5/2020,Loudoun,998,100,24,2020-05-05 20:20:37.017953
5/5/2020,Chesterfield,719,58,31,2020-05-05 20:20:37.017953
5/5/2020,Peninsula,381,102,26,2020-05-05 20:20:37.017953
5/5/2020,Southside,139,25,10,2020-05-06 20:17:38.905640
5/5/2020,Chesapeake,293,65,9,2020-05-06 20:17:38.905640
5/5/2020,Thomas Jefferson,322,61,13,2020-05-06 20:17:38.905640
5/5/2020,Roanoke,82,5,0,2020-05-06 20:17:38.905640
5/5/2020,Eastern Shore,569,26,8,2020-05-06 20:17:38.905640
5/5/2020,Mount Rogers,116,16,4,2020-05-06 20:17:38.905640
5/5/2020,Chickahominy,268,58,20,2020-05-06 20:17:38.905640
5/5/2020,New River,80,12,1,2020-05-06 20:17:38.905640
5/5/2020,Central Virginia,150,8,1,2020-05-06 20:17:38.905640
5/5/2020,Piedmont,288,24,3,2020-05-06 20:17:38.905640
5/5/2020,Lord Fairfax,546,44,9,2020-05-06 20:17:38.905640
5/5/2020,Crater,259,59,14,2020-05-06 20:17:38.905640
5/5/2020,Hampton,128,28,3,2020-05-06 20:17:38.905640
5/5/2020,Alexandria,983,120,26,2020-05-06 20:17:38.905640
5/5/2020,Fairfax,4903,800,207,2020-05-06 20:17:38.905640
5/5/2020,Richmond,438,76,16,2020-05-06 20:17:38.905640
5/5/2020,Arlington,1169,196,49,2020-05-06 20:17:38.905640
5/5/2020,Rappahannock Rapidan,412,34,7,2020-05-06 20:17:38.905640
5/5/2020,Rappahannock,629,99,11,2020-05-06 20:17:38.905640
5/5/2020,Pittsylvania-Danville,53,20,2,2020-05-06 20:17:38.905640
5/5/2020,Prince William,2608,269,36,2020-05-06 20:17:38.905640
5/5/2020,Cumberland Plateau,27,2,0,2020-05-06 20:17:38.905640
5/5/2020,Portsmouth,187,36,8,2020-05-06 20:17:38.905640
5/5/2020,Virginia Beach,445,83,15,2020-05-06 20:17:38.905640
5/5/2020,West Piedmont,46,6,1,2020-05-06 20:17:38.905640
5/5/2020,Three Rivers,254,24,3,2020-05-06 20:17:38.905640
5/5/2020,Alleghany,127,16,3,2020-05-06 20:17:38.905640
5/5/2020,Lenowisco,41,14,2,2020-05-06 20:17:38.905640
5/5/2020,Norfolk,251,46,4,2020-05-06 20:17:38.905640
5/5/2020,Western Tidewater,456,52,20,2020-05-06 20:17:38.905640
5/5/2020,Henrico,985,139,106,2020-05-06 20:17:38.905640
5/5/2020,Central Shenandoah,904,50,21,2020-05-06 20:17:38.905640
5/5/2020,Loudoun,998,100,24,2020-05-06 20:17:38.905640
5/5/2020,Chesterfield,719,58,31,2020-05-06 20:17:38.905640
5/5/2020,Peninsula,381,102,26,2020-05-06 20:17:38.905640
5/7/2020,Southside,144,26,10,2020-05-07 20:58:15.766223
5/7/2020,Chesapeake,311,68,9,2020-05-07 20:58:15.766223
5/7/2020,Thomas Jefferson,328,60,13,2020-05-07 20:58:15.766223
5/7/2020,Roanoke,88,6,1,2020-05-07 20:58:15.766223
5/7/2020,Eastern Shore,612,29,10,2020-05-07 20:58:15.766223
5/7/2020,Mount Rogers,130,16,4,2020-05-07 20:58:15.766223
5/7/2020,Chickahominy,278,62,22,2020-05-07 20:58:15.766223
5/7/2020,New River,80,12,1,2020-05-07 20:58:15.766223
5/7/2020,Central Virginia,154,11,2,2020-05-07 20:58:15.766223
5/7/2020,Piedmont,346,26,3,2020-05-07 20:58:15.766223
5/7/2020,Lord Fairfax,634,54,15,2020-05-07 20:58:15.766223
5/7/2020,Crater,268,63,14,2020-05-07 20:58:15.766223
5/7/2020,Hampton,131,28,3,2020-05-07 20:58:15.766223
5/7/2020,Alexandria,1060,127,29,2020-05-07 20:58:15.766223
5/7/2020,Fairfax,5116,846,218,2020-05-07 20:58:15.766223
5/7/2020,Richmond,473,81,17,2020-05-07 20:58:15.766223
5/7/2020,Arlington,1248,222,52,2020-05-07 20:58:15.766223
5/7/2020,Rappahannock Rapidan,434,36,9,2020-05-07 20:58:15.766223
5/7/2020,Rappahannock,690,107,11,2020-05-07 20:58:15.766223
5/7/2020,Pittsylvania-Danville,55,20,2,2020-05-07 20:58:15.766223
5/7/2020,Prince William,2836,297,42,2020-05-07 20:58:15.766223
5/7/2020,Cumberland Plateau,28,2,0,2020-05-07 20:58:15.766223
5/7/2020,Portsmouth,193,37,8,2020-05-07 20:58:15.766223
5/7/2020,Virginia Beach,454,83,17,2020-05-07 20:58:15.766223
5/7/2020,West Piedmont,50,7,1,2020-05-07 20:58:15.766223
5/7/2020,Three Rivers,306,25,5,2020-05-07 20:58:15.766223
5/7/2020,Alleghany,129,16,3,2020-05-07 20:58:15.766223
5/7/2020,Lenowisco,41,14,2,2020-05-07 20:58:15.766223
5/7/2020,Norfolk,270,48,5,2020-05-07 20:58:15.766223
5/7/2020,Western Tidewater,462,53,24,2020-05-07 20:58:15.766223
5/7/2020,Henrico,1025,146,109,2020-05-07 20:58:15.766223
5/7/2020,Central Shenandoah,974,56,22,2020-05-07 20:58:15.766223
5/7/2020,Loudoun,1043,105,26,2020-05-07 20:58:15.766223
5/7/2020,Chesterfield,788,61,32,2020-05-07 20:58:15.766223
5/7/2020,Peninsula,391,105,28,2020-05-07 20:58:15.766223
5/8/2020,Southside,148,27,10,2020-05-08 22:05:44.102120
5/8/2020,Chesapeake,316,68,9,2020-05-08 22:05:44.102120
5/8/2020,Thomas Jefferson,337,61,13,2020-05-08 22:05:44.102120
5/8/2020,Roanoke,91,6,1,2020-05-08 22:05:44.102120
5/8/2020,Eastern Shore,612,31,12,2020-05-08 22:05:44.102120
5/8/2020,Mount Rogers,133,16,4,2020-05-08 22:05:44.102120
5/8/2020,Chickahominy,281,62,22,2020-05-08 22:05:44.102120
5/8/2020,New River,80,12,1,2020-05-08 22:05:44.102120
5/8/2020,Central Virginia,154,12,2,2020-05-08 22:05:44.102120
5/8/2020,Piedmont,350,28,4,2020-05-08 22:05:44.102120
5/8/2020,Lord Fairfax,664,55,17,2020-05-08 22:05:44.102120
5/8/2020,Crater,268,63,14,2020-05-08 22:05:44.102120
5/8/2020,Hampton,135,28,3,2020-05-08 22:05:44.102120
5/8/2020,Alexandria,1110,129,29,2020-05-08 22:05:44.102120
5/8/2020,Fairfax,5414,896,234,2020-05-08 22:05:44.102120
5/8/2020,Richmond,494,85,18,2020-05-08 22:05:44.102120
5/8/2020,Arlington,1281,227,57,2020-05-08 22:05:44.102120
5/8/2020,Rappahannock Rapidan,461,38,9,2020-05-08 22:05:44.102120
5/8/2020,Rappahannock,707,111,11,2020-05-08 22:05:44.102120
5/8/2020,Pittsylvania-Danville,56,21,2,2020-05-08 22:05:44.102120
5/8/2020,Prince William,2943,307,50,2020-05-08 22:05:44.102120
5/8/2020,Cumberland Plateau,28,2,0,2020-05-08 22:05:44.102120
