health_district,number_of_cases,number_of_deaths,number_of_hospitalizations,report_date,sex
Thomas Jefferson,1631,31,93,2020-09-27 00:00:00,Male
Thomas Jefferson,4,0,0,2020-09-27 00:00:00,Not Reported
Three Rivers,781,16,59,2020-09-27 00:00:00,Female
Three Rivers,972,14,57,2020-09-27 00:00:00,Male
Three Rivers,27,0,0,2020-09-27 00:00:00,Not Reported
Virginia Beach,3713,44,194,2020-09-27 00:00:00,Female
Virginia Beach,3097,46,180,2020-09-27 00:00:00,Male
Virginia Beach,16,0,0,2020-09-27 00:00:00,Not Reported
Western Tidewater,1905,58,91,2020-09-27 00:00:00,Female
Western Tidewater,1974,64,108,2020-09-27 00:00:00,Male
Western Tidewater,4,1,0,2020-09-27 00:00:00,Not Reported
West Piedmont,1161,37,136,2020-09-27 00:00:00,Female
West Piedmont,893,32,109,2020-09-27 00:00:00,Male
West Piedmont,7,0,0,2020-09-27 00:00:00,Not Reported
Alexandria,1986,35,143,2020-09-28 00:00:00,Female
Alexandria,1825,34,178,2020-09-28 00:00:00,Male
Alexandria,14,0,0,2020-09-28 00:00:00,Not Reported
Alleghany,841,18,33,2020-09-28 00:00:00,Female
Alleghany,741,9,43,2020-09-28 00:00:00,Male
Alleghany,9,0,0,2020-09-28 00:00:00,Not Reported
Arlington,1958,69,220,2020-09-28 00:00:00,Female
Arlington,2000,80,278,2020-09-28 00:00:00,Male
Arlington,5,0,0,2020-09-28 00:00:00,Not Reported
Central Shenandoah,2914,33,136,2020-09-28 00:00:00,Female
Central Shenandoah,2473,37,130,2020-09-28 00:00:00,Male
Central Shenandoah,16,0,0,2020-09-28 00:00:00,Not Reported
Central Virginia,1706,19,61,2020-09-28 00:00:00,Female
Central Virginia,1500,18,61,2020-09-28 00:00:00,Male
Central Virginia,38,0,0,2020-09-28 00:00:00,Not Reported
Chesapeake,2369,32,212,2020-09-28 00:00:00,Female
Chesapeake,1938,40,201,2020-09-28 00:00:00,Male
Chesapeake,8,0,0,2020-09-28 00:00:00,Not Reported
Chesterfield,3266,57,181,2020-09-28 00:00:00,Female
Chesterfield,3091,66,192,2020-09-28 00:00:00,Male
Chesterfield,122,1,0,2020-09-28 00:00:00,Not Reported
Chickahominy,912,24,80,2020-09-28 00:00:00,Female
Chickahominy,899,28,82,2020-09-28 00:00:00,Male
Chickahominy,33,0,1,2020-09-28 00:00:00,Not Reported
Crater,1683,56,146,2020-09-28 00:00:00,Female
Crater,2255,47,125,2020-09-28 00:00:00,Male
Crater,37,0,3,2020-09-28 00:00:00,Not Reported
Cumberland Plateau,428,6,27,2020-09-28 00:00:00,Female
Cumberland Plateau,381,4,29,2020-09-28 00:00:00,Male
Cumberland Plateau,0,0,0,2020-09-28 00:00:00,Not Reported
Eastern Shore,748,26,71,2020-09-28 00:00:00,Female
Eastern Shore,723,24,68,2020-09-28 00:00:00,Male
Eastern Shore,9,0,0,2020-09-28 00:00:00,Not Reported
Fairfax,10705,284,932,2020-09-28 00:00:00,Female
Fairfax,10155,311,1246,2020-09-28 00:00:00,Male
Fairfax,170,6,2,2020-09-28 00:00:00,Not Reported
Hampton,1008,11,25,2020-09-28 00:00:00,Female
Hampton,802,14,40,2020-09-28 00:00:00,Male
Hampton,17,1,0,2020-09-28 00:00:00,Not Reported
Henrico,2882,111,218,2020-09-28 00:00:00,Female
Henrico,2536,100,216,2020-09-28 00:00:00,Male
Henrico,34,0,0,2020-09-28 00:00:00,Not Reported
Lenowisco,461,4,35,2020-09-28 00:00:00,Female
Lenowisco,442,16,40,2020-09-28 00:00:00,Male
Lenowisco,2,0,0,2020-09-28 00:00:00,Not Reported
Lord Fairfax,1623,55,128,2020-09-28 00:00:00,Female
Lord Fairfax,1477,56,141,2020-09-28 00:00:00,Male
Lord Fairfax,16,0,0,2020-09-28 00:00:00,Not Reported
Loudoun,3439,78,193,2020-09-28 00:00:00,Female
Loudoun,3335,46,236,2020-09-28 00:00:00,Male
Loudoun,56,0,0,2020-09-28 00:00:00,Not Reported
Mount Rogers,1605,57,106,2020-09-28 00:00:00,Female
Mount Rogers,1192,64,142,2020-09-28 00:00:00,Male
Mount Rogers,8,0,0,2020-09-28 00:00:00,Not Reported
New River,1629,9,20,2020-09-28 00:00:00,Female
New River,1549,10,38,2020-09-28 00:00:00,Male
New River,34,0,0,2020-09-28 00:00:00,Not Reported
Norfolk,2522,36,187,2020-09-28 00:00:00,Female
Norfolk,2315,42,177,2020-09-28 00:00:00,Male
Norfolk,3,0,0,2020-09-28 00:00:00,Not Reported
Peninsula,2276,42,93,2020-09-28 00:00:00,Female
Peninsula,2102,34,103,2020-09-28 00:00:00,Male
Peninsula,21,0,0,2020-09-28 00:00:00,Not Reported
Piedmont,687,14,54,2020-09-28 00:00:00,Female
Piedmont,1287,35,81,2020-09-28 00:00:00,Male
Piedmont,4,0,0,2020-09-28 00:00:00,Not Reported
Pittsylvania-Danville,1041,24,84,2020-09-28 00:00:00,Female
Pittsylvania-Danville,832,12,55,2020-09-28 00:00:00,Male
Pittsylvania-Danville,9,0,1,2020-09-28 00:00:00,Not Reported
Portsmouth,1349,31,155,2020-09-28 00:00:00,Female
Portsmouth,1208,28,121,2020-09-28 00:00:00,Male
Portsmouth,4,0,0,2020-09-28 00:00:00,Not Reported
Prince William,7576,100,473,2020-09-28 00:00:00,Female
Prince William,7309,136,618,2020-09-28 00:00:00,Male
Prince William,131,0,2,2020-09-28 00:00:00,Not Reported
Rappahannock,2807,30,180,2020-09-28 00:00:00,Female
Rappahannock,2464,45,210,2020-09-28 00:00:00,Male
Rappahannock,18,0,0,2020-09-28 00:00:00,Not Reported
Rappahannock Rapidan,1347,26,72,2020-09-28 00:00:00,Female
Rappahannock Rapidan,1274,25,100,2020-09-28 00:00:00,Male
Rappahannock Rapidan,15,0,0,2020-09-28 00:00:00,Not Reported
Richmond,2317,22,203,2020-09-28 00:00:00,Female
Richmond,2274,36,213,2020-09-28 00:00:00,Male
Richmond,56,3,2,2020-09-28 00:00:00,Not Reported
Roanoke,943,17,37,2020-09-28 00:00:00,Female
Roanoke,757,10,29,2020-09-28 00:00:00,Male
Roanoke,16,0,0,2020-09-28 00:00:00,Not Reported
Southside,688,23,41,2020-09-28 00:00:00,Female
Southside,733,21,44,2020-09-28 00:00:00,Male
Southside,6,0,0,2020-09-28 00:00:00,Not Reported
Thomas Jefferson,1843,38,92,2020-09-28 00:00:00,Female
Thomas Jefferson,1642,31,93,2020-09-28 00:00:00,Male
Thomas Jefferson,4,0,0,2020-09-28 00:00:00,Not Reported
Three Rivers,788,16,60,2020-09-28 00:00:00,Female
Three Rivers,979,14,57,2020-09-28 00:00:00,Male
Three Rivers,27,0,0,2020-09-28 00:00:00,Not Reported
Virginia Beach,3734,45,194,2020-09-28 00:00:00,Female
Virginia Beach,3108,46,180,2020-09-28 00:00:00,Male
Virginia Beach,16,0,0,2020-09-28 00:00:00,Not Reported
Western Tidewater,1908,58,91,2020-09-28 00:00:00,Female
Western Tidewater,1977,64,108,2020-09-28 00:00:00,Male
Western Tidewater,4,1,0,2020-09-28 00:00:00,Not Reported
West Piedmont,1166,38,138,2020-09-28 00:00:00,Female
West Piedmont,894,33,109,2020-09-28 00:00:00,Male
West Piedmont,7,0,0,2020-09-28 00:00:00,Not Reported
Alexandria,1993,35,143,2020-09-29 00:00:00,Female
Alexandria,1834,34,178,2020-09-29 00:00:00,Male
Alexandria,14,0,0,2020-09-29 00:00:00,Not Reported
Alleghany,847,20,34,2020-09-29 00:00:00,Female
Alleghany,753,9,44,2020-09-29 00:00:00,Male
Alleghany,9,0,0,2020-09-29 00:00:00,Not Reported
Arlington,1968,69,220,2020-09-29 00:00:00,Female
Arlington,2012,81,279,2020-09-29 00:00:00,Male
Arlington,5,0,0,2020-09-29 00:00:00,Not Reported
Central Shenandoah,2937,33,136,2020-09-29 00:00:00,Female
Central Shenandoah,2497,37,132,2020-09-29 00:00:00,Male
Central Shenandoah,19,0,0,2020-09-29 00:00:00,Not Reported
Central Virginia,1720,19,63,2020-09-29 00:00:00,Female
Central Virginia,1519,18,61,2020-09-29 00:00:00,Male
Central Virginia,38,0,0,2020-09-29 00:00:00,Not Reported
Chesapeake,2380,32,213,2020-09-29 00:00:00,Female
Chesapeake,1945,40,201,2020-09-29 00:00:00,Male
Chesapeake,8,0,0,2020-09-29 00:00:00,Not Reported
Chesterfield,3289,57,182,2020-09-29 00:00:00,Female
Chesterfield,3114,68,196,2020-09-29 00:00:00,Male
Chesterfield,122,1,0,2020-09-29 00:00:00,Not Reported
Chickahominy,921,25,80,2020-09-29 00:00:00,Female
Chickahominy,908,28,82,2020-09-29 00:00:00,Male
Chickahominy,33,0,1,2020-09-29 00:00:00,Not Reported
Crater,1698,56,147,2020-09-29 00:00:00,Female
Crater,2312,47,125,2020-09-29 00:00:00,Male
Crater,37,0,3,2020-09-29 00:00:00,Not Reported
Cumberland Plateau,447,6,28,2020-09-29 00:00:00,Female
Cumberland Plateau,391,4,29,2020-09-29 00:00:00,Male
Cumberland Plateau,1,0,0,2020-09-29 00:00:00,Not Reported
Eastern Shore,748,26,71,2020-09-29 00:00:00,Female
Eastern Shore,723,24,68,2020-09-29 00:00:00,Male
Eastern Shore,9,0,0,2020-09-29 00:00:00,Not Reported
Fairfax,10765,284,933,2020-09-29 00:00:00,Female
Fairfax,10197,311,1248,2020-09-29 00:00:00,Male
Fairfax,170,6,2,2020-09-29 00:00:00,Not Reported
Hampton,1014,11,25,2020-09-29 00:00:00,Female
Hampton,806,14,40,2020-09-29 00:00:00,Male
Hampton,17,1,0,2020-09-29 00:00:00,Not Reported
Henrico,2899,112,219,2020-09-29 00:00:00,Female
Henrico,2545,100,219,2020-09-29 00:00:00,Male
Henrico,34,0,0,2020-09-29 00:00:00,Not Reported
Lenowisco,468,4,35,2020-09-29 00:00:00,Female
Lenowisco,447,16,40,2020-09-29 00:00:00,Male
Lenowisco,2,0,0,2020-09-29 00:00:00,Not Reported
Lord Fairfax,1634,55,130,2020-09-29 00:00:00,Female
Lord Fairfax,1484,56,141,2020-09-29 00:00:00,Male
Lord Fairfax,16,0,0,2020-09-29 00:00:00,Not Reported
Loudoun,3451,78,195,2020-09-29 00:00:00,Female
Loudoun,3344,46,237,2020-09-29 00:00:00,Male
Loudoun,56,0,0,2020-09-29 00:00:00,Not Reported
Mount Rogers,1625,59,111,2020-09-29 00:00:00,Female
Mount Rogers,1203,64,143,2020-09-29 00:00:00,Male
Mount Rogers,8,0,0,2020-09-29 00:00:00,Not Reported
New River,1646,9,21,2020-09-29 00:00:00,Female
New River,1569,10,38,2020-09-29 00:00:00,Male
New River,34,0,0,2020-09-29 00:00:00,Not Reported
Norfolk,2534,36,188,2020-09-29 00:00:00,Female
Norfolk,2333,42,179,2020-09-29 00:00:00,Male
Norfolk,3,0,0,2020-09-29 00:00:00,Not Reported
Peninsula,2283,43,95,2020-09-29 00:00:00,Female
Peninsula,2113,35,103,2020-09-29 00:00:00,Male
Peninsula,20,0,0,2020-09-29 00:00:00,Not Reported
Piedmont,689,14,55,2020-09-29 00:00:00,Female
Piedmont,1291,35,81,2020-09-29 00:00:00,Male
Piedmont,4,0,0,2020-09-29 00:00:00,Not Reported
Pittsylvania-Danville,1052,25,85,2020-09-29 00:00:00,Female
Pittsylvania-Danville,833,13,58,2020-09-29 00:00:00,Male
Pittsylvania-Danville,8,0,1,2020-09-29 00:00:00,Not Reported
Portsmouth,1353,31,157,2020-09-29 00:00:00,Female
Portsmouth,1211,28,124,2020-09-29 00:00:00,Male
Portsmouth,3,0,0,2020-09-29 00:00:00,Not Reported
Prince William,7615,100,477,2020-09-29 00:00:00,Female
Prince William,7339,136,618,2020-09-29 00:00:00,Male
Prince William,129,0,2,2020-09-29 00:00:00,Not Reported
Rappahannock,2823,30,180,2020-09-29 00:00:00,Female
Rappahannock,2471,45,210,2020-09-29 00:00:00,Male
Rappahannock,18,0,0,2020-09-29 00:00:00,Not Reported
Rappahannock Rapidan,1350,26,72,2020-09-29 00:00:00,Female
Rappahannock Rapidan,1278,25,101,2020-09-29 00:00:00,Male
Rappahannock Rapidan,14,0,0,2020-09-29 00:00:00,Not Reported
Richmond,2319,22,204,2020-09-29 00:00:00,Female
Richmond,2274,36,212,2020-09-29 00:00:00,Male
Richmond,56,3,2,2020-09-29 00:00:00,Not Reported
Roanoke,962,17,37,2020-09-29 00:00:00,Female
Roanoke,766,10,30,2020-09-29 00:00:00,Male
Roanoke,16,0,0,2020-09-29 00:00:00,Not Reported
Southside,696,23,41,2020-09-29 00:00:00,Female
Southside,735,21,44,2020-09-29 00:00:00,Male
Southside,6,0,0,2020-09-29 00:00:00,Not Reported
Thomas Jefferson,1854,38,93,2020-09-29 00:00:00,Female
Thomas Jefferson,1655,31,93,2020-09-29 00:00:00,Male
Thomas Jefferson,4,0,0,2020-09-29 00:00:00,Not Reported
Three Rivers,793,16,60,2020-09-29 00:00:00,Female
Three Rivers,991,14,57,2020-09-29 00:00:00,Male
Three Rivers,27,0,0,2020-09-29 00:00:00,Not Reported
Virginia Beach,3760,45,195,2020-09-29 00:00:00,Female
Virginia Beach,3125,46,183,2020-09-29 00:00:00,Male
Virginia Beach,16,0,0,2020-09-29 00:00:00,Not Reported
Western Tidewater,1919,58,91,2020-09-29 00:00:00,Female
Western Tidewater,1993,66,108,2020-09-29 00:00:00,Male
Western Tidewater,4,1,0,2020-09-29 00:00:00,Not Reported
West Piedmont,1174,38,138,2020-09-29 00:00:00,Female
West Piedmont,912,33,111,2020-09-29 00:00:00,Male
West Piedmont,7,0,0,2020-09-29 00:00:00,Not Reported
Alexandria,2002,35,144,2020-09-30 00:00:00,Female
Alexandria,1836,34,179,2020-09-30 00:00:00,Male
Alexandria,14,0,0,2020-09-30 00:00:00,Not Reported
Alleghany,862,20,34,2020-09-30 00:00:00,Female
Alleghany,762,9,44,2020-09-30 00:00:00,Male
Alleghany,9,0,0,2020-09-30 00:00:00,Not Reported
Arlington,1971,69,221,2020-09-30 00:00:00,Female
Arlington,2019,81,279,2020-09-30 00:00:00,Male
Arlington,5,0,0,2020-09-30 00:00:00,Not Reported
Central Shenandoah,2972,33,137,2020-09-30 00:00:00,Female
Central Shenandoah,2528,37,132,2020-09-30 00:00:00,Male
Central Shenandoah,18,0,0,2020-09-30 00:00:00,Not Reported
Central Virginia,1732,19,64,2020-09-30 00:00:00,Female
Central Virginia,1536,18,61,2020-09-30 00:00:00,Male
Central Virginia,38,0,0,2020-09-30 00:00:00,Not Reported
Chesapeake,2391,32,215,2020-09-30 00:00:00,Female
Chesapeake,1951,40,202,2020-09-30 00:00:00,Male
Chesapeake,8,0,0,2020-09-30 00:00:00,Not Reported
Chesterfield,3298,57,183,2020-09-30 00:00:00,Female
Chesterfield,3126,68,199,2020-09-30 00:00:00,Male
Chesterfield,122,1,0,2020-09-30 00:00:00,Not Reported
Chickahominy,925,25,81,2020-09-30 00:00:00,Female
Chickahominy,912,28,82,2020-09-30 00:00:00,Male
Chickahominy,35,0,1,2020-09-30 00:00:00,Not Reported
Crater,1702,57,147,2020-09-30 00:00:00,Female
Crater,2325,47,125,2020-09-30 00:00:00,Male
Crater,37,0,3,2020-09-30 00:00:00,Not Reported
Cumberland Plateau,454,6,29,2020-09-30 00:00:00,Female
Cumberland Plateau,400,4,30,2020-09-30 00:00:00,Male
Cumberland Plateau,1,0,0,2020-09-30 00:00:00,Not Reported
Eastern Shore,748,26,71,2020-09-30 00:00:00,Female
Eastern Shore,730,24,68,2020-09-30 00:00:00,Male
Eastern Shore,9,0,0,2020-09-30 00:00:00,Not Reported
Fairfax,10790,284,935,2020-09-30 00:00:00,Female
Fairfax,10228,313,1250,2020-09-30 00:00:00,Male
Fairfax,170,6,2,2020-09-30 00:00:00,Not Reported
Hampton,1021,12,26,2020-09-30 00:00:00,Female
Hampton,811,14,42,2020-09-30 00:00:00,Male
Hampton,14,1,0,2020-09-30 00:00:00,Not Reported
Henrico,2907,114,222,2020-09-30 00:00:00,Female
Henrico,2547,102,219,2020-09-30 00:00:00,Male
Henrico,37,0,0,2020-09-30 00:00:00,Not Reported
Lenowisco,476,4,36,2020-09-30 00:00:00,Female
Lenowisco,452,16,42,2020-09-30 00:00:00,Male
Lenowisco,2,0,0,2020-09-30 00:00:00,Not Reported
Lord Fairfax,1646,56,133,2020-09-30 00:00:00,Female
Lord Fairfax,1492,57,141,2020-09-30 00:00:00,Male
Lord Fairfax,16,0,0,2020-09-30 00:00:00,Not Reported
Loudoun,3471,79,196,2020-09-30 00:00:00,Female
Loudoun,3362,46,239,2020-09-30 00:00:00,Male
Loudoun,56,0,0,2020-09-30 00:00:00,Not Reported
Mount Rogers,1632,59,112,2020-09-30 00:00:00,Female
Mount Rogers,1210,65,144,2020-09-30 00:00:00,Male
Mount Rogers,8,0,0,2020-09-30 00:00:00,Not Reported
New River,1654,9,22,2020-09-30 00:00:00,Female
New River,1587,10,38,2020-09-30 00:00:00,Male
New River,33,0,0,2020-09-30 00:00:00,Not Reported
Norfolk,2541,36,188,2020-09-30 00:00:00,Female
Norfolk,2338,42,179,2020-09-30 00:00:00,Male
Norfolk,2,0,0,2020-09-30 00:00:00,Not Reported
Peninsula,2289,44,96,2020-09-30 00:00:00,Female
Peninsula,2118,35,103,2020-09-30 00:00:00,Male
Peninsula,20,0,0,2020-09-30 00:00:00,Not Reported
Piedmont,689,14,55,2020-09-30 00:00:00,Female
Piedmont,1291,35,81,2020-09-30 00:00:00,Male
Piedmont,4,0,0,2020-09-30 00:00:00,Not Reported
Pittsylvania-Danville,1074,25,85,2020-09-30 00:00:00,Female
Pittsylvania-Danville,843,13,58,2020-09-30 00:00:00,Male
Pittsylvania-Danville,8,0,1,2020-09-30 00:00:00,Not Reported
Portsmouth,1354,31,164,2020-09-30 00:00:00,Female
Portsmouth,1237,28,124,2020-09-30 00:00:00,Male
Portsmouth,3,0,0,2020-09-30 00:00:00,Not Reported
Prince William,7630,102,478,2020-09-30 00:00:00,Female
Prince William,7354,137,620,2020-09-30 00:00:00,Male
Prince William,128,0,2,2020-09-30 00:00:00,Not Reported
Rappahannock,2831,30,181,2020-09-30 00:00:00,Female
Rappahannock,2479,45,212,2020-09-30 00:00:00,Male
Rappahannock,15,0,0,2020-09-30 00:00:00,Not Reported
Rappahannock Rapidan,1355,26,72,2020-09-30 00:00:00,Female
Rappahannock Rapidan,1283,26,102,2020-09-30 00:00:00,Male
Rappahannock Rapidan,15,0,0,2020-09-30 00:00:00,Not Reported
Richmond,2332,22,205,2020-09-30 00:00:00,Female
Richmond,2287,36,212,2020-09-30 00:00:00,Male
Richmond,55,3,2,2020-09-30 00:00:00,Not Reported
Roanoke,989,17,40,2020-09-30 00:00:00,Female
Roanoke,780,11,30,2020-09-30 00:00:00,Male
Roanoke,18,0,0,2020-09-30 00:00:00,Not Reported
Southside,705,23,41,2020-09-30 00:00:00,Female
Southside,743,22,44,2020-09-30 00:00:00,Male
Southside,7,0,0,2020-09-30 00:00:00,Not Reported
Thomas Jefferson,1871,39,94,2020-09-30 00:00:00,Female
Thomas Jefferson,1680,31,94,2020-09-30 00:00:00,Male
Thomas Jefferson,5,0,0,2020-09-30 00:00:00,Not Reported
Three Rivers,799,16,60,2020-09-30 00:00:00,Female
Three Rivers,993,14,57,2020-09-30 00:00:00,Male
Three Rivers,27,0,0,2020-09-30 00:00:00,Not Reported
Virginia Beach,3776,45,196,2020-09-30 00:00:00,Female
Virginia Beach,3145,46,185,2020-09-30 00:00:00,Male
Virginia Beach,16,0,0,2020-09-30 00:00:00,Not Reported
Western Tidewater,1921,57,91,2020-09-30 00:00:00,Female
Western Tidewater,2007,67,108,2020-09-30 00:00:00,Male
Western Tidewater,4,1,0,2020-09-30 00:00:00,Not Reported
West Piedmont,1185,38,138,2020-09-30 00:00:00,Female
West Piedmont,918,34,113,2020-09-30 00:00:00,Male
West Piedmont,7,0,0,2020-09-30 00:00:00,Not Reported
Alexandria,2004,35,144,2020-10-01 00:00:00,Female
Alexandria,1841,34,180,2020-10-01 00:00:00,Male
Alexandria,14,0,0,2020-10-01 00:00:00,Not Reported
Alleghany,873,20,34,2020-10-01 00:00:00,Female
Alleghany,768,9,44,2020-10-01 00:00:00,Male
Alleghany,9,0,0,2020-10-01 00:00:00,Not Reported
Arlington,1970,69,221,2020-10-01 00:00:00,Female
Arlington,2022,81,279,2020-10-01 00:00:00,Male
Arlington,5,0,0,2020-10-01 00:00:00,Not Reported
Central Shenandoah,2981,33,138,2020-10-01 00:00:00,Female
Central Shenandoah,2542,37,132,2020-10-01 00:00:00,Male
Central Shenandoah,17,0,0,2020-10-01 00:00:00,Not Reported
Central Virginia,1739,20,66,2020-10-01 00:00:00,Female
Central Virginia,1552,19,65,2020-10-01 00:00:00,Male
Central Virginia,39,0,0,2020-10-01 00:00:00,Not Reported
Chesapeake,2393,32,216,2020-10-01 00:00:00,Female
Chesapeake,1956,40,202,2020-10-01 00:00:00,Male
Chesapeake,8,0,0,2020-10-01 00:00:00,Not Reported
Chesterfield,3303,57,186,2020-10-01 00:00:00,Female
Chesterfield,3127,68,200,2020-10-01 00:00:00,Male
Chesterfield,121,1,0,2020-10-01 00:00:00,Not Reported
Chickahominy,928,25,81,2020-10-01 00:00:00,Female
Chickahominy,916,28,82,2020-10-01 00:00:00,Male
Chickahominy,35,0,1,2020-10-01 00:00:00,Not Reported
Crater,1711,57,147,2020-10-01 00:00:00,Female
Crater,2328,47,125,2020-10-01 00:00:00,Male
Crater,37,0,3,2020-10-01 00:00:00,Not Reported
Cumberland Plateau,454,6,30,2020-10-01 00:00:00,Female
Cumberland Plateau,405,4,30,2020-10-01 00:00:00,Male
Cumberland Plateau,1,0,0,2020-10-01 00:00:00,Not Reported
Eastern Shore,748,26,71,2020-10-01 00:00:00,Female
Eastern Shore,731,24,68,2020-10-01 00:00:00,Male
Eastern Shore,9,0,0,2020-10-01 00:00:00,Not Reported
Fairfax,10815,284,939,2020-10-01 00:00:00,Female
Fairfax,10241,313,1252,2020-10-01 00:00:00,Male
Fairfax,170,6,2,2020-10-01 00:00:00,Not Reported
Hampton,1025,12,26,2020-10-01 00:00:00,Female
Hampton,819,15,43,2020-10-01 00:00:00,Male
Hampton,7,0,0,2020-10-01 00:00:00,Not Reported
Henrico,2913,114,223,2020-10-01 00:00:00,Female
Henrico,2553,103,219,2020-10-01 00:00:00,Male
Henrico,35,0,0,2020-10-01 00:00:00,Not Reported
Lenowisco,480,4,36,2020-10-01 00:00:00,Female
Lenowisco,463,16,43,2020-10-01 00:00:00,Male
Lenowisco,2,0,0,2020-10-01 00:00:00,Not Reported
Lord Fairfax,1654,56,133,2020-10-01 00:00:00,Female
Lord Fairfax,1501,60,144,2020-10-01 00:00:00,Male
Lord Fairfax,15,0,0,2020-10-01 00:00:00,Not Reported
Loudoun,3473,79,196,2020-10-01 00:00:00,Female
Loudoun,3358,47,240,2020-10-01 00:00:00,Male
Loudoun,56,0,0,2020-10-01 00:00:00,Not Reported
Mount Rogers,1646,59,114,2020-10-01 00:00:00,Female
Mount Rogers,1215,66,144,2020-10-01 00:00:00,Male
Mount Rogers,8,0,0,2020-10-01 00:00:00,Not Reported
New River,1667,10,22,2020-10-01 00:00:00,Female
New River,1600,10,38,2020-10-01 00:00:00,Male
New River,33,0,0,2020-10-01 00:00:00,Not Reported
Norfolk,2546,36,187,2020-10-01 00:00:00,Female
Norfolk,2343,42,179,2020-10-01 00:00:00,Male
Norfolk,2,0,0,2020-10-01 00:00:00,Not Reported
Peninsula,2291,45,99,2020-10-01 00:00:00,Female
Peninsula,2121,36,103,2020-10-01 00:00:00,Male
Peninsula,19,0,0,2020-10-01 00:00:00,Not Reported
Piedmont,689,14,55,2020-10-01 00:00:00,Female
Piedmont,1293,35,81,2020-10-01 00:00:00,Male
Piedmont,4,0,0,2020-10-01 00:00:00,Not Reported
Pittsylvania-Danville,1078,25,86,2020-10-01 00:00:00,Female
Pittsylvania-Danville,849,13,59,2020-10-01 00:00:00,Male
Pittsylvania-Danville,8,0,1,2020-10-01 00:00:00,Not Reported
Portsmouth,1356,31,165,2020-10-01 00:00:00,Female
Portsmouth,1240,28,124,2020-10-01 00:00:00,Male
Portsmouth,3,0,0,2020-10-01 00:00:00,Not Reported
Prince William,7646,103,479,2020-10-01 00:00:00,Female
Prince William,7363,138,623,2020-10-01 00:00:00,Male
Prince William,129,0,2,2020-10-01 00:00:00,Not Reported
Rappahannock,2846,31,183,2020-10-01 00:00:00,Female
Rappahannock,2487,46,213,2020-10-01 00:00:00,Male
Rappahannock,15,0,0,2020-10-01 00:00:00,Not Reported
Rappahannock Rapidan,1361,26,72,2020-10-01 00:00:00,Female
Rappahannock Rapidan,1290,26,103,2020-10-01 00:00:00,Male
Rappahannock Rapidan,16,0,0,2020-10-01 00:00:00,Not Reported
Richmond,2334,22,205,2020-10-01 00:00:00,Female
Richmond,2294,37,213,2020-10-01 00:00:00,Male
Richmond,55,3,2,2020-10-01 00:00:00,Not Reported
Roanoke,996,17,41,2020-10-01 00:00:00,Female
Roanoke,786,11,31,2020-10-01 00:00:00,Male
