COUNTY,COUNTYNAME,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,PUIAgeAvrg,PUIAgeRange,C_AgeAvrg,C_AgeRange,C_AllResTypes,C_NonResDeaths,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUITravelNo,PUITravelUnkn,PUITravelYes,C_ED_NO,C_ED_NoData,C_ED_Yes,C_Hosp_No,C_Hosp_Nodata,C_Hosp_Yes,FLResDeaths,PUILab_Yes,TPositive,TNegative,TInconc,TPending,PUIContNo,PUIContUnkn,PUIContYes,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Scrape_Time
007,BRADFORD,53,0,0,5,6,2,11,9,8,8,4,0,0,0,0,0,0,0,0,1,0,0,0,19 to 92,57,69 to 69,1,0,31,21,1,53,0,0,18,35,0,0,1,0,0,0,1,0,53,1,52,0,0,7,11,6,1,1,0,1,0,0,52,0,53,52,1,0,13,13,2020-03-29 09:50:13.115705
009,BREVARD,446,6,11,23,62,58,57,100,64,42,22,1,1,0,3,4,3,3,8,4,1,0,0,1 to 97,52,1 to 76,25,0,263,178,5,444,2,0,65,365,16,15,5,7,21,3,3,0,436,27,409,0,10,43,19,16,27,20,7,25,2,0,409,0,446,409,27,0,102,74,2020-03-29 09:50:13.115705
011,BROWARD,8026,78,114,594,1354,1475,1531,1308,950,416,199,7,2,3,89,125,135,140,149,110,41,26,0,0 to 106,48,0 to 97,801,0,3872,3401,753,7938,88,0,701,6950,375,204,348,268,394,327,99,11,7875,820,7053,2,151,361,461,550,820,444,308,801,19,0,6989,65,8026,7054,820,11,695,505,2020-03-29 09:50:13.115705
013,CALHOUN,11,0,0,2,0,2,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19 to 84,55,NA,0,0,7,4,0,11,0,0,0,9,2,0,0,0,0,0,0,0,11,0,11,0,0,1,1,0,0,0,0,0,0,0,11,0,11,11,0,0,1,0,2020-03-29 09:50:13.115705
015,CHARLOTTE,211,3,3,12,11,22,26,38,58,25,12,1,0,0,0,0,1,4,3,4,3,1,0,0 to 96,58,43 to 93,16,0,118,85,8,209,2,0,12,197,2,2,12,2,5,9,2,0,206,16,190,0,5,9,1,4,16,7,9,16,0,0,189,1,211,190,16,0,54,48,2020-03-29 09:50:13.115705
017,CITRUS,184,3,3,12,21,12,24,41,30,26,12,0,0,0,1,2,2,1,6,0,2,1,0,1 to 97,56,17 to 87,15,0,109,71,4,183,1,0,72,98,14,2,11,2,10,2,3,1,178,15,163,0,6,26,42,19,15,7,8,15,0,0,162,1,184,163,15,1,90,37,2020-03-29 09:50:13.115705
019,CLAY,302,1,6,18,27,46,73,64,38,21,8,0,0,0,2,4,0,8,4,4,3,1,0,1 to 97,51,21 to 94,26,0,179,121,2,300,2,0,68,218,16,10,4,12,11,3,12,4,299,26,273,0,3,39,20,27,26,14,12,26,0,0,271,2,302,273,26,4,30,18,2020-03-29 09:50:13.115705
021,COLLIER,974,6,13,54,115,95,142,172,172,149,56,0,0,0,7,16,3,10,18,13,23,5,0,0 to 94,56,17 to 94,83,0,546,419,9,931,43,0,167,744,63,39,30,26,69,14,12,0,929,95,834,0,45,117,53,56,95,53,42,83,12,0,805,29,974,834,95,0,173,168,2020-03-29 09:50:13.115705
023,COLUMBIA,134,11,12,12,11,19,17,22,18,9,2,1,0,0,0,0,0,2,0,1,0,0,0,1 to 98,43,46 to 70,3,0,78,56,0,132,2,0,43,87,4,0,3,0,3,0,0,0,91,3,87,1,43,38,30,12,3,1,2,3,0,0,86,1,134,87,3,0,4,4,2020-03-29 09:50:13.115705
025,MIAMI-DADE,7314,105,138,518,1264,1320,1332,1125,811,463,224,14,2,9,80,211,210,233,165,125,64,20,2,0 to 120,48,3 to 120,1098,0,3749,3491,74,7245,68,1,372,6687,255,81,767,273,271,759,91,3,7211,1121,6085,5,103,225,301,347,1121,653,456,1097,23,1,6046,42,7314,6088,1121,3,1321,1157,2020-03-29 09:50:13.115705
027,DESOTO,98,2,1,5,23,15,9,16,11,13,3,0,0,0,0,4,0,0,2,0,0,1,0,2 to 91,50,27 to 91,7,0,37,27,34,98,0,0,37,61,0,4,2,1,4,2,1,0,59,7,52,0,39,8,18,15,7,5,2,7,0,0,52,0,98,52,7,0,4,4,2020-03-29 09:50:13.115705
029,DIXIE,27,1,1,3,2,6,1,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2 to 78,47,NA,0,0,13,14,0,27,0,0,4,23,0,0,0,0,0,0,0,0,27,0,27,0,0,6,0,0,0,0,0,0,0,0,27,0,27,27,0,0,0,0,2020-03-29 09:50:13.115705
031,DUVAL,2116,32,33,136,296,319,332,318,244,189,212,5,0,1,5,6,19,26,20,14,15,14,0,0 to 104,53,13 to 97,114,0,1239,816,61,2102,14,0,140,1945,31,12,92,16,16,82,22,3,1895,120,1774,1,221,193,67,71,120,50,59,114,6,0,1768,7,2116,1775,120,3,157,129,2020-03-29 09:50:13.115705
033,ESCAMBIA,483,27,20,46,102,63,74,78,51,17,5,0,0,0,3,4,3,8,7,1,1,1,0,0 to 94,42,22 to 94,27,0,311,170,2,452,31,0,27,440,16,12,12,4,24,2,2,0,482,28,454,0,1,22,19,8,28,13,15,27,1,0,424,30,483,454,28,0,49,27,2020-03-29 09:50:13.115705
035,FLAGLER,150,1,1,10,19,18,21,28,35,13,4,0,0,0,1,1,1,1,5,3,1,0,0,1 to 93,53,17 to 77,12,0,89,61,0,148,2,0,17,122,11,10,1,2,12,0,1,0,150,13,137,0,0,3,40,11,13,7,6,12,1,0,136,1,150,137,13,0,51,29,2020-03-29 09:50:13.115705
037,FRANKLIN,15,0,1,1,0,1,2,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7 to 84,60,NA,0,0,6,9,0,15,0,0,4,10,1,0,0,0,0,0,0,0,15,0,15,0,0,5,1,0,0,0,0,0,0,0,15,0,15,15,0,0,1,1,2020-03-29 09:50:13.115705
039,GADSDEN,37,2,0,2,7,5,7,4,6,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0 to 90,48,54 to 54,1,0,22,15,0,36,0,1,3,31,3,0,1,0,0,1,0,0,37,1,36,0,0,1,3,2,1,1,0,0,0,1,36,0,37,36,1,0,1,1,2020-03-29 09:50:13.115705
041,GILCHRIST,24,3,0,2,3,5,2,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0 to 89,46,NA,0,0,15,9,0,24,0,0,2,22,0,0,0,0,0,0,0,0,24,0,24,0,0,1,2,0,0,0,0,0,0,0,24,0,24,24,0,0,0,0,2020-03-29 09:50:13.115705
043,GLADES,4,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39 to 69,53,NA,0,0,1,3,0,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,1,1,2020-03-29 09:50:13.115705
045,GULF,32,0,2,2,4,3,5,6,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8 to 77,51,NA,0,0,18,14,0,30,2,0,13,11,8,0,0,0,0,0,0,0,32,0,32,0,0,12,9,1,0,0,0,0,0,0,30,2,32,32,0,0,2,1,2020-03-29 09:50:13.115705
047,HAMILTON,16,0,0,3,0,3,1,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,23 to 93,57,NA,0,0,6,10,0,15,1,0,5,10,1,0,0,0,0,0,0,0,14,0,14,0,2,3,1,3,0,0,0,0,0,0,14,0,16,14,0,0,2,0,2020-03-29 09:50:13.115705
049,HARDEE,12,0,0,0,1,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 to 71,56,NA,0,0,7,5,0,11,1,0,1,10,1,0,0,0,0,0,0,0,12,0,12,0,0,1,1,0,0,0,0,0,0,0,11,1,12,12,0,0,0,0,2020-03-29 09:50:13.115705
051,HENDRY,39,0,2,2,6,9,4,10,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,7 to 86,48,39 to 39,1,0,21,18,0,39,0,0,3,35,1,0,1,0,1,0,0,0,38,1,37,0,1,4,3,0,1,0,1,1,0,0,37,0,39,37,1,0,4,4,2020-03-29 09:50:13.115705
053,HERNANDO,217,5,8,14,27,25,36,33,40,19,10,0,0,0,2,4,0,0,1,5,1,1,0,0 to 93,51,19 to 85,14,0,128,88,1,210,7,0,55,142,20,9,2,3,11,1,2,0,216,14,202,0,1,37,59,10,14,6,8,14,0,0,195,7,217,202,14,0,24,20,2020-03-29 09:50:13.115705
055,HIGHLANDS,75,2,0,4,16,9,6,13,11,12,2,0,0,0,0,3,1,0,1,1,4,0,0,1 to 89,51,28 to 78,10,0,47,20,8,75,0,0,4,63,8,5,2,3,6,2,2,1,55,10,44,1,20,7,4,3,10,3,6,10,0,0,44,0,75,44,10,1,23,21,2020-03-29 09:50:13.115705
057,HILLSBOROUGH,3270,121,96,310,635,571,479,436,347,187,85,3,2,7,24,45,35,38,28,19,7,1,0,0 to 102,44,0 to 86,200,0,1915,1334,21,3231,39,0,147,3019,104,69,80,57,146,30,30,2,3263,206,3057,0,7,158,90,118,206,106,97,200,6,0,3025,32,3270,3057,206,2,517,209,2020-03-29 09:50:13.115705
059,HOLMES,26,3,2,0,2,3,8,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0 to 79,43,NA,0,0,16,5,5,26,0,0,1,25,0,0,0,0,0,0,0,0,21,0,21,0,5,0,1,0,0,0,0,0,0,0,21,0,26,21,0,0,2,2,2020-03-29 09:50:13.115705
061,INDIAN RIVER,222,4,3,16,15,21,26,50,44,30,12,1,0,0,0,3,0,2,3,4,4,0,0,0 to 105,56,25 to 84,15,0,133,85,4,220,2,0,19,175,28,12,0,4,15,0,1,0,215,16,199,0,7,27,8,12,16,7,9,15,1,0,198,1,222,199,16,0,70,49,2020-03-29 09:50:13.115705
063,JACKSON,68,0,0,9,12,11,8,12,6,6,3,1,0,0,0,1,0,0,0,0,0,0,0,20 to 88,48,33 to 33,0,0,38,23,7,66,2,0,12,44,12,1,0,0,1,0,0,0,61,1,60,0,7,17,5,3,1,1,0,0,1,0,59,1,68,60,1,0,7,4,2020-03-29 09:50:13.115705
065,JEFFERSON,12,2,1,1,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 to 64,39,NA,0,0,5,7,0,12,0,0,1,11,0,0,0,0,0,0,0,0,12,0,12,0,0,1,0,0,0,0,0,0,0,0,12,0,12,12,0,0,7,1,2020-03-29 09:50:13.115705
067,LAFAYETTE,9,0,0,1,1,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19 to 86,54,NA,0,0,5,4,0,9,0,0,3,6,0,0,0,0,0,0,0,0,9,0,9,0,0,3,0,0,0,0,0,0,0,0,9,0,9,9,0,0,0,0,2020-03-29 09:50:13.115705
069,LAKE,807,26,10,58,75,89,115,141,137,122,33,1,0,0,2,2,5,4,9,7,8,1,0,0 to 99,54,21 to 85,34,0,473,304,30,799,8,0,36,742,29,5,17,16,19,10,9,0,800,38,761,1,7,40,18,24,38,20,18,34,4,0,759,3,807,762,38,0,107,80,2020-03-29 09:50:13.115705
071,LEE,1388,19,18,76,158,181,207,241,271,167,49,1,0,1,7,8,14,8,19,28,30,4,0,1 to 97,54,10 to 94,112,0,826,552,10,1375,12,1,159,1196,33,47,38,34,57,27,35,6,1370,119,1251,0,18,47,41,129,119,68,51,111,7,1,1247,4,1388,1251,119,6,310,268,2020-03-29 09:50:13.115705
073,LEON,428,10,11,57,81,65,57,71,51,19,6,0,0,0,1,4,6,2,4,0,0,0,0,0 to 95,44,19 to 60,15,0,264,163,1,424,3,1,12,395,21,7,1,9,14,0,3,0,427,17,410,0,1,9,18,11,17,9,8,14,2,1,409,1,428,410,17,0,92,59,2020-03-29 09:50:13.115705
075,LEVY,63,3,3,2,12,6,6,7,14,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0 to 87,50,64 to 64,1,0,42,21,0,63,0,0,10,53,0,1,0,0,1,0,0,0,63,1,62,0,0,4,3,2,1,0,1,1,0,0,62,0,63,62,1,0,3,2,2020-03-29 09:50:13.115705
077,LIBERTY,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29 to 76,52,NA,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,2020-03-29 09:50:13.115705
079,MADISON,21,0,0,1,4,1,6,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,21 to 88,53,NA,0,0,16,5,0,21,0,0,2,19,0,0,0,0,0,0,0,0,21,0,21,0,0,2,0,0,0,0,0,0,0,0,21,0,21,21,0,0,0,0,2020-03-29 09:50:13.115705
081,MANATEE,282,7,6,18,26,31,43,40,60,27,23,1,0,1,0,2,1,6,10,8,4,0,0,0 to 100,54,14 to 83,32,0,154,126,2,278,4,0,38,232,12,3,20,9,12,7,13,1,277,32,245,0,5,25,46,20,32,17,15,32,0,0,241,4,282,245,32,1,107,49,2020-03-29 09:50:13.115705
083,MARION,542,11,15,43,48,71,84,80,112,51,27,0,0,0,2,3,2,4,2,4,0,1,0,0 to 119,53,19 to 88,17,0,319,213,10,540,2,0,27,480,35,14,0,4,16,0,2,0,408,18,390,0,134,75,189,29,18,6,12,17,1,0,390,0,542,390,18,0,62,57,2020-03-29 09:50:13.115705
085,MARTIN,226,1,3,14,17,27,28,36,51,29,20,0,0,0,0,2,3,7,5,4,5,0,0,2 to 99,58,26 to 80,26,0,131,87,8,226,0,0,16,198,12,15,4,7,19,4,3,0,224,26,198,0,2,16,11,9,26,16,9,26,0,0,198,0,226,198,26,0,42,36,2020-03-29 09:50:13.115705
087,MONROE,191,1,1,12,26,25,37,44,27,9,9,0,0,0,3,1,1,8,3,2,4,0,0,4 to 92,52,19 to 80,19,0,106,83,2,178,13,0,33,123,35,5,13,4,16,2,4,0,139,22,117,0,52,40,61,13,22,13,9,19,3,0,110,7,191,117,22,0,59,56,2020-03-29 09:50:13.115705
089,NASSAU,87,1,2,3,7,11,10,23,17,8,5,0,0,0,0,0,0,1,2,4,0,0,0,4 to 92,55,50 to 73,7,0,51,36,0,86,1,0,6,70,11,2,2,3,5,0,2,0,87,7,80,0,0,14,2,5,7,4,3,7,0,0,79,1,87,80,7,0,11,10,2020-03-29 09:50:13.115705
091,OKALOOSA,206,6,11,11,38,34,40,33,17,10,1,5,0,0,2,5,4,5,4,5,5,1,0,1 to 87,43,24 to 87,28,0,120,79,7,201,4,1,54,119,33,17,3,11,23,3,5,0,195,31,164,0,11,42,6,41,31,16,15,27,3,1,163,1,206,164,31,0,101,51,2020-03-29 09:50:13.115705
093,OKEECHOBEE,44,0,3,6,4,4,6,9,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8 to 84,49,NA,0,0,23,21,0,43,1,0,21,16,7,0,0,0,0,0,0,0,43,0,43,0,1,24,2,1,0,0,0,0,0,0,42,1,44,43,0,0,2,1,2020-03-29 09:50:13.115705
095,ORANGE,2404,95,68,214,373,404,389,370,277,143,71,0,0,1,21,26,41,48,39,15,18,4,0,0 to 99,46,9 to 90,199,0,1348,1043,13,2326,77,1,107,2227,70,45,111,57,73,96,44,4,2389,213,2176,0,15,88,69,53,213,125,87,198,14,1,2113,63,2404,2176,213,4,366,216,2020-03-29 09:50:13.115705
097,OSCEOLA,574,11,15,47,107,105,90,84,70,35,8,2,0,0,7,12,13,16,12,9,4,1,0,0 to 97,46,18 to 91,70,0,325,247,2,565,9,0,121,367,86,28,19,27,35,19,20,0,511,74,437,0,63,127,34,68,74,39,35,70,4,0,434,3,574,437,74,0,105,71,2020-03-29 09:50:13.115705
099,PALM BEACH,1995,31,46,151,292,300,306,297,290,202,68,12,0,1,23,25,33,37,48,72,64,15,0,0 to 104,50,6 to 92,306,0,1104,851,40,1974,19,2,103,1821,71,38,216,64,81,200,37,6,1965,318,1647,0,30,75,63,85,318,162,146,304,12,2,1640,7,1995,1647,318,6,394,312,2020-03-29 09:50:13.115705
101,PASCO,761,17,24,45,91,107,135,141,122,61,18,0,0,0,3,4,5,10,5,7,0,0,0,0 to 95,50,18 to 73,33,0,462,298,1,751,10,0,66,661,34,17,12,5,22,7,5,2,748,34,713,1,13,70,38,23,34,14,20,33,1,0,706,7,761,713,34,2,139,72,2020-03-29 09:50:13.115705
103,PINELLAS,1956,33,29,119,252,241,312,356,356,165,90,3,0,0,10,13,10,17,25,24,12,0,0,0 to 104,52,15 to 83,100,0,1118,825,13,1928,28,0,201,1611,144,42,28,41,58,20,33,4,1900,111,1788,1,56,239,22,60,111,67,44,100,11,0,1772,17,1956,1789,111,4,227,162,2020-03-29 09:50:13.115705
105,POLK,711,13,16,60,87,93,117,128,106,73,18,0,0,1,2,6,7,5,7,3,5,1,0,0 to 97,50,8 to 88,37,0,421,283,7,707,4,0,97,569,45,16,4,17,20,4,13,0,661,37,624,0,50,88,19,32,37,18,19,37,0,0,620,4,711,624,37,0,66,38,2020-03-29 09:50:13.115705
107,PUTNAM,213,7,3,15,29,30,34,38,25,25,7,0,0,0,2,0,2,3,0,4,1,0,0,0 to 96,50,22 to 82,12,0,134,78,1,212,1,0,85,117,11,1,9,2,9,2,1,0,204,12,191,1,9,25,18,75,12,6,6,12,0,0,191,1,213,192,12,0,2,2,2020-03-29 09:50:13.115705
113,SANTA ROSA,219,12,10,14,33,37,35,24,36,15,3,0,2,0,2,2,0,2,1,5,2,0,0,0 to 90,45,0 to 81,16,0,134,84,1,219,0,0,22,187,10,6,2,8,9,0,7,1,216,16,200,0,3,23,4,7,16,10,6,16,0,0,200,0,219,200,16,1,271,249,2020-03-29 09:50:13.115705
115,SARASOTA,699,7,7,33,52,51,84,102,132,146,85,0,0,0,2,1,3,4,5,13,16,6,0,0 to 99,62,21 to 90,42,0,367,329,3,672,27,0,306,360,33,18,12,20,22,9,19,2,672,50,622,0,27,257,44,61,50,26,24,42,8,0,607,15,699,622,50,2,158,80,2020-03-29 09:50:13.115705
117,SEMINOLE,826,16,20,73,139,140,133,127,105,38,35,0,0,0,4,16,10,12,15,10,1,0,0,0 to 104,47,19 to 76,66,0,504,312,10,821,5,0,59,724,43,24,17,27,41,13,14,0,797,68,729,0,29,64,33,36,68,29,39,66,2,0,726,3,826,729,68,0,170,141,2020-03-29 09:50:13.115705
109,ST. JOHNS,712,13,18,40,100,116,127,118,108,49,21,2,0,2,3,3,6,12,9,11,3,1,0,0 to 96,50,12 to 91,48,0,399,276,37,707,5,0,126,530,56,21,6,23,32,7,11,2,679,50,629,0,33,91,66,58,50,36,14,48,2,0,627,2,712,629,50,2,80,65,2020-03-29 09:50:13.115705
111,ST. LUCIE,339,9,11,25,46,46,55,61,51,26,9,0,0,0,2,3,2,3,6,3,2,1,0,0 to 95,49,19 to 95,20,0,194,140,5,336,3,0,35,290,14,15,1,6,18,1,3,2,328,22,306,0,11,34,9,13,22,10,12,20,2,0,305,1,339,306,22,2,45,41,2020-03-29 09:50:13.115705
119,SUMTER,596,3,6,9,13,17,40,83,279,137,9,0,0,0,1,0,1,3,0,22,11,2,0,0 to 96,66,18 to 92,40,0,338,257,1,596,0,0,28,537,31,13,10,17,18,9,13,0,590,40,545,5,6,61,23,21,40,21,19,40,0,0,545,0,596,545,40,0,24,21,2020-03-29 09:50:13.115705
121,SUWANNEE,56,0,2,4,5,6,7,9,15,6,2,0,0,0,0,0,0,1,0,0,0,0,0,7 to 86,55,51 to 51,1,0,40,14,2,56,0,0,32,21,3,0,0,1,1,0,0,0,45,1,44,0,11,33,6,1,1,0,1,1,0,0,44,0,56,44,1,0,5,4,2020-03-29 09:50:13.115705
123,TAYLOR,28,0,0,2,4,5,5,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19 to 81,50,NA,0,0,12,16,0,28,0,0,5,23,0,0,0,0,0,0,0,0,28,0,28,0,0,5,0,0,0,0,0,0,0,0,28,0,28,28,0,0,1,1,2020-03-29 09:50:13.115705
125,UNION,34,1,1,2,5,7,7,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3 to 84,47,NA,0,0,18,16,0,34,0,0,4,27,3,0,0,0,0,0,0,0,33,0,33,0,1,6,4,0,0,0,0,0,0,0,33,0,34,33,0,0,1,0,2020-03-29 09:50:13.115705
999,Unknown,11,0,0,1,3,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21 to 95,49,NA,0,0,6,5,0,3,8,0,0,11,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,3,8,11,11,0,0,10,9,2020-03-29 09:50:13.115705
127,VOLUSIA,528,14,14,34,75,85,62,90,95,47,11,1,0,0,3,4,7,9,4,13,3,1,0,0 to 94,50,17 to 89,43,0,333,190,5,524,4,0,46,432,50,28,4,12,30,3,11,1,522,44,478,0,6,31,30,39,44,18,26,43,1,0,475,3,528,478,44,1,154,103,2020-03-29 09:50:13.115705
129,WAKULLA,38,0,2,2,4,6,10,8,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7 to 93,49,NA,0,0,26,12,0,38,0,0,4,34,0,0,0,0,0,0,0,0,38,0,38,0,0,4,0,0,0,0,0,0,0,0,38,0,38,38,0,0,15,14,2020-03-29 09:50:13.115705
131,WALTON,99,5,3,9,8,15,22,17,13,5,2,0,0,0,3,0,1,3,3,2,3,0,0,1 to 97,47,20 to 79,8,0,59,40,0,90,9,0,31,42,26,9,1,5,10,1,4,0,98,15,83,0,1,15,30,12,15,6,9,8,7,0,81,2,99,83,15,0,8,4,2020-03-29 09:50:13.115705
133,WASHINGTON,35,0,1,2,4,7,4,5,8,4,0,0,0,0,0,0,0,1,0,0,0,0,0,5 to 84,52,53 to 53,1,0,17,11,7,35,0,0,11,20,4,0,1,0,0,0,1,0,28,1,27,0,7,13,1,2,1,1,0,1,0,0,27,0,35,27,1,0,7,7,2020-03-29 09:50:13.115705
001,ALACHUA,1268,58,21,238,271,171,139,137,134,48,29,22,1,0,20,15,5,8,9,10,2,1,1,0 to 118,41,2 to 91,67,0,786,474,8,1253,15,0,155,1080,33,25,31,16,32,29,11,0,1249,72,1176,1,19,57,62,12,72,33,39,67,5,0,1167,10,1268,1177,72,0,37,26,2020-03-29 19:35:32.143144
003,BAKER,63,0,4,5,7,3,14,6,6,11,7,0,0,0,0,0,0,0,2,1,3,2,0,5 to 99,55,55 to 97,8,0,42,17,4,62,1,0,39,21,3,5,2,1,5,1,2,0,62,8,54,0,1,13,16,12,8,3,4,8,0,0,53,1,63,54,8,0,1,0,2020-03-29 19:35:32.143144
005,BAY,104,3,3,5,19,13,19,25,9,7,1,0,0,0,0,1,1,1,1,2,0,0,0,0 to 90,47,28 to 74,5,0,59,42,3,102,2,0,16,66,22,5,0,1,5,0,1,0,103,6,97,0,1,15,15,9,6,5,1,5,1,0,96,1,104,97,6,0,11,9,2020-03-29 19:35:32.143144
007,BRADFORD,59,0,0,5,6,3,11,10,9,11,4,0,0,0,0,0,0,0,0,1,1,0,0,19 to 92,58,69 to 78,2,0,35,23,1,59,0,0,22,37,0,0,2,0,0,1,1,0,59,2,57,0,0,7,15,6,2,1,1,2,0,0,57,0,59,57,2,0,13,13,2020-03-29 19:35:32.143144
009,BREVARD,519,7,12,28,76,70,64,115,74,48,24,1,1,0,3,4,4,3,8,5,2,0,0,1 to 97,52,1 to 82,27,0,306,208,5,516,3,0,66,436,17,17,6,7,23,4,3,0,513,30,483,0,6,44,20,16,30,21,9,27,3,0,483,0,519,483,30,0,102,74,2020-03-29 19:35:32.143144
011,BROWARD,9967,92,133,713,1705,1858,1879,1660,1183,509,227,8,2,4,105,154,180,183,177,128,51,27,1,0 to 106,48,0 to 97,992,0,4558,3910,1499,9872,95,0,717,8863,387,219,510,283,431,479,102,11,9849,1012,8835,2,118,372,475,575,1012,516,371,992,20,0,8765,71,9967,8836,1012,11,665,477,2020-03-29 19:35:32.143144
013,CALHOUN,11,0,0,2,0,2,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19 to 84,55,NA,0,0,7,4,0,11,0,0,0,9,2,0,0,0,0,0,0,0,11,0,11,0,0,1,1,0,0,0,0,0,0,0,11,0,11,11,0,0,1,0,2020-03-29 19:35:32.143144
015,CHARLOTTE,240,4,4,13,14,23,27,46,61,30,17,1,0,0,0,0,1,4,3,4,3,1,0,0 to 96,58,43 to 93,16,0,129,103,8,238,2,0,12,226,2,2,12,2,5,9,2,0,236,16,220,0,4,9,1,4,16,7,9,16,0,0,219,1,240,220,16,0,54,48,2020-03-29 19:35:32.143144
017,CITRUS,214,3,3,13,22,18,26,46,38,29,13,3,0,0,2,2,2,1,6,0,2,1,0,1 to 97,56,17 to 87,16,0,121,76,17,213,1,0,75,125,14,2,12,2,11,2,3,1,210,16,194,0,4,26,40,23,16,8,8,16,0,0,193,1,214,194,16,1,91,37,2020-03-29 19:35:32.143144
019,CLAY,345,1,6,22,34,52,76,76,43,25,10,0,0,0,3,6,1,7,6,4,3,3,0,1 to 97,52,18 to 94,33,0,205,136,4,343,2,0,77,252,16,16,3,14,19,2,12,4,342,33,309,0,3,39,24,32,35,17,18,35,0,0,307,2,347,309,35,4,30,18,2020-03-29 19:35:32.143144
021,COLLIER,1107,6,16,67,135,118,163,191,192,160,58,1,0,0,10,18,5,11,24,15,23,5,0,0 to 94,55,17 to 94,97,0,636,461,10,1062,45,0,190,842,75,40,43,28,76,22,13,1,1082,111,971,0,25,117,56,59,111,60,51,97,14,0,942,29,1107,971,111,1,180,175,2020-03-29 19:35:32.143144
023,COLUMBIA,145,11,12,13,13,20,17,25,20,10,3,1,0,0,0,0,0,2,0,1,0,0,0,1 to 98,44,46 to 70,3,0,83,62,0,143,2,0,49,92,4,0,3,0,3,0,0,0,109,3,105,1,36,38,30,12,3,1,2,3,0,0,104,1,145,105,3,0,4,4,2020-03-29 19:35:32.143144
025,MIAMI-DADE,8853,118,151,642,1537,1559,1595,1375,1003,568,289,16,4,9,105,285,253,315,228,152,89,33,1,0 to 120,48,3 to 120,1451,0,4552,4215,86,8781,71,1,382,8209,262,88,1096,290,288,1086,100,3,8774,1474,7295,5,79,239,307,355,1472,844,611,1448,23,1,7253,45,8851,7298,1472,3,1326,1152,2020-03-29 19:35:32.143144
027,DESOTO,106,2,1,5,23,18,10,17,13,14,3,0,0,0,0,4,0,0,2,0,0,1,0,2 to 91,50,27 to 91,7,0,61,37,8,106,0,0,38,68,0,4,1,2,4,1,2,0,94,7,87,0,12,8,19,15,7,5,2,7,0,0,87,0,106,87,7,0,4,4,2020-03-29 19:35:32.143144
029,DIXIE,30,1,2,3,2,6,1,6,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2 to 78,47,NA,0,0,14,16,0,30,0,0,6,24,0,0,0,0,0,0,0,0,30,0,30,0,0,6,0,0,0,0,0,0,0,0,30,0,30,30,0,0,0,0,2020-03-29 19:35:32.143144
031,DUVAL,2441,35,38,158,353,368,392,365,292,211,223,6,0,3,5,9,23,31,21,18,18,14,0,0 to 104,52,5 to 97,135,0,1434,940,67,2427,14,0,142,2267,32,12,111,19,19,100,23,3,2223,142,2080,1,218,196,67,76,142,62,70,135,7,0,2075,6,2441,2081,142,3,157,129,2020-03-29 19:35:32.143144
